case_id,customer_id,event_ids,surfaces,event_types,recovery_amount,failure_categories,dedup_status,dedup_score,case_created_at
CASE_000103,UNSEEN_CUST_01343,UNSEEN_PAY_006406|UNSEEN_CHK_002317,payment|checkout,payment_failed|checkout_abandoned,42516.73,authentication_failed,matched,0.9745660087478767,2026-08-22 10:56:42.109079
CASE_000104,UNSEEN_CUST_00608,UNSEEN_PAY_000948|UNSEEN_CHK_002297,payment|checkout,payment_failed|checkout_abandoned,30849.62,insufficient_funds,matched,0.9744171963148259,2026-07-29 23:02:41.849478
CASE_000105,UNSEEN_CUST_01140,UNSEEN_PAY_000917|UNSEEN_CHK_001479,payment|checkout,payment_failed|checkout_abandoned,45878.97,blocked_instrument,matched,0.9744064606289112,2026-08-07 07:46:41.848479
CASE_000106,UNSEEN_CUST_01919,UNSEEN_PAY_001962|UNSEEN_CHK_003292,payment|checkout,payment_failed|checkout_abandoned,48680.57,insufficient_funds,matched,0.9743699427261796,2026-08-01 16:37:41.894985
CASE_000107,UNSEEN_CUST_00833,UNSEEN_PAY_000346|UNSEEN_CHK_000312,payment|checkout,payment_failed|checkout_abandoned,40620.4,temporary_bank_failure,matched,0.974362465931185,2026-07-05 04:14:41.814992
CASE_000108,UNSEEN_CUST_01952,UNSEEN_PAY_000669|UNSEEN_CHK_003272,payment|checkout,payment_failed|checkout_abandoned,33249.39,expired_instrument,matched,0.9743146292809182,2026-06-09 04:30:41.834479
CASE_000109,UNSEEN_CUST_01284,UNSEEN_PAY_001558|UNSEEN_CHK_001185,payment|checkout,payment_failed|checkout_abandoned,30164.41,authentication_failed,matched,0.9743071014815141,2026-08-11 23:30:41.877985
CASE_000110,UNSEEN_CUST_00521,UNSEEN_PAY_003278|UNSEEN_CHK_000114,payment|checkout,payment_failed|checkout_abandoned,19790.09,limit_exceeded,matched,0.9742163273245459,2026-05-29 14:09:41.957990
CASE_000111,UNSEEN_CUST_00636,UNSEEN_PAY_001880|UNSEEN_CHK_002629,payment|checkout,payment_failed|checkout_abandoned,31678.33,authentication_failed,matched,0.9741683280722885,2026-08-01 12:08:41.891985
CASE_000112,UNSEEN_CUST_00021,UNSEEN_PAY_006274|UNSEEN_CHK_000621,payment|checkout,payment_failed|checkout_abandoned,16246.96,authentication_failed,matched,0.9740815197974815,2026-07-06 08:53:42.102072
CASE_000113,UNSEEN_CUST_01983,UNSEEN_PAY_002059|UNSEEN_CHK_000779,payment|checkout,payment_failed|checkout_abandoned,5915.6,blocked_instrument,matched,0.9740473399899323,2026-06-05 06:59:41.898985
CASE_000114,UNSEEN_CUST_00659,UNSEEN_PAY_002880|UNSEEN_CHK_001161,payment|checkout,payment_failed|checkout_abandoned,20190.5,insufficient_funds,matched,0.974014649353794,2026-05-30 18:53:41.935989
CASE_000115,UNSEEN_CUST_01798,UNSEEN_PAY_000973|UNSEEN_CHK_003333,payment|checkout,payment_failed|checkout_abandoned,10972.66,temporary_bank_failure,matched,0.9737257257786373,2026-08-22 23:49:41.850479
CASE_000116,UNSEEN_CUST_00011,UNSEEN_PAY_000468|UNSEEN_CHK_003444,payment|checkout,payment_failed|checkout_abandoned,4495.17,insufficient_funds,matched,0.9735629093745806,2026-07-15 20:22:41.821991
CASE_000117,UNSEEN_CUST_01616,UNSEEN_PAY_004467|UNSEEN_CHK_000759,payment|checkout,payment_failed|checkout_abandoned,41475.16,expired_instrument,matched,0.9735083425034807,2026-06-04 23:47:42.016071
CASE_000118,UNSEEN_CUST_00256,UNSEEN_PAY_001647|UNSEEN_CHK_001231,payment|checkout,payment_failed|checkout_abandoned,64743.64,expired_instrument,matched,0.9734266142246216,2026-07-03 17:28:41.881985
CASE_000119,UNSEEN_CUST_00996,UNSEEN_PAY_001165|UNSEEN_CHK_001861,payment|checkout,payment_failed|checkout_abandoned,6197.37,temporary_bank_failure,matched,0.9728955495099803,2026-06-25 00:22:41.859983
CASE_000120,UNSEEN_CUST_01616,UNSEEN_PAY_004544|UNSEEN_CHK_002691,payment|checkout,payment_failed|checkout_abandoned,32073.08,insufficient_funds,matched,0.9727612235695619,2026-07-26 23:02:42.019070
CASE_000121,UNSEEN_CUST_00973,UNSEEN_PAY_001312|UNSEEN_CHK_003278,payment|checkout,payment_failed|checkout_abandoned,11236.48,authentication_failed,matched,0.9726692186718814,2026-07-31 11:02:41.866990
CASE_000122,UNSEEN_CUST_01635,UNSEEN_PAY_001594|UNSEEN_CHK_003370,payment|checkout,payment_failed|checkout_abandoned,28043.69,insufficient_funds,matched,0.972369864070432,2026-07-07 12:10:41.878985
CASE_000123,UNSEEN_CUST_01080,UNSEEN_PAY_004742|UNSEEN_CHK_000686,payment|checkout,payment_failed|checkout_abandoned,33421.96,unknown_failure,matched,0.9722631051892562,2026-07-16 14:00:42.028074
CASE_000124,UNSEEN_CUST_00666,UNSEEN_PAY_004554|UNSEEN_CHK_002450,payment|checkout,payment_failed|checkout_abandoned,5617.07,timeout,matched,0.9718401571756569,2026-08-02 23:55:42.019070
