case_id,customer_id,action,recovered,recovered_amount,attempts
CASE_000303,UNSEEN_CUST_01315,retry,True,34702.16,1
CASE_000304,UNSEEN_CUST_00698,retry,False,0.0,1
CASE_000305,UNSEEN_CUST_01684,retry,False,0.0,1
CASE_000306,UNSEEN_CUST_00463,retry,False,0.0,1
CASE_000307,UNSEEN_CUST_00004,retry,True,50551.3,1
CASE_000308,UNSEEN_CUST_01093,retry,False,0.0,1
CASE_000309,UNSEEN_CUST_01893,retry,False,0.0,1
CASE_000310,UNSEEN_CUST_00455,retry,True,3150.63,1
CASE_000311,UNSEEN_CUST_01346,retry,False,0.0,1
CASE_000312,UNSEEN_CUST_00894,retry,False,0.0,1
CASE_000313,UNSEEN_CUST_00901,retry,True,12090.64,1
CASE_000314,UNSEEN_CUST_00462,retry,True,24760.09,1
CASE_000315,UNSEEN_CUST_00766,retry,False,0.0,1
CASE_000316,UNSEEN_CUST_00408,retry,True,83221.29,1
CASE_000317,UNSEEN_CUST_01447,retry,False,0.0,1
CASE_000318,UNSEEN_CUST_00236,retry,False,0.0,1
CASE_000319,UNSEEN_CUST_00991,retry,True,25487.99,1
CASE_000320,UNSEEN_CUST_01148,retry,False,0.0,1
CASE_000321,UNSEEN_CUST_01566,retry,True,47604.9,1
CASE_000322,UNSEEN_CUST_00092,retry,True,15982.92,1
CASE_000323,UNSEEN_CUST_01486,retry,True,19222.9,1
CASE_000324,UNSEEN_CUST_01388,retry,False,0.0,1
CASE_000325,UNSEEN_CUST_01947,retry,False,0.0,1
CASE_000326,UNSEEN_CUST_01901,retry,False,0.0,1
CASE_000327,UNSEEN_CUST_01033,retry,False,0.0,1
CASE_000328,UNSEEN_CUST_00390,retry,False,0.0,1
CASE_000329,UNSEEN_CUST_01549,retry,False,0.0,1
CASE_000330,UNSEEN_CUST_00786,retry,False,0.0,1
CASE_000331,UNSEEN_CUST_00189,retry,True,43569.23,1
CASE_000332,UNSEEN_CUST_01310,retry,False,0.0,1
CASE_000333,UNSEEN_CUST_00067,retry,True,8684.62,1
CASE_000334,UNSEEN_CUST_00803,retry,True,35653.79,1
CASE_000335,UNSEEN_CUST_00385,retry,True,100721.16,1
CASE_000336,UNSEEN_CUST_00610,retry,True,30005.19,1
CASE_000337,UNSEEN_CUST_01537,retry,True,14617.05,1
CASE_000338,UNSEEN_CUST_00417,retry,True,17608.88,1
CASE_000339,UNSEEN_CUST_00199,retry,True,19228.63,1
CASE_000340,UNSEEN_CUST_01801,retry,True,23143.34,1
CASE_000341,UNSEEN_CUST_01427,retry,False,0.0,1
CASE_000342,UNSEEN_CUST_01936,retry,False,0.0,1
CASE_000343,UNSEEN_CUST_01317,retry,False,0.0,1
CASE_000344,UNSEEN_CUST_01825,retry,True,5371.45,1
CASE_000345,UNSEEN_CUST_00060,retry,False,0.0,1
CASE_000346,UNSEEN_CUST_01646,retry,False,0.0,1
CASE_000347,UNSEEN_CUST_00184,retry,False,0.0,1
CASE_000348,UNSEEN_CUST_01501,retry,False,0.0,1
CASE_000349,UNSEEN_CUST_01068,retry,False,0.0,1
CASE_000350,UNSEEN_CUST_01629,retry,True,15685.56,1
CASE_000351,UNSEEN_CUST_00199,retry,False,0.0,1
CASE_000352,UNSEEN_CUST_01969,retry,True,24940.14,1
CASE_000353,UNSEEN_CUST_00242,retry,True,22040.57,1
CASE_000354,UNSEEN_CUST_00576,retry,False,0.0,1
CASE_000355,UNSEEN_CUST_00699,retry,False,0.0,1
CASE_000356,UNSEEN_CUST_01812,retry,True,17458.64,1
CASE_000357,UNSEEN_CUST_00910,retry,False,0.0,1
CASE_000358,UNSEEN_CUST_01074,retry,False,0.0,1
CASE_000359,UNSEEN_CUST_00419,retry,True,23042.27,1
CASE_000360,UNSEEN_CUST_01417,retry,False,0.0,1
CASE_000361,UNSEEN_CUST_01603,retry,False,0.0,1
CASE_000362,UNSEEN_CUST_01803,retry,False,0.0,1
CASE_000363,UNSEEN_CUST_01242,retry,True,41905.91,1
CASE_000364,UNSEEN_CUST_00442,retry,False,0.0,1
CASE_000365,UNSEEN_CUST_01777,retry,True,47355.21,1
CASE_000366,UNSEEN_CUST_01473,retry,False,0.0,1
CASE_000367,UNSEEN_CUST_01511,retry,True,41365.5,1
CASE_000368,UNSEEN_CUST_00868,retry,True,17493.94,1
CASE_000369,UNSEEN_CUST_00083,retry,False,0.0,1
CASE_000370,UNSEEN_CUST_01832,retry,True,10871.93,1
CASE_000371,UNSEEN_CUST_00551,retry,False,0.0,1
CASE_000372,UNSEEN_CUST_01484,retry,False,0.0,1
CASE_000373,UNSEEN_CUST_01722,retry,False,0.0,1
CASE_000374,UNSEEN_CUST_00819,retry,False,0.0,1
CASE_000375,UNSEEN_CUST_00449,retry,False,0.0,1
CASE_000376,UNSEEN_CUST_00137,retry,True,49250.46,1
CASE_000377,UNSEEN_CUST_01303,retry,False,0.0,1
CASE_000378,UNSEEN_CUST_01424,retry,False,0.0,1
CASE_000379,UNSEEN_CUST_00498,retry,False,0.0,1
CASE_000380,UNSEEN_CUST_00529,retry,True,5185.76,1
CASE_000381,UNSEEN_CUST_01751,retry,True,5837.07,1
CASE_000382,UNSEEN_CUST_01120,retry,True,9312.97,1
CASE_000383,UNSEEN_CUST_00728,retry,True,16481.93,1
CASE_000384,UNSEEN_CUST_01927,retry,False,0.0,1
CASE_000385,UNSEEN_CUST_01705,retry,False,0.0,1
CASE_000386,UNSEEN_CUST_01768,retry,False,0.0,1
CASE_000387,UNSEEN_CUST_00739,retry,False,0.0,1
CASE_000388,UNSEEN_CUST_00934,retry,True,30654.04,1
CASE_000389,UNSEEN_CUST_01271,retry,False,0.0,1
CASE_000390,UNSEEN_CUST_01281,retry,False,0.0,1
CASE_000391,UNSEEN_CUST_01215,retry,False,0.0,1
CASE_000392,UNSEEN_CUST_01686,retry,False,0.0,1
CASE_000393,UNSEEN_CUST_01686,retry,False,0.0,1
CASE_000394,UNSEEN_CUST_00846,retry,False,0.0,1
CASE_000395,UNSEEN_CUST_00951,retry,True,21654.08,1
CASE_000396,UNSEEN_CUST_01900,retry,True,11741.98,1
CASE_000397,UNSEEN_CUST_01538,retry,True,10856.6,1
CASE_000398,UNSEEN_CUST_01473,retry,False,0.0,1
CASE_000399,UNSEEN_CUST_00535,retry,True,22971.32,1
CASE_000400,UNSEEN_CUST_01290,retry,False,0.0,1
CASE_000401,UNSEEN_CUST_00949,retry,True,19035.43,1
CASE_000402,UNSEEN_CUST_00109,retry,True,22503.95,1
CASE_000403,UNSEEN_CUST_01496,retry,False,0.0,1
CASE_000404,UNSEEN_CUST_01727,retry,True,15934.56,1
CASE_000405,UNSEEN_CUST_01467,retry,False,0.0,1
CASE_000406,UNSEEN_CUST_01534,retry,False,0.0,1
CASE_000407,UNSEEN_CUST_00025,retry,False,0.0,1
CASE_000408,UNSEEN_CUST_00963,retry,True,2417.65,1
CASE_000409,UNSEEN_CUST_00942,retry,True,23323.39,1
CASE_000410,UNSEEN_CUST_01124,retry,True,11979.45,1
CASE_000411,UNSEEN_CUST_01374,retry,False,0.0,1
CASE_000412,UNSEEN_CUST_00394,retry,True,23204.06,1
CASE_000413,UNSEEN_CUST_01221,retry,False,0.0,1
CASE_000414,UNSEEN_CUST_01953,retry,False,0.0,1
CASE_000415,UNSEEN_CUST_00563,retry,False,0.0,1
CASE_000416,UNSEEN_CUST_00633,retry,False,0.0,1
CASE_000417,UNSEEN_CUST_01812,retry,True,25979.78,1
CASE_000418,UNSEEN_CUST_00869,retry,False,0.0,1
CASE_000419,UNSEEN_CUST_00979,retry,False,0.0,1
CASE_000420,UNSEEN_CUST_00609,retry,True,10341.34,1
CASE_000421,UNSEEN_CUST_01448,retry,True,20172.73,1
CASE_000422,UNSEEN_CUST_00221,retry,True,94933.38,1
CASE_000423,UNSEEN_CUST_00555,retry,True,13670.37,1
CASE_000424,UNSEEN_CUST_00491,retry,False,0.0,1
CASE_000425,UNSEEN_CUST_00601,retry,True,47699.5,1
CASE_000426,UNSEEN_CUST_00864,retry,True,48733.29,1
CASE_000427,UNSEEN_CUST_01589,retry,True,46208.68,1
CASE_000428,UNSEEN_CUST_00175,retry,True,43534.16,1
CASE_000429,UNSEEN_CUST_00472,retry,True,35048.44,1
CASE_000430,UNSEEN_CUST_01627,retry,True,37730.22,1
