case_id,final_status,attempts,total_recovered,confidence_score,confidence_level,probability_confidence,action_margin,margin_confidence,audit_event_count
CASE_000038,recovered,1,4444.56,0.4747615747094517,medium,0.7912692911824195,0.0,0.0,10
CASE_000039,escalated,1,0.0,0.7214913208625826,high,0.5358188681043043,0.7679094340521522,1.0,15
CASE_000040,recovered,1,48376.96,0.5772270159072356,medium,0.9620450265120593,0.0,0.0,10
CASE_000041,escalated,2,0.0,0.8790122662667832,high,0.7983537771113054,0.8991768885556527,1.0,24
CASE_000042,recovered,1,49013.71,0.42432849395107586,medium,0.7072141565851264,0.0,0.0,10
CASE_000043,escalated,2,0.0,0.7684299965703763,high,0.6140499942839603,0.8070249971419802,1.0,24
CASE_000044,recovered,1,29678.3,0.45966846770307335,medium,0.7661141128384557,0.0,0.0,10
CASE_000045,recovered,1,14986.84,0.4196189344314293,medium,0.6993648907190488,0.0,0.0,10
CASE_000046,recovered,1,8015.78,0.5706303707911144,medium,0.9510506179851907,0.0,0.0,10
CASE_000047,escalated,0,0.0,0.6059471400114756,medium,0.3432452333524594,0.6716226166762297,1.0,6
CASE_000048,escalated,2,0.0,0.4125167731281748,medium,0.020861288546958012,0.489569355726521,1.0,24
CASE_000049,recovered,1,12491.06,0.5885879774961782,medium,0.9809799624936304,0.0,0.0,10
CASE_000050,escalated,0,0.0,0.687317110534682,medium,0.47886185089113675,0.2605690745544316,1.0,6
CASE_000051,recovered,1,13861.29,0.5987822827564471,medium,0.9979704712607451,0.0,0.0,10
CASE_000052,recovered,1,21142.8,0.46502637177368966,medium,0.7750439529561495,0.0,0.0,10
CASE_000053,escalated,2,0.0,0.9884839864836111,high,0.9808066441393519,0.990403322069676,1.0,24
CASE_000054,escalated,2,0.0,0.794073712014981,high,0.6567895200249683,0.8283947600124841,1.0,24
CASE_000055,escalated,1,0.0,0.7339941986940576,high,0.5566569978234293,0.7783284989117146,1.0,15
CASE_000056,recovered,1,19126.64,0.18485735414904822,low,0.3080955902484137,0.0,0.0,10
CASE_000057,recovered,1,5593.76,0.29361814345408477,low,0.4893635724234746,0.0,0.0,10
CASE_000058,recovered,1,31970.28,0.5964182557662719,medium,0.99403042627712,0.0,0.0,10
CASE_000059,recovered,1,16523.99,0.4734889647173712,medium,0.789148274528952,0.0,0.0,10
CASE_000060,recovered,1,7296.72,0.5982910702478103,medium,0.9971517837463504,0.0,0.0,10
CASE_000061,escalated,2,0.0,0.8161128167068135,high,0.6935213611780224,0.8467606805890112,1.0,24
CASE_000062,recovered,1,30125.09,0.36430345120119306,low,0.6071724186686551,0.0,0.0,10
CASE_000063,recovered,1,22649.18,0.3844644494605352,low,0.6407740824342254,0.0,0.0,10
CASE_000064,recovered,1,17448.19,0.26165928891860873,low,0.4360988148643479,0.0,0.0,10
CASE_000065,escalated,0,0.0,0.4367005642570032,medium,0.06116760709500535,0.5305838035475027,1.0,6
CASE_000066,escalated,2,0.0,0.6388185605214242,medium,0.39803093420237357,0.6990154671011868,1.0,24
CASE_000067,recovered,1,47906.72,0.30019561810160356,low,0.5003260301693393,0.0,0.0,10
CASE_000068,escalated,0,0.0,0.6654973625815681,medium,0.44249560430261337,0.7212478021513067,1.0,6
CASE_000069,recovered,1,5854.75,0.5988512867311208,medium,0.9980854778852013,0.0,0.0,10
CASE_000070,escalated,0,0.0,0.7732410766067702,high,0.6220684610112837,0.8110342305056418,1.0,6
CASE_000071,recovered,1,45863.13,0.3844069533868771,low,0.6406782556447952,0.0,0.0,10
CASE_000072,escalated,0,0.0,0.643840645854299,medium,0.4064010764238317,0.7032005382119159,1.0,6
CASE_000073,escalated,1,0.0,0.6487205013509514,medium,0.41453416891825223,0.7072670844591261,1.0,15
CASE_000074,recovered,1,87671.29,0.5765824746354345,medium,0.9609707910590577,0.0,0.0,10
CASE_000075,recovered,1,34003.16,0.22523744137347346,low,0.37539573562245576,0.0,0.0,10
CASE_000076,recovered,1,16650.47,0.5944740203058628,medium,0.9907900338431048,0.0,0.0,10
CASE_000077,escalated,0,0.0,0.980029097314675,high,0.966715162191125,0.0166424189044375,1.0,6
CASE_000078,escalated,2,0.0,0.5291635322269679,medium,0.21527255371161313,0.6076362768558066,1.0,24
CASE_000079,recovered,1,18215.72,0.5885977220853359,medium,0.9809962034755599,0.0,0.0,10
CASE_000080,escalated,2,0.0,0.9113410825543,high,0.8522351375905,0.92611756879525,1.0,24
CASE_000081,escalated,0,0.0,0.8251663911271139,high,0.708610651878523,0.1456946740607385,1.0,6
CASE_000082,recovered,1,2526.88,0.5839307312493273,medium,0.9732178854155455,0.0,0.0,10
CASE_000083,escalated,2,0.0,0.4478130817460173,medium,0.07968846957669551,0.5398442347883478,1.0,24
CASE_000084,recovered,1,30448.96,0.5953271677459903,medium,0.9922119462433172,0.0,0.0,10
CASE_000085,recovered,1,2636.29,0.03379025779486646,low,0.05631709632477744,0.0,0.0,10
CASE_000086,recovered,1,16269.93,0.36982191472673304,low,0.6163698578778884,0.0,0.0,10
CASE_000087,recovered,1,49340.27,0.3315928800647401,low,0.5526548001079001,0.0,0.0,10
CASE_000088,recovered,1,11277.23,0.44975397661738975,medium,0.7495899610289829,0.0,0.0,10
CASE_000089,recovered,1,33835.06,0.23093633702804905,low,0.3848938950467484,0.0,0.0,10
CASE_000090,escalated,2,0.0,0.42916388964218277,medium,0.04860648273697121,0.5243032413684856,1.0,24
CASE_000091,recovered,1,37061.78,0.5909725578085324,medium,0.9849542630142207,0.0,0.0,10
CASE_000092,recovered,1,3740.64,0.595933975485971,medium,0.9932232924766184,0.0,0.0,10
CASE_000093,escalated,0,0.0,0.8540815368682318,high,0.756802561447053,0.1215987192764735,1.0,6
CASE_000094,recovered,1,32450.61,0.5748121506151003,medium,0.9580202510251672,0.0,0.0,10
CASE_000095,escalated,2,0.0,0.6041138443373936,medium,0.34018974056232265,0.6700948702811613,1.0,24
CASE_000096,recovered,1,42260.69,0.33359009345165797,low,0.5559834890860966,0.0,0.0,10
CASE_000097,recovered,1,858.15,0.03402628720843692,low,0.056710478680728205,0.0,0.0,10
CASE_000098,recovered,1,14093.98,0.5992125643569297,medium,0.9986876072615496,0.0,0.0,10
CASE_000099,recovered,1,49823.04,0.5928117765231958,medium,0.9880196275386597,0.0,0.0,10
CASE_000100,recovered,1,83082.04,0.4980465872641319,medium,0.8300776454402199,0.0,0.0,10
CASE_000101,recovered,1,35509.4,0.5857179895477197,medium,0.9761966492461995,0.0,0.0,10
CASE_000102,recovered,1,3739.51,0.2829317807279548,low,0.4715529678799246,0.0,0.0,10
CASE_000103,recovered,1,42516.73,0.49376890644550653,medium,0.8229481774091776,0.0,0.0,10
CASE_000104,escalated,2,0.0,0.7810003415201259,high,0.6350005692002099,0.8175002846001049,1.0,24
CASE_000105,escalated,0,0.0,0.47959911938454763,medium,0.132665198974246,0.566332599487123,1.0,6
CASE_000106,recovered,1,48680.57,0.32480062324893294,low,0.5413343720815549,0.0,0.0,10
CASE_000107,recovered,1,40620.4,0.5966882232167263,medium,0.9944803720278772,0.0,0.0,10
CASE_000108,recovered,1,33249.39,0.3041268103153496,low,0.5068780171922493,0.0,0.0,10
CASE_000109,recovered,1,30164.41,0.3716722739397645,low,0.6194537898996075,0.0,0.0,10
CASE_000110,recovered,1,19790.09,0.1833370653277904,low,0.30556177554631736,0.0,0.0,10
CASE_000111,recovered,1,31678.33,0.3210869801926277,low,0.5351449669877129,0.0,0.0,10
CASE_000112,escalated,2,0.0,0.7283699649580919,high,0.547283274930153,0.7736416374650765,1.0,24
CASE_000113,escalated,0,0.0,0.7155234830376493,high,0.5258724717294156,0.7629362358647078,1.0,6
CASE_000114,recovered,1,20190.5,0.23252944333919937,low,0.38754907223199897,0.0,0.0,10
CASE_000115,recovered,1,10972.66,0.5986995326701415,medium,0.997832554450236,0.0,0.0,10
CASE_000116,escalated,2,0.0,0.4249511716339704,medium,0.041585286056617266,0.5207926430283086,1.0,24
CASE_000117,escalated,1,0.0,0.6030057641323507,medium,0.33834294022058464,0.6691714701102923,1.0,15
CASE_000118,escalated,1,0.0,0.8289824060610655,high,0.7149706767684425,0.8574853383842213,1.0,15
CASE_000119,recovered,1,6197.37,0.5989235250569047,medium,0.9982058750948413,0.0,0.0,10
CASE_000120,recovered,1,32073.08,0.041360499438943245,low,0.06893416573157207,0.0,0.0,10
CASE_000121,recovered,1,11236.48,0.34561736821779826,low,0.5760289470296638,0.0,0.0,10
CASE_000122,recovered,1,28043.69,0.3022587153613897,low,0.5037645256023162,0.0,0.0,10
CASE_000123,recovered,1,33421.96,0.41930376321520285,medium,0.6988396053586714,0.0,0.0,10
CASE_000124,escalated,2,0.0,0.9864126274194882,high,0.9773543790324803,0.9886771895162402,1.0,24
CASE_000125,recovered,1,43669.43,0.5698109910528839,medium,0.9496849850881399,0.0,0.0,10
CASE_000126,escalated,0,0.0,0.7089203762666931,high,0.5148672937778218,0.7574336468889109,1.0,6
CASE_000127,recovered,1,16514.79,0.598781076395064,medium,0.99796846065844,0.0,0.0,10
CASE_000128,recovered,1,13629.93,0.5997846437906159,medium,0.9996410729843599,0.0,0.0,10
CASE_000129,recovered,1,8827.14,0.291275379815559,low,0.485458966359265,0.0,0.0,10
CASE_000130,escalated,2,0.0,0.9935618548547152,high,0.989269758091192,0.994634879045596,1.0,24
CASE_000131,escalated,2,0.0,0.7925143189341961,high,0.6541905315569936,0.8270952657784968,1.0,24
CASE_000132,recovered,1,12043.24,0.37714171142426445,low,0.6285695190404408,0.0,0.0,10
CASE_000133,recovered,1,24820.57,0.10246735059793104,low,0.1707789176632184,0.0,0.0,10
CASE_000134,recovered,1,31399.5,0.3308119059243093,low,0.5513531765405155,0.0,0.0,10
CASE_000135,escalated,2,0.0,0.6954746349093283,medium,0.4924577248488804,0.7462288624244402,1.0,24
CASE_000136,recovered,1,19946.97,0.599370745394635,medium,0.9989512423243916,0.0,0.0,10
CASE_000137,recovered,1,6230.58,0.5951934379478722,medium,0.9919890632464536,0.0,0.0,10
CASE_000138,recovered,1,1893.39,0.5952188098649448,medium,0.992031349774908,0.0,0.0,10
CASE_000139,recovered,1,13851.08,0.4490318022034878,medium,0.748386337005813,0.0,0.0,10
CASE_000140,recovered,1,42830.99,0.5127196989875792,medium,0.8545328316459653,0.0,0.0,10
CASE_000141,recovered,1,43894.7,0.34889629840316316,low,0.5814938306719386,0.0,0.0,10
CASE_000142,recovered,1,54444.82,0.5987110162564194,medium,0.9978516937606992,0.0,0.0,10
CASE_000143,recovered,1,19374.18,0.3107592308982829,low,0.5179320514971382,0.0,0.0,10
CASE_000144,recovered,1,13984.24,0.5861291915858532,medium,0.976881985976422,0.0,0.0,10
CASE_000145,recovered,1,9538.04,0.20225507942780532,low,0.33709179904634223,0.0,0.0,10
CASE_000146,escalated,2,0.0,0.7504847215902077,high,0.5841412026503461,0.792070601325173,1.0,24
CASE_000147,escalated,2,0.0,0.8301409429858806,high,0.7169015716431344,0.8584507858215672,1.0,24
CASE_000148,recovered,1,21872.29,0.5993003164874096,medium,0.9988338608123493,0.0,0.0,10
CASE_000149,recovered,1,11521.67,0.5837928135544364,medium,0.9729880225907273,0.0,0.0,10
CASE_000150,escalated,2,0.0,0.4171020646270385,medium,0.028503441045064193,0.4857482794774679,1.0,24
CASE_000151,recovered,1,14824.9,0.5938731054175375,medium,0.9897885090292291,0.0,0.0,10
CASE_000152,recovered,1,4987.42,0.5975910682699662,medium,0.9959851137832771,0.0,0.0,10
CASE_000153,escalated,1,0.0,0.8343240341806624,high,0.7238733903011039,0.8619366951505519,1.0,15
CASE_000154,escalated,2,0.0,0.7716722739397646,high,0.6194537898996075,0.8097268949498038,1.0,24
CASE_000155,escalated,0,0.0,0.5247375522259637,medium,0.2078959203766062,0.3960520398116969,1.0,6
CASE_000156,recovered,1,49397.63,0.5974726169561856,medium,0.9957876949269759,0.0,0.0,10
CASE_000157,escalated,0,0.0,0.8602177880236547,high,0.7670296467060911,0.8835148233530455,1.0,6
CASE_000158,escalated,0,0.0,0.7700255120600785,high,0.6167091867667974,0.1916454066166013,1.0,6
CASE_000159,escalated,2,0.0,0.8027338484550748,high,0.671223080758458,0.835611540379229,1.0,24
CASE_000160,recovered,1,41991.62,0.3412537054475952,low,0.568756175745992,0.0,0.0,10
CASE_000161,recovered,1,17307.39,0.5968441495139573,medium,0.9947402491899289,0.0,0.0,10
CASE_000162,escalated,1,0.0,0.7951888398452518,high,0.6586480664087531,0.8293240332043765,1.0,15
CASE_000163,recovered,1,36840.4,0.21173355246989045,low,0.3528892541164841,0.0,0.0,10
CASE_000164,escalated,2,0.0,0.5275282108849827,medium,0.2125470181416378,0.6062735090708189,1.0,24
CASE_000165,escalated,2,0.0,0.4382904548590206,medium,0.06381742476503427,0.5319087123825171,1.0,24
CASE_000166,escalated,2,0.0,0.9008231243511784,high,0.8347052072519641,0.917352603625982,1.0,24
CASE_000167,recovered,1,46126.29,0.5985526415561745,medium,0.9975877359269576,0.0,0.0,10
CASE_000168,escalated,2,0.0,0.6484830692122849,medium,0.41413844868714156,0.7070692243435708,1.0,24
CASE_000169,escalated,2,0.0,0.9923155722909424,high,0.987192620484904,0.993596310242452,1.0,24
CASE_000170,escalated,2,0.0,0.7012597175180324,high,0.5020995291967207,0.7510497645983604,1.0,24
CASE_000171,escalated,2,0.0,0.6545983721163615,medium,0.42433062019393586,0.7121653100969679,1.0,24
CASE_000172,escalated,0,0.0,0.5209063064671536,medium,0.2015105107785894,0.3992447446107053,1.0,6
CASE_000173,recovered,1,4223.95,0.584307291242438,medium,0.9738454854040632,0.0,0.0,10
CASE_000174,recovered,1,9359.3,0.5886193775874711,medium,0.9810322959791185,0.0,0.0,10
CASE_000175,escalated,2,0.0,0.9534584228567771,high,0.9224307047612952,0.9612153523806476,1.0,24
CASE_000176,escalated,0,0.0,0.7915196155607114,high,0.6525326926011856,0.1737336536994072,1.0,6
CASE_000177,escalated,2,0.0,0.7331604651260428,high,0.555267441876738,0.777633720938369,1.0,24
CASE_000178,escalated,2,0.0,0.6788398126655603,medium,0.46473302110926706,0.7323665105546335,1.0,24
CASE_000179,recovered,1,42980.65,0.36654449577131815,low,0.6109074929521969,0.0,0.0,10
CASE_000180,escalated,1,0.0,0.6708981546701753,medium,0.4514969244502922,0.7257484622251461,1.0,15
CASE_000181,escalated,1,0.0,0.6062001512795261,medium,0.3436669187992101,0.671833459399605,1.0,15
CASE_000182,recovered,1,40534.39,0.4335493561899791,medium,0.7225822603166319,0.0,0.0,10
CASE_000183,recovered,1,43992.16,0.4202031639974192,medium,0.7003386066623654,0.0,0.0,10
CASE_000184,escalated,2,0.0,0.8428049374638802,high,0.7380082291064669,0.8690041145532335,1.0,24
CASE_000185,recovered,1,16018.4,0.5990307371720165,medium,0.9983845619533609,0.0,0.0,10
CASE_000186,recovered,1,1728.8,0.02495117163397036,low,0.041585286056617266,0.0,0.0,10
CASE_000187,recovered,1,4723.81,0.2825614557714813,low,0.4709357596191355,0.0,0.0,10
CASE_000188,recovered,1,46505.82,0.31797950749345993,low,0.5299658458224332,0.0,0.0,10
CASE_000189,recovered,1,28644.06,0.1291635322269679,low,0.21527255371161313,0.0,0.0,10
CASE_000190,escalated,2,0.0,0.9873009222239166,high,0.9788348703731944,0.9894174351865972,1.0,24
CASE_000191,recovered,1,9329.76,0.27324407649150145,low,0.4554067941525024,0.0,0.0,10
CASE_000192,recovered,1,12978.43,0.5886348328085566,medium,0.9810580546809275,0.0,0.0,10
CASE_000193,recovered,1,19958.48,0.5886154029151852,medium,0.9810256715253087,0.0,0.0,10
CASE_000194,stopped,1,0.0,0.023663353890087845,low,0.03943892315014641,0.0,0.0,12
CASE_000195,escalated,2,0.0,0.878621317601538,high,0.7977021960025634,0.8988510980012817,1.0,24
CASE_000196,recovered,1,26300.69,0.4844843839143216,medium,0.807473973190536,0.0,0.0,10
CASE_000197,recovered,1,1868.85,0.3945062887121407,low,0.6575104811869013,0.0,0.0,10
CASE_000198,escalated,2,0.0,0.6907428896507373,medium,0.48457148275122885,0.7422857413756144,1.0,24
CASE_000199,recovered,1,23202.96,0.07031550470126326,low,0.11719250783543878,0.0,0.0,10
CASE_000200,recovered,1,35596.74,0.5928551482502487,medium,0.9880919137504145,0.0,0.0,10
CASE_000201,escalated,2,0.0,0.9895396381547864,high,0.9825660635913107,0.9912830317956554,1.0,24
CASE_000202,recovered,1,4739.82,0.43501834422981095,medium,0.7250305737163516,0.0,0.0,10
CASE_000203,escalated,2,0.0,0.6376150051549027,medium,0.39602500859150447,0.6980125042957522,1.0,24
CASE_000204,recovered,1,7578.05,0.3542972854574034,low,0.5904954757623391,0.0,0.0,10
CASE_000205,recovered,1,41852.43,0.012523463108106503,low,0.020872438513510838,0.0,0.0,10
CASE_000206,recovered,1,23696.08,0.5063456690113075,medium,0.8439094483521792,0.0,0.0,10
CASE_000207,escalated,0,0.0,0.4829654352715431,medium,0.13827572545257183,0.4308621372737141,1.0,6
CASE_000208,recovered,1,5626.82,0.36048353392794735,low,0.6008058898799122,0.0,0.0,10
CASE_000209,recovered,1,19860.71,0.4715818990029412,medium,0.7859698316715686,0.0,0.0,10
CASE_000210,recovered,1,27905.75,0.286694804903624,low,0.4778246748393733,0.0,0.0,10
CASE_000211,recovered,1,36630.47,0.5789152872572477,medium,0.9648588120954129,0.0,0.0,10
CASE_000212,recovered,1,14893.94,0.4645530542545472,medium,0.7742550904242453,0.0,0.0,10
CASE_000213,recovered,1,7000.2,0.1706757504070414,low,0.28445958401173566,0.0,0.0,10
CASE_000214,escalated,0,0.0,0.6740188072262265,medium,0.45669801204371074,0.7283490060218554,1.0,6
CASE_000215,recovered,1,24435.86,0.4437272313108212,medium,0.7395453855180354,0.0,0.0,10
CASE_000216,recovered,1,9099.63,0.44484170301197135,medium,0.7414028383532856,0.0,0.0,10
CASE_000217,escalated,2,0.0,0.8035188253158492,high,0.6725313755264153,0.8362656877632076,1.0,24
CASE_000218,recovered,1,6344.03,0.36526456031182725,low,0.6087742671863787,0.0,0.0,10
CASE_000219,recovered,1,89807.01,0.5984106832490088,medium,0.997351138748348,0.0,0.0,10
CASE_000220,recovered,1,2293.3,0.5722564802785637,medium,0.9537608004642728,0.0,0.0,10
CASE_000221,recovered,1,17794.32,0.594915926268737,medium,0.9915265437812284,0.0,0.0,10
CASE_000222,recovered,1,24064.36,0.5925826121703508,medium,0.9876376869505847,0.0,0.0,10
CASE_000223,recovered,1,27754.03,0.5387691333570542,medium,0.8979485555950903,0.0,0.0,10
CASE_000224,recovered,1,19379.57,0.5938882305982288,medium,0.9898137176637147,0.0,0.0,10
CASE_000225,escalated,2,0.0,0.4040549800873813,medium,0.0067583001456353875,0.4966208499271823,1.0,24
CASE_000226,recovered,1,40707.7,0.24641561715517363,low,0.41069269525862273,0.0,0.0,10
CASE_000227,recovered,1,9672.35,0.5571928986246825,medium,0.9286548310411376,0.0,0.0,10
CASE_000228,recovered,1,45109.76,0.33278157833232147,low,0.5546359638872025,0.0,0.0,10
CASE_000229,escalated,2,0.0,0.9984944015679468,high,0.9974906692799113,0.9987453346399556,1.0,24
CASE_000230,escalated,2,0.0,0.6541859907119327,medium,0.42364331785322107,0.7118216589266105,1.0,24
CASE_000231,escalated,2,0.0,0.6872678468902333,medium,0.47877974481705543,0.7393898724085277,1.0,24
CASE_000232,recovered,1,22550.75,0.5987139261373089,medium,0.9978565435621816,0.0,0.0,10
CASE_000233,recovered,1,928.56,0.170776534050368,low,0.28462755675061335,0.0,0.0,10
CASE_000234,recovered,1,41459.33,0.09843843066247361,low,0.1640640511041227,0.0,0.0,10
CASE_000235,escalated,2,0.0,0.8424538540969905,high,0.7374230901616508,0.8687115450808254,1.0,24
CASE_000236,recovered,1,1553.67,0.5863187477137841,medium,0.9771979128563069,0.0,0.0,10
CASE_000237,escalated,2,0.0,0.6136388696341193,medium,0.35606478272353215,0.6780323913617661,1.0,24
CASE_000238,recovered,1,100738.62,0.5288867204192609,medium,0.8814778673654349,0.0,0.0,10
CASE_000239,recovered,1,45594.73,0.583650953200959,medium,0.9727515886682652,0.0,0.0,10
CASE_000240,escalated,2,0.0,0.7157694127927536,high,0.5262823546545894,0.7631411773272947,1.0,24
CASE_000241,escalated,0,0.0,0.4867006870163537,medium,0.1445011450272562,0.4277494274863719,1.0,6
CASE_000242,stopped,1,0.0,0.38279210934104585,low,0.6379868489017431,0.0,0.0,12
CASE_000243,escalated,2,0.0,0.7458904982928427,high,0.5764841638214044,0.7882420819107022,1.0,24
CASE_000244,escalated,0,0.0,0.490022927849194,medium,0.15003821308198995,0.575019106540995,1.0,6
CASE_000245,escalated,0,0.0,0.8959986175286704,high,0.826664362547784,0.086667818726108,1.0,6
CASE_000246,recovered,1,8184.92,0.5961777635807376,medium,0.993629605967896,0.0,0.0,10
CASE_000247,recovered,1,20820.54,0.4116160892957964,medium,0.686026815492994,0.0,0.0,10
CASE_000248,escalated,2,0.0,0.5156104031679271,medium,0.1926840052798784,0.5963420026399392,1.0,24
CASE_000249,escalated,0,0.0,0.6209367974980373,medium,0.36822799583006216,0.3158860020849689,1.0,6
CASE_000250,recovered,1,32501.71,0.2277908495609496,low,0.379651415934916,0.0,0.0,10
CASE_000251,recovered,1,14726.94,0.5938882305982288,medium,0.9898137176637147,0.0,0.0,10
CASE_000252,recovered,1,42236.71,0.40436000916497394,medium,0.6739333486082899,0.0,0.0,10
CASE_000253,recovered,1,33584.89,0.461429887368026,medium,0.7690498122800433,0.0,0.0,10
CASE_000254,escalated,0,0.0,0.774726159018507,high,0.6245435983641784,0.1877282008179108,1.0,6
CASE_000255,recovered,1,7306.05,0.5826538671874452,medium,0.971089778645742,0.0,0.0,10
CASE_000256,stopped,1,0.0,0.12031005461857326,low,0.20051675769762212,0.0,0.0,12
CASE_000257,recovered,1,34595.21,0.17347489365364446,low,0.2891248227560741,0.0,0.0,10
CASE_000258,recovered,1,3360.81,0.2720304438910762,low,0.45338407315179374,0.0,0.0,10
CASE_000259,escalated,2,0.0,0.9870990713271808,high,0.978498452211968,0.989249226105984,1.0,24
CASE_000260,escalated,2,0.0,0.4984900894693609,medium,0.16415014911560144,0.5820750745578007,1.0,24
CASE_000261,escalated,0,0.0,0.5577187460017617,medium,0.26286457666960295,0.6314322883348015,1.0,6
CASE_000262,escalated,0,0.0,0.5531499754531611,medium,0.2552499590886018,0.3723750204556991,1.0,6
CASE_000263,recovered,1,44260.21,0.5784877987584748,medium,0.9641463312641247,0.0,0.0,10
CASE_000264,recovered,1,35099.68,0.14653902874029584,low,0.24423171456715975,0.0,0.0,10
CASE_000265,escalated,0,0.0,0.40266201030126064,medium,0.004436683835434385,0.5022183419177172,1.0,6
CASE_000266,recovered,1,19683.03,0.5542462568517738,medium,0.9237437614196229,0.0,0.0,10
CASE_000267,escalated,2,0.0,0.8332392972166167,high,0.7220654953610279,0.861032747680514,1.0,24
CASE_000268,recovered,1,7748.65,0.5820560462212687,medium,0.9700934103687813,0.0,0.0,10
CASE_000269,escalated,2,0.0,0.6173819185896711,medium,0.36230319764945174,0.6811515988247259,1.0,24
CASE_000270,recovered,1,4262.57,0.5980527280779893,medium,0.9967545467966488,0.0,0.0,10
CASE_000271,escalated,2,0.0,0.763018203935564,high,0.6050303398926067,0.8025151699463033,1.0,24
CASE_000272,recovered,1,29098.76,0.497764570323936,medium,0.8296076172065601,0.0,0.0,10
CASE_000273,escalated,2,0.0,0.8082099118296427,high,0.6803498530494045,0.8401749265247023,1.0,24
CASE_000274,recovered,1,27011.77,0.5883045701202415,medium,0.9805076168670692,0.0,0.0,10
CASE_000275,recovered,1,6611.67,0.5982538721244024,medium,0.9970897868740041,0.0,0.0,10
CASE_000276,escalated,2,0.0,0.42040844602414706,medium,0.0340140767069117,0.5170070383534559,1.0,24
CASE_000277,escalated,2,0.0,0.9394811517363222,high,0.8991352528938703,0.9495676264469352,1.0,24
CASE_000278,recovered,1,3411.13,0.05176788853640546,low,0.08627981422734243,0.0,0.0,10
