case_id,customer_id,customer_segment,customer_lifetime_value,successful_payment_count,failed_payment_count,total_payment_attempts,communication_opt_in,action,recovery_amount,action_cost,failure_category,amount_bucket,attempt_number,historical_failure_rate,customer_success_rate,failure_to_success_ratio,amount_to_lifetime_value_ratio,payment_history_volume,recovery_probability,expected_recovery,erv
CASE_000006,UNSEEN_CUST_00948,regular,48795.2,3,1,4,True,reminder,34095.39,5.0,unknown_failure,25k_100k,1,0.25,0.75,0.3333333333333333,0.6987447535823196,4,0.7262452827698259,24761.616151697493,24756.616151697493
CASE_000006,UNSEEN_CUST_00948,regular,48795.2,3,1,4,True,escalate,34095.39,25.0,unknown_failure,25k_100k,1,0.25,0.75,0.3333333333333333,0.6987447535823196,4,0.7262452827698259,24761.616151697493,24736.616151697493
CASE_000007,UNSEEN_CUST_01000,high_value,477441.41,4,1,5,True,retry,30960.84,2.0,temporary_bank_failure,25k_100k,1,0.2,0.8,0.25,0.0648474123767354,5,0.9990900765532336,30932.668005752417,30930.668005752417
CASE_000007,UNSEEN_CUST_01000,high_value,477441.41,4,1,5,True,reminder,30960.84,5.0,temporary_bank_failure,25k_100k,1,0.2,0.8,0.25,0.0648474123767354,5,0.9990900765532336,30932.668005752417,30927.668005752417
CASE_000007,UNSEEN_CUST_01000,high_value,477441.41,4,1,5,True,escalate,30960.84,25.0,temporary_bank_failure,25k_100k,1,0.2,0.8,0.25,0.0648474123767354,5,0.9990900765532336,30932.668005752417,30907.668005752417
CASE_000008,UNSEEN_CUST_00278,regular,35209.3,3,2,5,True,retry,39798.8,2.0,risk_decline,25k_100k,1,0.4,0.6,0.6666666666666666,1.1303490839068087,5,0.046630963648005265,1855.8563960342321,1853.8563960342321
CASE_000008,UNSEEN_CUST_00278,regular,35209.3,3,2,5,True,reminder,39798.8,5.0,risk_decline,25k_100k,1,0.4,0.6,0.6666666666666666,1.1303490839068087,5,0.046630963648005265,1855.8563960342321,1850.8563960342321
CASE_000008,UNSEEN_CUST_00278,regular,35209.3,3,2,5,True,escalate,39798.8,25.0,risk_decline,25k_100k,1,0.4,0.6,0.6666666666666666,1.1303490839068087,5,0.046630963648005265,1855.8563960342321,1830.8563960342321
CASE_000009,UNSEEN_CUST_00667,high_value,259219.15,5,3,8,True,retry,79286.56,2.0,timeout,25k_100k,1,0.375,0.625,0.6,0.30586690836691655,8,0.9853468294401513,78124.76051321632,78122.76051321632
CASE_000009,UNSEEN_CUST_00667,high_value,259219.15,5,3,8,True,reminder,79286.56,5.0,timeout,25k_100k,1,0.375,0.625,0.6,0.30586690836691655,8,0.9853468294401513,78124.76051321632,78119.76051321632
CASE_000009,UNSEEN_CUST_00667,high_value,259219.15,5,3,8,True,escalate,79286.56,25.0,timeout,25k_100k,1,0.375,0.625,0.6,0.30586690836691655,8,0.9853468294401513,78124.76051321632,78099.76051321632
CASE_000010,UNSEEN_CUST_00539,new,13995.74,1,3,4,True,retry,12025.11,2.0,temporary_bank_failure,5k_25k,1,0.75,0.25,3.0,0.859197870209078,4,0.7644435211909602,9192.517431108627,9190.517431108627
CASE_000010,UNSEEN_CUST_00539,new,13995.74,1,3,4,True,reminder,12025.11,5.0,temporary_bank_failure,5k_25k,1,0.75,0.25,3.0,0.859197870209078,4,0.7644435211909602,9192.517431108627,9187.517431108627
CASE_000010,UNSEEN_CUST_00539,new,13995.74,1,3,4,True,escalate,12025.11,25.0,temporary_bank_failure,5k_25k,1,0.75,0.25,3.0,0.859197870209078,4,0.7644435211909602,9192.517431108627,9167.517431108627
CASE_000011,UNSEEN_CUST_00722,regular,40642.29,2,1,3,True,retry,23385.63,2.0,temporary_bank_failure,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.5754013860931557,3,0.9904460429647024,23162.204695736633,23160.204695736633
CASE_000011,UNSEEN_CUST_00722,regular,40642.29,2,1,3,True,reminder,23385.63,5.0,temporary_bank_failure,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.5754013860931557,3,0.9904460429647024,23162.204695736633,23157.204695736633
CASE_000011,UNSEEN_CUST_00722,regular,40642.29,2,1,3,True,escalate,23385.63,25.0,temporary_bank_failure,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.5754013860931557,3,0.9904460429647024,23162.204695736633,23137.204695736633
CASE_000012,UNSEEN_CUST_01747,regular,64109.52,2,1,3,True,retry,33828.26,2.0,timeout,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5276635981676356,3,0.9936770268034311,33614.36481873344,33612.36481873344
CASE_000012,UNSEEN_CUST_01747,regular,64109.52,2,1,3,True,reminder,33828.26,5.0,timeout,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5276635981676356,3,0.9936770268034311,33614.36481873344,33609.36481873344
CASE_000012,UNSEEN_CUST_01747,regular,64109.52,2,1,3,True,escalate,33828.26,25.0,timeout,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5276635981676356,3,0.9936770268034311,33614.36481873344,33589.36481873344
CASE_000013,UNSEEN_CUST_00289,new,5142.48,2,2,4,True,retry,4184.13,2.0,authentication_failed,0_5k,1,0.5,0.5,1.0,0.8136405003033557,4,0.7419304013068376,3104.3332500199785,3102.3332500199785
CASE_000013,UNSEEN_CUST_00289,new,5142.48,2,2,4,True,reminder,4184.13,5.0,authentication_failed,0_5k,1,0.5,0.5,1.0,0.8136405003033557,4,0.7419304013068376,3104.3332500199785,3099.3332500199785
CASE_000013,UNSEEN_CUST_00289,new,5142.48,2,2,4,True,escalate,4184.13,25.0,authentication_failed,0_5k,1,0.5,0.5,1.0,0.8136405003033557,4,0.7419304013068376,3104.3332500199785,3079.3332500199785
CASE_000014,UNSEEN_CUST_01788,regular,96324.9,4,1,5,True,retry,41078.76,2.0,unknown_failure,25k_100k,1,0.2,0.8,0.25,0.4264604479215655,5,0.6502398435846847,26711.0464770528,26709.0464770528
CASE_000014,UNSEEN_CUST_01788,regular,96324.9,4,1,5,True,reminder,41078.76,5.0,unknown_failure,25k_100k,1,0.2,0.8,0.25,0.4264604479215655,5,0.6502398435846847,26711.0464770528,26706.0464770528
CASE_000014,UNSEEN_CUST_01788,regular,96324.9,4,1,5,True,escalate,41078.76,25.0,unknown_failure,25k_100k,1,0.2,0.8,0.25,0.4264604479215655,5,0.6502398435846847,26711.0464770528,26686.0464770528
CASE_000015,UNSEEN_CUST_00044,regular,27677.54,3,2,5,True,retry,38614.79,2.0,insufficient_funds,25k_100k,1,0.4,0.6,0.6666666666666666,1.3951669837709566,5,0.8344188734736296,32220.909571220778,32218.909571220778
CASE_000015,UNSEEN_CUST_00044,regular,27677.54,3,2,5,True,reminder,38614.79,5.0,insufficient_funds,25k_100k,1,0.4,0.6,0.6666666666666666,1.3951669837709566,5,0.8344188734736296,32220.909571220778,32215.909571220778
CASE_000015,UNSEEN_CUST_00044,regular,27677.54,3,2,5,True,escalate,38614.79,25.0,insufficient_funds,25k_100k,1,0.4,0.6,0.6666666666666666,1.3951669837709566,5,0.8344188734736296,32220.909571220778,32195.909571220778
CASE_000016,UNSEEN_CUST_01695,new,15086.25,2,1,3,True,retry,13461.33,2.0,risk_decline,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.8922913248819289,3,0.3748524512831961,5046.012548032027,5044.012548032027
CASE_000016,UNSEEN_CUST_01695,new,15086.25,2,1,3,True,reminder,13461.33,5.0,risk_decline,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.8922913248819289,3,0.3748524512831961,5046.012548032027,5041.012548032027
CASE_000016,UNSEEN_CUST_01695,new,15086.25,2,1,3,True,escalate,13461.33,25.0,risk_decline,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.8922913248819289,3,0.3748524512831961,5046.012548032027,5021.012548032027
CASE_000017,UNSEEN_CUST_00300,regular,44463.38,1,3,4,True,retry,9821.7,2.0,insufficient_funds,5k_25k,1,0.75,0.25,3.0,0.22089413805248276,4,0.7167245485790387,7039.453498778745,7037.453498778745
CASE_000017,UNSEEN_CUST_00300,regular,44463.38,1,3,4,True,reminder,9821.7,5.0,insufficient_funds,5k_25k,1,0.75,0.25,3.0,0.22089413805248276,4,0.7167245485790387,7039.453498778745,7034.453498778745
CASE_000017,UNSEEN_CUST_00300,regular,44463.38,1,3,4,True,escalate,9821.7,25.0,insufficient_funds,5k_25k,1,0.75,0.25,3.0,0.22089413805248276,4,0.7167245485790387,7039.453498778745,7014.453498778745
CASE_000018,UNSEEN_CUST_01742,new,3440.6,3,2,5,True,retry,19350.02,2.0,timeout,5k_25k,1,0.4,0.6,0.6666666666666666,5.624024879381503,5,0.938011515391907,18150.541583063707,18148.541583063707
CASE_000018,UNSEEN_CUST_01742,new,3440.6,3,2,5,True,reminder,19350.02,5.0,timeout,5k_25k,1,0.4,0.6,0.6666666666666666,5.624024879381503,5,0.938011515391907,18150.541583063707,18145.541583063707
CASE_000018,UNSEEN_CUST_01742,new,3440.6,3,2,5,True,escalate,19350.02,25.0,timeout,5k_25k,1,0.4,0.6,0.6666666666666666,5.624024879381503,5,0.938011515391907,18150.541583063707,18125.541583063707
CASE_000019,UNSEEN_CUST_00310,regular,23670.37,0,2,2,True,retry,26401.7,2.0,expired_instrument,25k_100k,1,1.0,0.0,2.0,1.1153902537222697,2,0.794838974282612,20985.100147317236,20983.100147317236
CASE_000019,UNSEEN_CUST_00310,regular,23670.37,0,2,2,True,reminder,26401.7,5.0,expired_instrument,25k_100k,1,1.0,0.0,2.0,1.1153902537222697,2,0.794838974282612,20985.100147317236,20980.100147317236
CASE_000019,UNSEEN_CUST_00310,regular,23670.37,0,2,2,True,escalate,26401.7,25.0,expired_instrument,25k_100k,1,1.0,0.0,2.0,1.1153902537222697,2,0.794838974282612,20985.100147317236,20960.100147317236
CASE_000020,UNSEEN_CUST_01921,high_value,439736.97,3,1,4,True,retry,48406.48,2.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,0.11008053291493777,4,0.9425783506116331,45626.90007731501,45624.90007731501
CASE_000020,UNSEEN_CUST_01921,high_value,439736.97,3,1,4,True,reminder,48406.48,5.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,0.11008053291493777,4,0.9425783506116331,45626.90007731501,45621.90007731501
CASE_000020,UNSEEN_CUST_01921,high_value,439736.97,3,1,4,True,escalate,48406.48,25.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,0.11008053291493777,4,0.9425783506116331,45626.90007731501,45601.90007731501
CASE_000021,UNSEEN_CUST_01565,new,6262.13,3,1,4,True,retry,3320.57,2.0,temporary_bank_failure,0_5k,1,0.25,0.75,0.3333333333333333,0.5302620673796297,4,0.9934463809809102,3298.808249293781,3296.808249293781
CASE_000021,UNSEEN_CUST_01565,new,6262.13,3,1,4,True,reminder,3320.57,5.0,temporary_bank_failure,0_5k,1,0.25,0.75,0.3333333333333333,0.5302620673796297,4,0.9934463809809102,3298.808249293781,3293.808249293781
CASE_000021,UNSEEN_CUST_01565,new,6262.13,3,1,4,True,escalate,3320.57,25.0,temporary_bank_failure,0_5k,1,0.25,0.75,0.3333333333333333,0.5302620673796297,4,0.9934463809809102,3298.808249293781,3273.808249293781
CASE_000022,UNSEEN_CUST_00646,regular,57614.64,4,1,5,True,retry,37316.65,2.0,timeout,25k_100k,1,0.2,0.8,0.25,0.6476938847487375,5,0.9913842040621026,36995.13735851406,36993.13735851406
CASE_000022,UNSEEN_CUST_00646,regular,57614.64,4,1,5,True,reminder,37316.65,5.0,timeout,25k_100k,1,0.2,0.8,0.25,0.6476938847487375,5,0.9913842040621026,36995.13735851406,36990.13735851406
CASE_000022,UNSEEN_CUST_00646,regular,57614.64,4,1,5,True,escalate,37316.65,25.0,timeout,25k_100k,1,0.2,0.8,0.25,0.6476938847487375,5,0.9913842040621026,36995.13735851406,36970.13735851406
CASE_000023,UNSEEN_CUST_00296,regular,59961.95,4,1,5,True,retry,14255.45,2.0,temporary_bank_failure,5k_25k,1,0.2,0.8,0.25,0.23774160113205126,5,0.9822899721809998,14002.985583927633,14000.985583927633
CASE_000023,UNSEEN_CUST_00296,regular,59961.95,4,1,5,True,reminder,14255.45,5.0,temporary_bank_failure,5k_25k,1,0.2,0.8,0.25,0.23774160113205126,5,0.9822899721809998,14002.985583927633,13997.985583927633
CASE_000023,UNSEEN_CUST_00296,regular,59961.95,4,1,5,True,escalate,14255.45,25.0,temporary_bank_failure,5k_25k,1,0.2,0.8,0.25,0.23774160113205126,5,0.9822899721809998,14002.985583927633,13977.985583927633
CASE_000024,UNSEEN_CUST_00294,regular,50029.15,2,1,3,True,retry,28434.15,2.0,timeout,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5683516509874743,3,0.9723466840209166,27647.851465453346,27645.851465453346
CASE_000024,UNSEEN_CUST_00294,regular,50029.15,2,1,3,True,reminder,28434.15,5.0,timeout,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5683516509874743,3,0.9723466840209166,27647.851465453346,27642.851465453346
CASE_000024,UNSEEN_CUST_00294,regular,50029.15,2,1,3,True,escalate,28434.15,25.0,timeout,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5683516509874743,3,0.9723466840209166,27647.851465453346,27622.851465453346
CASE_000025,UNSEEN_CUST_00937,new,19175.32,3,1,4,True,retry,14447.0,2.0,temporary_bank_failure,5k_25k,1,0.25,0.75,0.3333333333333333,0.7534163706264094,4,0.9879671326748983,14273.161165754256,14271.161165754256
CASE_000025,UNSEEN_CUST_00937,new,19175.32,3,1,4,True,reminder,14447.0,5.0,temporary_bank_failure,5k_25k,1,0.25,0.75,0.3333333333333333,0.7534163706264094,4,0.9879671326748983,14273.161165754256,14268.161165754256
CASE_000025,UNSEEN_CUST_00937,new,19175.32,3,1,4,True,escalate,14447.0,25.0,temporary_bank_failure,5k_25k,1,0.25,0.75,0.3333333333333333,0.7534163706264094,4,0.9879671326748983,14273.161165754256,14248.161165754256
CASE_000026,UNSEEN_CUST_01516,regular,91965.67,3,1,4,True,retry,47996.5,2.0,authentication_failed,25k_100k,1,0.25,0.75,0.3333333333333333,0.5218958335213564,4,0.8024380182675908,38514.21634378042,38512.21634378042
CASE_000026,UNSEEN_CUST_01516,regular,91965.67,3,1,4,True,reminder,47996.5,5.0,authentication_failed,25k_100k,1,0.25,0.75,0.3333333333333333,0.5218958335213564,4,0.8024380182675908,38514.21634378042,38509.21634378042
CASE_000026,UNSEEN_CUST_01516,regular,91965.67,3,1,4,True,escalate,47996.5,25.0,authentication_failed,25k_100k,1,0.25,0.75,0.3333333333333333,0.5218958335213564,4,0.8024380182675908,38514.21634378042,38489.21634378042
CASE_000027,UNSEEN_CUST_01025,regular,85652.87,2,1,3,True,retry,49479.07,2.0,temporary_bank_failure,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5776697266536428,3,0.9978540110905167,49372.888464528456,49370.888464528456
CASE_000027,UNSEEN_CUST_01025,regular,85652.87,2,1,3,True,reminder,49479.07,5.0,temporary_bank_failure,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5776697266536428,3,0.9978540110905167,49372.888464528456,49367.888464528456
CASE_000027,UNSEEN_CUST_01025,regular,85652.87,2,1,3,True,escalate,49479.07,25.0,temporary_bank_failure,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,0.5776697266536428,3,0.9978540110905167,49372.888464528456,49347.888464528456
CASE_000028,UNSEEN_CUST_01431,regular,66234.45,2,2,4,True,retry,31053.39,2.0,temporary_bank_failure,25k_100k,1,0.5,0.5,1.0,0.4688404599117227,4,0.9587269927340963,29771.72320889906,29769.72320889906
CASE_000028,UNSEEN_CUST_01431,regular,66234.45,2,2,4,True,reminder,31053.39,5.0,temporary_bank_failure,25k_100k,1,0.5,0.5,1.0,0.4688404599117227,4,0.9587269927340963,29771.72320889906,29766.72320889906
CASE_000028,UNSEEN_CUST_01431,regular,66234.45,2,2,4,True,escalate,31053.39,25.0,temporary_bank_failure,25k_100k,1,0.5,0.5,1.0,0.4688404599117227,4,0.9587269927340963,29771.72320889906,29746.72320889906
CASE_000029,UNSEEN_CUST_01039,regular,95437.12,1,1,2,True,retry,11049.12,2.0,temporary_bank_failure,5k_25k,1,0.5,0.5,1.0,0.11577382050087012,2,0.9963698822669352,11009.01039355324,11007.01039355324
CASE_000029,UNSEEN_CUST_01039,regular,95437.12,1,1,2,True,reminder,11049.12,5.0,temporary_bank_failure,5k_25k,1,0.5,0.5,1.0,0.11577382050087012,2,0.9963698822669352,11009.01039355324,11004.01039355324
CASE_000029,UNSEEN_CUST_01039,regular,95437.12,1,1,2,True,escalate,11049.12,25.0,temporary_bank_failure,5k_25k,1,0.5,0.5,1.0,0.11577382050087012,2,0.9963698822669352,11009.01039355324,10984.01039355324
CASE_000030,UNSEEN_CUST_00219,regular,86702.73,3,2,5,True,retry,24457.56,2.0,temporary_bank_failure,5k_25k,1,0.4,0.6,0.6666666666666666,0.28208523537840163,5,0.9989105035734899,24430.913575778843,24428.913575778843
CASE_000030,UNSEEN_CUST_00219,regular,86702.73,3,2,5,True,reminder,24457.56,5.0,temporary_bank_failure,5k_25k,1,0.4,0.6,0.6666666666666666,0.28208523537840163,5,0.9989105035734899,24430.913575778843,24425.913575778843
CASE_000030,UNSEEN_CUST_00219,regular,86702.73,3,2,5,True,escalate,24457.56,25.0,temporary_bank_failure,5k_25k,1,0.4,0.6,0.6666666666666666,0.28208523537840163,5,0.9989105035734899,24430.913575778843,24405.913575778843
CASE_000031,UNSEEN_CUST_01431,regular,66234.45,2,2,4,True,retry,34733.4,2.0,expired_instrument,25k_100k,1,0.5,0.5,1.0,0.5244008216268121,4,0.7706019784805879,26765.626759357652,26763.626759357652
CASE_000031,UNSEEN_CUST_01431,regular,66234.45,2,2,4,True,reminder,34733.4,5.0,expired_instrument,25k_100k,1,0.5,0.5,1.0,0.5244008216268121,4,0.7706019784805879,26765.626759357652,26760.626759357652
CASE_000031,UNSEEN_CUST_01431,regular,66234.45,2,2,4,True,escalate,34733.4,25.0,expired_instrument,25k_100k,1,0.5,0.5,1.0,0.5244008216268121,4,0.7706019784805879,26765.626759357652,26740.626759357652
CASE_000032,UNSEEN_CUST_00300,regular,44463.38,1,3,4,True,retry,5627.65,2.0,temporary_bank_failure,5k_25k,1,0.75,0.25,3.0,0.12656820061812665,4,0.958328335991324,5393.1364600415745,5391.1364600415745
CASE_000032,UNSEEN_CUST_00300,regular,44463.38,1,3,4,True,reminder,5627.65,5.0,temporary_bank_failure,5k_25k,1,0.75,0.25,3.0,0.12656820061812665,4,0.958328335991324,5393.1364600415745,5388.1364600415745
CASE_000032,UNSEEN_CUST_00300,regular,44463.38,1,3,4,True,escalate,5627.65,25.0,temporary_bank_failure,5k_25k,1,0.75,0.25,3.0,0.12656820061812665,4,0.958328335991324,5393.1364600415745,5368.1364600415745
CASE_000033,UNSEEN_CUST_00454,regular,41351.69,3,2,5,True,retry,6683.25,2.0,authentication_failed,5k_25k,1,0.4,0.6,0.6666666666666666,0.1616197548395241,5,0.8126118982992483,5430.888469308451,5428.888469308451
CASE_000033,UNSEEN_CUST_00454,regular,41351.69,3,2,5,True,reminder,6683.25,5.0,authentication_failed,5k_25k,1,0.4,0.6,0.6666666666666666,0.1616197548395241,5,0.8126118982992483,5430.888469308451,5425.888469308451
CASE_000033,UNSEEN_CUST_00454,regular,41351.69,3,2,5,True,escalate,6683.25,25.0,authentication_failed,5k_25k,1,0.4,0.6,0.6666666666666666,0.1616197548395241,5,0.8126118982992483,5430.888469308451,5405.888469308451
CASE_000034,UNSEEN_CUST_01029,regular,50333.12,3,3,6,True,retry,23079.27,2.0,unknown_failure,5k_25k,1,0.5,0.5,1.0,0.45853048648683015,6,0.699256317189535,16138.325343622919,16136.325343622919
CASE_000034,UNSEEN_CUST_01029,regular,50333.12,3,3,6,True,reminder,23079.27,5.0,unknown_failure,5k_25k,1,0.5,0.5,1.0,0.45853048648683015,6,0.699256317189535,16138.325343622919,16133.325343622919
CASE_000034,UNSEEN_CUST_01029,regular,50333.12,3,3,6,True,escalate,23079.27,25.0,unknown_failure,5k_25k,1,0.5,0.5,1.0,0.45853048648683015,6,0.699256317189535,16138.325343622919,16113.325343622919
CASE_000035,UNSEEN_CUST_00941,regular,84228.24,1,2,3,True,retry,33025.51,2.0,temporary_bank_failure,25k_100k,1,0.6666666666666666,0.3333333333333333,2.0,0.39209545397125717,3,0.9922367818465906,32769.1257612424,32767.1257612424
CASE_000035,UNSEEN_CUST_00941,regular,84228.24,1,2,3,True,reminder,33025.51,5.0,temporary_bank_failure,25k_100k,1,0.6666666666666666,0.3333333333333333,2.0,0.39209545397125717,3,0.9922367818465906,32769.1257612424,32764.1257612424
CASE_000035,UNSEEN_CUST_00941,regular,84228.24,1,2,3,True,escalate,33025.51,25.0,temporary_bank_failure,25k_100k,1,0.6666666666666666,0.3333333333333333,2.0,0.39209545397125717,3,0.9922367818465906,32769.1257612424,32744.1257612424
CASE_000036,UNSEEN_CUST_01055,new,1821.29,2,4,6,True,retry,12418.3,2.0,expired_instrument,5k_25k,1,0.6666666666666666,0.3333333333333333,2.0,6.818408929934277,6,0.8138067977672733,10106.096956713329,10104.096956713329
CASE_000036,UNSEEN_CUST_01055,new,1821.29,2,4,6,True,reminder,12418.3,5.0,expired_instrument,5k_25k,1,0.6666666666666666,0.3333333333333333,2.0,6.818408929934277,6,0.8138067977672733,10106.096956713329,10101.096956713329
CASE_000036,UNSEEN_CUST_01055,new,1821.29,2,4,6,True,escalate,12418.3,25.0,expired_instrument,5k_25k,1,0.6666666666666666,0.3333333333333333,2.0,6.818408929934277,6,0.8138067977672733,10106.096956713329,10081.096956713329
CASE_000037,UNSEEN_CUST_00813,regular,67590.97,2,5,7,True,retry,15129.89,2.0,temporary_bank_failure,5k_25k,1,0.7142857142857143,0.2857142857142857,2.5,0.22384484199590565,7,0.9772839668838927,14786.19891771694,14784.19891771694
CASE_000037,UNSEEN_CUST_00813,regular,67590.97,2,5,7,True,reminder,15129.89,5.0,temporary_bank_failure,5k_25k,1,0.7142857142857143,0.2857142857142857,2.5,0.22384484199590565,7,0.9772839668838927,14786.19891771694,14781.19891771694
CASE_000037,UNSEEN_CUST_00813,regular,67590.97,2,5,7,True,escalate,15129.89,25.0,temporary_bank_failure,5k_25k,1,0.7142857142857143,0.2857142857142857,2.5,0.22384484199590565,7,0.9772839668838927,14786.19891771694,14761.19891771694
CASE_000038,UNSEEN_CUST_00647,regular,42642.78,4,1,5,True,retry,4444.56,2.0,insufficient_funds,0_5k,1,0.2,0.8,0.25,0.10422772624111282,5,0.8956346455912098,3980.7019204088674,3978.7019204088674
CASE_000038,UNSEEN_CUST_00647,regular,42642.78,4,1,5,True,reminder,4444.56,5.0,insufficient_funds,0_5k,1,0.2,0.8,0.25,0.10422772624111282,5,0.8956346455912098,3980.7019204088674,3975.7019204088674
CASE_000038,UNSEEN_CUST_00647,regular,42642.78,4,1,5,True,escalate,4444.56,25.0,insufficient_funds,0_5k,1,0.2,0.8,0.25,0.10422772624111282,5,0.8956346455912098,3980.7019204088674,3955.7019204088674
CASE_000039,UNSEEN_CUST_00908,regular,72988.17,4,3,7,True,retry,38416.29,2.0,expired_instrument,25k_100k,1,0.42857142857142855,0.5714285714285714,0.75,0.5263358431921228,7,0.7679094340521522,29500.231512283353,29498.231512283353
CASE_000039,UNSEEN_CUST_00908,regular,72988.17,4,3,7,True,reminder,38416.29,5.0,expired_instrument,25k_100k,1,0.42857142857142855,0.5714285714285714,0.75,0.5263358431921228,7,0.7679094340521522,29500.231512283353,29495.231512283353
