subscription_id,customer_id,amount,status,failure_code,failure_category,retry_count,created_at,next_retry_at
SUB_000055,CUST_00055,7968.03,active,,,0,2026-06-09 20:32:16.213290,
SUB_000056,CUST_00056,4146.95,active,,,0,2026-04-21 20:32:16.213290,
SUB_000057,CUST_00057,12570.69,active,,,0,2026-07-05 20:32:16.213290,
SUB_000058,CUST_00058,6200.59,active,,,0,2026-06-25 20:32:16.213290,
SUB_000059,CUST_00059,4510.67,cancelled,,,0,2026-08-02 20:32:16.213290,
SUB_000060,CUST_00060,6697.96,active,,,0,2026-06-02 20:32:16.213290,
SUB_000061,CUST_00061,10370.43,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,2,2026-04-15 20:32:16.213290,2026-04-17 00:32:16.213290
SUB_000062,CUST_00062,4281.82,active,,,0,2026-03-13 20:32:16.213290,
SUB_000063,CUST_00063,4473.86,active,,,0,2026-05-02 20:32:16.213290,
SUB_000064,CUST_00064,15761.42,active,,,0,2026-03-11 20:32:16.213290,
SUB_000065,CUST_00065,10766.99,active,,,0,2026-05-26 20:32:16.213290,
SUB_000066,CUST_00066,5765.47,active,,,0,2026-03-05 20:32:16.213290,
SUB_000067,CUST_00067,14723.25,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-03-26 20:32:16.214386,2026-03-27 14:32:16.214386
SUB_000068,CUST_00068,3565.22,active,,,0,2026-06-23 20:32:16.214386,
SUB_000069,CUST_00069,5023.78,active,,,0,2026-07-22 20:32:16.214386,
SUB_000070,CUST_00070,14608.52,active,,,0,2026-02-27 20:32:16.214386,
SUB_000071,CUST_00071,5563.7,active,,,0,2026-04-23 20:32:16.214386,
SUB_000072,CUST_00072,4196.2,active,,,0,2026-05-25 20:32:16.214386,
SUB_000073,CUST_00073,5339.61,active,,,0,2026-08-10 20:32:16.214386,
SUB_000074,CUST_00074,13313.67,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,0,2026-04-01 20:32:16.214386,2026-04-02 01:32:16.214386
SUB_000075,CUST_00075,9861.81,active,,,0,2026-05-08 20:32:16.214386,
SUB_000076,CUST_00076,3063.35,active,,,0,2026-02-26 20:32:16.214386,
SUB_000077,CUST_00077,1569.17,active,,,0,2026-05-22 20:32:16.214386,
SUB_000078,CUST_00078,1006.99,cancelled,,,0,2026-05-28 20:32:16.214386,
SUB_000079,CUST_00079,1711.63,cancelled,,,0,2026-06-21 20:32:16.214386,
SUB_000080,CUST_00080,7223.5,failed,POLICY_DECLINED,risk_decline,1,2026-06-05 20:32:16.214386,2026-06-06 15:32:16.214386
SUB_000081,CUST_00081,14384.51,failed,UNKNOWN_ERROR,unknown_failure,0,2026-04-27 20:32:16.214386,2026-04-28 18:32:16.214386
SUB_000082,CUST_00082,12554.52,failed,POLICY_DECLINED,risk_decline,0,2026-03-15 20:32:16.214386,2026-03-17 13:32:16.214386
SUB_000083,CUST_00083,14443.7,active,,,0,2026-06-16 20:32:16.214386,
SUB_000084,CUST_00084,9442.35,active,,,0,2026-08-06 20:32:16.214386,
SUB_000085,CUST_00085,5297.69,active,,,0,2026-08-05 20:32:16.214386,
SUB_000086,CUST_00086,1800.5,active,,,0,2026-05-31 20:32:16.214386,
SUB_000087,CUST_00087,5477.54,active,,,0,2026-06-13 20:32:16.214386,
SUB_000088,CUST_00088,8784.88,active,,,0,2026-05-03 20:32:16.214386,
SUB_000089,CUST_00089,11621.29,active,,,0,2026-03-07 20:32:16.214386,
SUB_000090,CUST_00090,14689.4,active,,,0,2026-06-06 20:32:16.214386,
SUB_000091,CUST_00091,5591.54,failed,UNSPECIFIED_DECLINE,temporary_bank_failure,2,2026-06-08 20:32:16.214386,2026-06-10 14:32:16.214386
SUB_000092,CUST_00092,2064.07,cancelled,,,0,2026-05-19 20:32:16.214386,
SUB_000093,CUST_00093,12789.5,active,,,0,2026-07-04 20:32:16.214386,
SUB_000094,CUST_00094,17955.49,active,,,0,2026-04-17 20:32:16.214386,
SUB_000095,CUST_00095,9384.12,cancelled,,,0,2026-03-28 20:32:16.214386,
SUB_000096,CUST_00096,24289.93,active,,,0,2026-04-29 20:32:16.214386,
SUB_000097,CUST_00097,10390.14,failed,UNKNOWN_ERROR,unknown_failure,2,2026-03-01 20:32:16.214386,2026-03-03 11:32:16.214386
SUB_000098,CUST_00098,7278.27,active,,,0,2026-04-08 20:32:16.215476,
SUB_000099,CUST_00099,13572.21,active,,,0,2026-08-04 20:32:16.215476,
SUB_000100,CUST_00100,11901.01,active,,,0,2026-07-26 20:32:16.215476,
SUB_000101,CUST_00101,5172.15,active,,,0,2026-05-30 20:32:16.215476,
SUB_000102,CUST_00102,9630.26,failed,,temporary_bank_failure,0,2026-05-14 20:32:16.215476,2026-05-16 00:32:16.215476
SUB_000103,CUST_00103,6941.93,active,,,0,2026-05-30 20:32:16.215476,
SUB_000104,CUST_00104,8275.23,active,,,0,2026-03-12 20:32:16.215476,
SUB_000105,CUST_00105,24117.1,active,,,0,2026-04-07 20:32:16.215476,
SUB_000106,CUST_00106,7367.38,failed,UNSPECIFIED_DECLINE,timeout,1,2026-04-07 20:32:16.215476,2026-04-08 06:32:16.215476
SUB_000107,CUST_00107,8241.88,active,,,0,2026-04-12 20:32:16.215476,
SUB_000108,CUST_00108,12776.4,active,,,0,2026-04-21 20:32:16.215476,
SUB_000109,CUST_00109,5948.91,active,,,0,2026-03-05 20:32:16.215476,
SUB_000110,CUST_00110,9033.6,failed,UNSPECIFIED_DECLINE,insufficient_funds,2,2026-06-15 20:32:16.215476,2026-06-16 14:32:16.215476
SUB_000111,CUST_00111,3751.65,active,,,0,2026-06-17 20:32:16.215476,
SUB_000112,CUST_00112,14160.14,active,,,0,2026-08-17 20:32:16.215476,
SUB_000113,CUST_00113,10069.32,active,,,0,2026-05-17 20:32:16.215476,
SUB_000114,CUST_00114,1741.34,cancelled,,,0,2026-06-24 20:32:16.215476,
SUB_000115,CUST_00115,11559.07,active,,,0,2026-04-29 20:32:16.215476,
SUB_000116,CUST_00116,4877.14,cancelled,,,0,2026-03-15 20:32:16.215476,
SUB_000117,CUST_00117,12242.32,active,,,0,2026-04-13 20:32:16.215476,
SUB_000118,CUST_00118,9702.76,active,,,0,2026-05-28 20:32:16.215476,
SUB_000119,CUST_00119,3393.45,active,,,0,2026-06-23 20:32:16.215476,
SUB_000120,CUST_00120,13826.95,active,,,0,2026-05-31 20:32:16.215476,
SUB_000121,CUST_00121,4504.73,active,,,0,2026-06-30 20:32:16.215476,
SUB_000122,CUST_00122,13224.0,cancelled,,,0,2026-07-28 20:32:16.215476,
SUB_000123,CUST_00123,4987.62,active,,,0,2026-06-22 20:32:16.215476,
SUB_000124,CUST_00124,9164.31,cancelled,,,0,2026-07-08 20:32:16.215476,
SUB_000125,CUST_00125,11944.43,active,,,0,2026-04-28 20:32:16.215476,
SUB_000126,CUST_00126,3854.32,active,,,0,2026-05-11 20:32:16.215476,
SUB_000127,CUST_00127,2246.97,active,,,0,2026-04-25 20:32:16.215476,
SUB_000128,CUST_00128,821.95,active,,,0,2026-08-05 20:32:16.215476,
SUB_000129,CUST_00129,11234.88,active,,,0,2026-07-18 20:32:16.215476,
SUB_000130,CUST_00130,13508.28,active,,,0,2026-05-07 20:32:16.215476,
SUB_000131,CUST_00131,11861.56,active,,,0,2026-03-27 20:32:16.215476,
SUB_000132,CUST_00132,5921.78,cancelled,,,0,2026-06-23 20:32:16.215476,
SUB_000133,CUST_00133,12410.88,failed,NETWORK_TIMEOUT,timeout,1,2026-06-18 20:32:16.216576,2026-06-19 04:32:16.216576
SUB_000134,CUST_00134,8514.25,cancelled,,,0,2026-05-25 20:32:16.216576,
SUB_000135,CUST_00135,7152.1,active,,,0,2026-06-14 20:32:16.216576,
SUB_000136,CUST_00136,9917.88,active,,,0,2026-04-26 20:32:16.216576,
SUB_000137,CUST_00137,751.34,active,,,0,2026-03-03 20:32:16.216576,
SUB_000138,CUST_00138,10779.57,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,2,2026-08-22 20:32:16.216576,2026-08-24 05:32:16.216576
SUB_000139,CUST_00139,6540.29,active,,,0,2026-07-16 20:32:16.216576,
SUB_000140,CUST_00140,14423.84,failed,INSTRUMENT_EXPIRED,expired_instrument,2,2026-07-24 20:32:16.216576,2026-07-25 14:32:16.216576
SUB_000141,CUST_00141,15080.74,cancelled,,,0,2026-08-17 20:32:16.216576,
SUB_000142,CUST_00142,2044.42,active,,,0,2026-07-08 20:32:16.216576,
SUB_000143,CUST_00143,2579.37,active,,,0,2026-07-27 20:32:16.216576,
SUB_000144,CUST_00144,6055.71,active,,,0,2026-04-03 20:32:16.216576,
SUB_000145,CUST_00145,12232.64,active,,,0,2026-04-02 20:32:16.216576,
SUB_000146,CUST_00146,18562.31,active,,,0,2026-04-19 20:32:16.216576,
SUB_000147,CUST_00147,3851.81,active,,,0,2026-06-16 20:32:16.216576,
SUB_000148,CUST_00148,5067.73,active,,,0,2026-03-14 20:32:16.216576,
SUB_000149,CUST_00149,2243.37,cancelled,,,0,2026-05-20 20:32:16.216576,
SUB_000150,CUST_00150,12780.42,active,,,0,2026-04-04 20:32:16.216576,
SUB_000151,CUST_00151,13083.69,active,,,0,2026-08-04 20:32:16.216576,
SUB_000152,CUST_00152,10588.07,cancelled,,,0,2026-03-28 20:32:16.216576,
SUB_000153,CUST_00153,9794.86,active,,,0,2026-03-03 20:32:16.216576,
SUB_000154,CUST_00154,3927.16,active,,,0,2026-07-10 20:32:16.216576,
SUB_000155,CUST_00155,13606.59,active,,,0,2026-06-30 20:32:16.216576,
SUB_000156,CUST_00156,14727.71,active,,,0,2026-03-11 20:32:16.216576,
SUB_000157,CUST_00157,13219.84,active,,,0,2026-06-06 20:32:16.216576,
SUB_000158,CUST_00158,12060.9,active,,,0,2026-04-25 20:32:16.216576,
SUB_000159,CUST_00159,20484.17,active,,,0,2026-03-03 20:32:16.216576,
SUB_000160,CUST_00160,14244.18,failed,PROCESSING_TIMEOUT,timeout,2,2026-07-28 20:32:16.216576,2026-07-30 01:32:16.216576
SUB_000161,CUST_00161,6589.18,failed,CARD_BLOCKED,blocked_instrument,0,2026-05-18 20:32:16.216576,2026-05-19 02:32:16.216576
SUB_000162,CUST_00162,7766.39,active,,,0,2026-07-13 20:32:16.216576,
SUB_000163,CUST_00163,7235.94,active,,,0,2026-06-28 20:32:16.216576,
SUB_000164,CUST_00164,2246.72,active,,,0,2026-03-24 20:32:16.216576,
SUB_000165,CUST_00165,20338.45,active,,,0,2026-07-27 20:32:16.216576,
SUB_000166,CUST_00166,13343.78,active,,,0,2026-07-31 20:32:16.216576,
SUB_000167,CUST_00167,1684.69,active,,,0,2026-05-08 20:32:16.216576,
SUB_000168,CUST_00168,8139.64,active,,,0,2026-04-09 20:32:16.217672,
SUB_000169,CUST_00169,6404.46,active,,,0,2026-07-21 20:32:16.217672,
SUB_000170,CUST_00170,8835.5,cancelled,,,0,2026-02-27 20:32:16.217672,
SUB_000171,CUST_00171,1780.22,active,,,0,2026-07-30 20:32:16.217672,
SUB_000172,CUST_00172,9922.33,active,,,0,2026-07-06 20:32:16.217672,
SUB_000173,CUST_00173,7922.87,active,,,0,2026-04-07 20:32:16.217672,
SUB_000174,CUST_00174,6811.75,failed,UNSPECIFIED_DECLINE,timeout,2,2026-02-28 20:32:16.217672,2026-03-02 10:32:16.217672
SUB_000175,CUST_00175,8712.57,active,,,0,2026-04-03 20:32:16.217672,
SUB_000176,CUST_00176,4030.13,active,,,0,2026-03-24 20:32:16.217672,
SUB_000177,CUST_00177,1453.96,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,0,2026-05-16 20:32:16.217672,2026-05-17 07:32:16.217672
SUB_000178,CUST_00178,23353.18,active,,,0,2026-08-17 20:32:16.217672,
SUB_000179,CUST_00179,9970.83,active,,,0,2026-05-21 20:32:16.217672,
SUB_000180,CUST_00180,4656.07,active,,,0,2026-04-25 20:32:16.217672,
SUB_000181,CUST_00181,4337.95,active,,,0,2026-08-08 20:32:16.217672,
SUB_000182,CUST_00182,6600.37,active,,,0,2026-04-17 20:32:16.217672,
SUB_000183,CUST_00183,3574.98,cancelled,,,0,2026-07-05 20:32:16.217672,
SUB_000184,CUST_00184,5166.83,active,,,0,2026-08-03 20:32:16.217672,
SUB_000185,CUST_00185,3051.76,active,,,0,2026-06-22 20:32:16.217672,
SUB_000186,CUST_00186,1719.57,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2,2026-04-14 20:32:16.217672,2026-04-15 02:32:16.217672
SUB_000187,CUST_00187,1138.78,cancelled,,,0,2026-07-15 20:32:16.217672,
SUB_000188,CUST_00188,9519.43,failed,PROCESSING_TIMEOUT,timeout,2,2026-07-02 20:32:16.217672,2026-07-04 05:32:16.217672
SUB_000189,CUST_00189,1895.36,cancelled,,,0,2026-06-28 20:32:16.217672,
SUB_000190,CUST_00190,3722.97,active,,,0,2026-08-16 20:32:16.217672,
SUB_000191,CUST_00191,17125.38,active,,,0,2026-06-03 20:32:16.217672,
SUB_000192,CUST_00192,1426.68,active,,,0,2026-07-03 20:32:16.217672,
SUB_000193,CUST_00193,1201.76,active,,,0,2026-08-06 20:32:16.217672,
SUB_000194,CUST_00194,1044.22,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-05-11 20:32:16.217672,2026-05-13 10:32:16.217672
SUB_000195,CUST_00195,15680.69,failed,,limit_exceeded,1,2026-08-25 20:32:16.217672,2026-08-27 06:32:16.217672
SUB_000196,CUST_00196,24873.8,active,,,0,2026-06-27 20:32:16.217672,
SUB_000197,CUST_00197,3646.42,active,,,0,2026-07-28 20:32:16.217672,
SUB_000198,CUST_00198,7851.85,active,,,0,2026-03-12 20:32:16.217672,
SUB_000199,CUST_00199,4062.61,active,,,0,2026-03-14 20:32:16.217672,
SUB_000200,CUST_00200,9566.56,active,,,0,2026-04-15 20:32:16.217672,
SUB_000201,CUST_00201,7807.13,active,,,0,2026-05-08 20:32:16.218772,
SUB_000202,CUST_00202,12005.34,active,,,0,2026-06-16 20:32:16.218772,
SUB_000203,CUST_00203,698.25,active,,,0,2026-08-01 20:32:16.218772,
SUB_000204,CUST_00204,15708.64,active,,,0,2026-06-24 20:32:16.218772,
SUB_000205,CUST_00205,11076.67,active,,,0,2026-05-02 20:32:16.218772,
SUB_000206,CUST_00206,6124.47,active,,,0,2026-06-03 20:32:16.218772,
SUB_000207,CUST_00207,5031.35,failed,CUSTOMER_AUTH_FAILED,authentication_failed,2,2026-03-14 20:32:16.218772,2026-03-16 04:32:16.218772
SUB_000208,CUST_00208,19383.44,cancelled,,,0,2026-04-19 20:32:16.218772,
SUB_000209,CUST_00209,7453.34,active,,,0,2026-05-25 20:32:16.218772,
SUB_000210,CUST_00210,14818.11,active,,,0,2026-07-04 20:32:16.218772,
SUB_000211,CUST_00211,3726.65,active,,,0,2026-03-25 20:32:16.218772,
SUB_000212,CUST_00212,5910.54,failed,INSUFFICIENT_BALANCE,insufficient_funds,0,2026-08-20 20:32:16.218772,2026-08-22 00:32:16.218772
SUB_000213,CUST_00213,19870.5,active,,,0,2026-05-28 20:32:16.218772,
SUB_000214,CUST_00214,15521.76,active,,,0,2026-06-07 20:32:16.218772,
SUB_000215,CUST_00215,11133.06,active,,,0,2026-03-16 20:32:16.218772,
SUB_000216,CUST_00216,1035.35,active,,,0,2026-04-26 20:32:16.218772,
SUB_000217,CUST_00217,15045.93,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-04-06 20:32:16.218772,2026-04-07 08:32:16.218772
SUB_000218,CUST_00218,10350.93,active,,,0,2026-06-28 20:32:16.218772,
SUB_000219,CUST_00219,10853.58,active,,,0,2026-05-08 20:32:16.218772,
SUB_000220,CUST_00220,4322.81,failed,UNSPECIFIED_DECLINE,unknown_failure,2,2026-05-02 20:32:16.218772,2026-05-04 04:32:16.218772
SUB_000221,CUST_00221,7905.66,active,,,0,2026-04-27 20:32:16.218772,
SUB_000222,CUST_00222,12570.17,active,,,0,2026-05-08 20:32:16.218772,
SUB_000223,CUST_00223,14262.7,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2,2026-05-16 20:32:16.218772,2026-05-17 06:32:16.218772
SUB_000224,CUST_00224,5039.47,active,,,0,2026-07-20 20:32:16.218772,
SUB_000225,CUST_00225,2046.93,active,,,0,2026-08-10 20:32:16.218772,
SUB_000226,CUST_00226,4681.99,active,,,0,2026-05-13 20:32:16.218772,
SUB_000227,CUST_00227,8767.87,cancelled,,,0,2026-05-12 20:32:16.218772,
SUB_000228,CUST_00228,15495.53,active,,,0,2026-04-15 20:32:16.218772,
SUB_000229,CUST_00229,10220.81,cancelled,,,0,2026-06-25 20:32:16.218772,
SUB_000230,CUST_00230,12487.94,failed,PROCESSING_TIMEOUT,timeout,1,2026-08-19 20:32:16.218772,2026-08-21 13:32:16.218772
SUB_000231,CUST_00231,3806.27,active,,,0,2026-03-28 20:32:16.218772,
SUB_000232,CUST_00232,3641.95,active,,,0,2026-07-19 20:32:16.218772,
SUB_000233,CUST_00233,2408.94,active,,,0,2026-05-12 20:32:16.218772,
SUB_000234,CUST_00234,1497.94,active,,,0,2026-07-14 20:32:16.218772,
SUB_000235,CUST_00235,3863.11,active,,,0,2026-05-11 20:32:16.219864,
SUB_000236,CUST_00236,12026.8,active,,,0,2026-07-16 20:32:16.219864,
SUB_000237,CUST_00237,14540.77,active,,,0,2026-03-31 20:32:16.219864,
SUB_000238,CUST_00238,9496.72,active,,,0,2026-08-02 20:32:16.219864,
SUB_000239,CUST_00239,14496.76,cancelled,,,0,2026-08-01 20:32:16.219864,
SUB_000240,CUST_00240,9378.45,active,,,0,2026-06-25 20:32:16.219864,
SUB_000241,CUST_00241,5086.96,active,,,0,2026-07-26 20:32:16.219864,
SUB_000242,CUST_00242,13582.72,active,,,0,2026-06-07 20:32:16.219864,
SUB_000243,CUST_00243,18369.28,active,,,0,2026-04-16 20:32:16.219864,
SUB_000244,CUST_00244,10739.39,active,,,0,2026-04-22 20:32:16.219864,
SUB_000245,CUST_00245,13884.15,active,,,0,2026-03-21 20:32:16.219864,
SUB_000246,CUST_00246,981.55,failed,TRANSACTION_LIMIT_EXCEEDED,limit_exceeded,0,2026-03-29 20:32:16.219864,2026-03-31 13:32:16.219864
SUB_000247,CUST_00247,8638.01,active,,,0,2026-08-02 20:32:16.219864,
SUB_000248,CUST_00248,1727.36,active,,,0,2026-04-10 20:32:16.219864,
SUB_000249,CUST_00249,9031.69,active,,,0,2026-07-31 20:32:16.219864,
SUB_000250,CUST_00250,1790.35,active,,,0,2026-03-29 20:32:16.219864,
SUB_000251,CUST_00251,6138.08,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2,2026-06-05 20:32:16.219864,2026-06-07 02:32:16.219864
SUB_000252,CUST_00252,2003.46,cancelled,,,0,2026-07-09 20:32:16.219864,
SUB_000253,CUST_00253,7252.27,active,,,0,2026-07-17 20:32:16.219864,
SUB_000254,CUST_00254,13055.64,active,,,0,2026-07-03 20:32:16.219864,
SUB_000255,CUST_00255,3744.51,active,,,0,2026-04-21 20:32:16.219864,
SUB_000256,CUST_00256,4175.81,active,,,0,2026-07-06 20:32:16.219864,
SUB_000257,CUST_00257,2317.21,failed,CARD_EXPIRED,expired_instrument,2,2026-06-06 20:32:16.219864,2026-06-07 11:32:16.219864
SUB_000258,CUST_00258,6161.14,active,,,0,2026-06-19 20:32:16.219864,
SUB_000259,CUST_00259,10999.0,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2,2026-03-16 20:32:16.219864,2026-03-16 22:32:16.219864
SUB_000260,CUST_00260,14971.78,active,,,0,2026-03-16 20:32:16.219864,
SUB_000261,CUST_00261,7016.35,active,,,0,2026-07-10 20:32:16.219864,
SUB_000262,CUST_00262,1180.92,active,,,0,2026-04-15 20:32:16.219864,
SUB_000263,CUST_00263,6407.25,active,,,0,2026-08-22 20:32:16.219864,
SUB_000264,CUST_00264,1833.33,active,,,0,2026-04-11 20:32:16.219864,
SUB_000265,CUST_00265,10041.5,active,,,0,2026-05-28 20:32:16.219864,
SUB_000266,CUST_00266,1449.9,active,,,0,2026-07-06 20:32:16.219864,
SUB_000267,CUST_00267,11649.52,active,,,0,2026-07-21 20:32:16.219864,
SUB_000268,CUST_00268,5621.3,active,,,0,2026-06-14 20:32:16.219864,
SUB_000269,CUST_00269,12992.76,failed,UNKNOWN_ERROR,unknown_failure,2,2026-03-11 20:32:16.219864,2026-03-12 14:32:16.219864
SUB_000270,CUST_00270,24137.31,active,,,0,2026-08-12 20:32:16.220957,
SUB_000271,CUST_00271,14070.7,active,,,0,2026-07-12 20:32:16.220957,
SUB_000272,CUST_00272,6958.0,cancelled,,,0,2026-03-08 20:32:16.220957,
SUB_000273,CUST_00273,2604.51,active,,,0,2026-07-13 20:32:16.220957,
SUB_000274,CUST_00274,5651.18,active,,,0,2026-08-07 20:32:16.220957,
SUB_000275,CUST_00275,14081.44,active,,,0,2026-05-03 20:32:16.220957,
SUB_000276,CUST_00276,1762.86,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,0,2026-08-25 20:32:16.220957,2026-08-26 21:32:16.220957
SUB_000277,CUST_00277,4723.64,active,,,0,2026-07-16 20:32:16.220957,
SUB_000278,CUST_00278,5863.49,active,,,0,2026-03-26 20:32:16.220957,
SUB_000279,CUST_00279,1550.54,failed,NETWORK_TIMEOUT,timeout,0,2026-04-12 20:32:16.220957,2026-04-13 12:32:16.220957
SUB_000280,CUST_00280,13987.48,active,,,0,2026-05-19 20:32:16.220957,
SUB_000281,CUST_00281,3736.41,cancelled,,,0,2026-04-06 20:32:16.220957,
SUB_000282,CUST_00282,5850.65,failed,NETWORK_TIMEOUT,timeout,1,2026-05-09 20:32:16.220957,2026-05-11 11:32:16.220957
SUB_000283,CUST_00283,12903.21,active,,,0,2026-04-11 20:32:16.220957,
SUB_000284,CUST_00284,4648.45,active,,,0,2026-05-04 20:32:16.220957,
SUB_000285,CUST_00285,7102.24,cancelled,,,0,2026-04-07 20:32:16.220957,
SUB_000286,CUST_00286,1036.05,active,,,0,2026-04-02 20:32:16.220957,
SUB_000287,CUST_00287,13254.2,active,,,0,2026-06-11 20:32:16.220957,
