payment_id,customer_id,amount,payment_method,status,raw_failure_code,failure_category,attempt_number,created_at
PAY_000078,CUST_01626,32916.01,card,successful,,,1,2026-07-31 06:19:15.794738
PAY_000079,CUST_00265,46642.46,card,successful,,,1,2026-05-28 23:47:15.794738
PAY_000080,CUST_00985,1952.46,card,successful,,,1,2026-06-01 01:48:15.794738
PAY_000081,CUST_01088,23381.18,upi,successful,,,1,2026-06-16 07:36:15.794738
PAY_000082,CUST_00050,43111.66,upi,successful,,,1,2026-06-12 13:24:15.794738
PAY_000083,CUST_00425,28682.29,upi,failed,NETWORK_TIMEOUT,timeout,1,2026-08-18 15:05:15.794738
PAY_000084,CUST_00699,26473.01,card,successful,,,1,2026-07-25 15:54:15.794738
PAY_000085,CUST_01212,40060.55,card,successful,,,1,2026-08-04 09:21:15.794738
PAY_000086,CUST_01725,57085.29,netbanking,successful,,,1,2026-07-24 19:23:15.794738
PAY_000087,CUST_00195,93371.75,card,successful,,,1,2026-06-09 06:06:15.794738
PAY_000088,CUST_00228,17018.12,upi,successful,,,1,2026-05-30 16:51:15.794738
PAY_000089,CUST_00664,44369.6,netbanking,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-07-25 08:03:15.794738
PAY_000090,CUST_01418,46435.48,netbanking,successful,,,1,2026-06-07 16:00:15.794738
PAY_000091,CUST_00361,15095.14,card,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,1,2026-06-27 02:48:15.794738
PAY_000092,CUST_00539,13245.58,netbanking,successful,,,1,2026-08-25 06:58:15.795834
PAY_000093,CUST_01621,92146.14,card,successful,,,1,2026-08-24 12:49:15.795834
PAY_000094,CUST_00925,7850.65,upi,successful,,,1,2026-08-03 18:46:15.795834
PAY_000095,CUST_01137,28227.59,upi,successful,,,1,2026-07-06 22:02:15.795834
PAY_000096,CUST_01722,15494.2,netbanking,successful,,,1,2026-08-05 19:02:15.795834
PAY_000097,CUST_01278,14308.66,card,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-07-12 02:02:15.795834
PAY_000098,CUST_00303,5160.94,upi,successful,,,1,2026-08-06 12:03:15.795834
PAY_000099,CUST_01546,15921.36,card,failed,NETWORK_TIMEOUT,timeout,1,2026-07-30 20:22:15.795834
PAY_000100,CUST_01128,20028.0,card,successful,,,1,2026-05-27 01:34:15.795834
PAY_000101,CUST_00912,83031.36,upi,successful,,,1,2026-06-09 13:12:15.795834
PAY_000102,CUST_01980,48189.14,netbanking,successful,,,1,2026-05-30 06:27:15.795834
PAY_000103,CUST_01375,4170.53,card,successful,,,1,2026-06-23 19:40:15.795834
PAY_000104,CUST_00283,17826.53,upi,successful,,,1,2026-06-02 04:37:15.795834
PAY_000105,CUST_00691,98752.77,upi,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-07-20 01:42:15.795834
PAY_000106,CUST_01876,16396.22,netbanking,successful,,,1,2026-06-24 05:38:15.795834
PAY_000107,CUST_00439,3255.54,upi,failed,PROCESSING_TIMEOUT,timeout,1,2026-07-10 05:11:15.795834
PAY_000108,CUST_00515,12925.14,upi,successful,,,1,2026-08-01 06:24:15.795834
PAY_000109,CUST_00191,15821.19,upi,successful,,,1,2026-06-14 22:29:15.795834
PAY_000110,CUST_00852,8571.06,card,successful,,,1,2026-06-30 21:27:15.796935
PAY_000111,CUST_00019,31744.4,upi,successful,,,1,2026-06-04 14:44:15.796935
PAY_000112,CUST_00373,27925.23,card,successful,,,1,2026-07-12 13:45:15.796935
PAY_000113,CUST_01328,8480.26,upi,successful,,,1,2026-07-28 19:42:15.796935
PAY_000114,CUST_00377,30973.58,card,successful,,,1,2026-08-16 00:05:15.796935
PAY_000115,CUST_01337,12763.15,card,successful,,,1,2026-05-31 19:07:15.796935
PAY_000116,CUST_01961,41234.17,netbanking,successful,,,1,2026-05-31 22:01:15.796935
PAY_000117,CUST_01493,40854.05,card,successful,,,1,2026-06-23 19:52:15.796935
PAY_000118,CUST_00663,11353.78,card,successful,,,1,2026-07-21 14:46:15.796935
PAY_000119,CUST_00607,16998.93,upi,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-08-12 19:38:15.796935
PAY_000120,CUST_01995,25567.01,card,successful,,,1,2026-06-13 08:54:15.796935
PAY_000121,CUST_01123,9674.08,netbanking,failed,UNSPECIFIED_DECLINE,unknown_failure,1,2026-07-28 12:28:15.796935
PAY_000122,CUST_00502,32448.79,netbanking,successful,,,1,2026-08-01 18:41:15.796935
PAY_000123,CUST_01386,27128.09,upi,successful,,,1,2026-07-06 05:10:15.796935
PAY_000124,CUST_00832,55451.33,card,successful,,,1,2026-08-09 12:01:15.796935
PAY_000125,CUST_00494,24520.08,upi,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-06-10 03:48:15.796935
PAY_000126,CUST_01260,19490.08,upi,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,1,2026-06-02 13:27:15.796935
PAY_000127,CUST_00192,7209.34,upi,failed,NETWORK_TIMEOUT,timeout,1,2026-08-14 22:31:15.798035
PAY_000128,CUST_01986,11187.82,card,successful,,,1,2026-07-08 19:11:15.798035
PAY_000129,CUST_01642,48058.72,card,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,1,2026-08-03 05:53:15.798035
PAY_000130,CUST_00939,33680.64,card,successful,,,1,2026-07-03 00:08:15.798035
PAY_000131,CUST_00992,25546.13,upi,failed,AUTHENTICATION_FAILED,authentication_failed,1,2026-06-24 01:06:15.798035
PAY_000132,CUST_01725,53063.91,upi,successful,,,2,2026-07-09 10:34:15.798035
PAY_000133,CUST_01171,2261.36,card,successful,,,1,2026-07-22 05:01:15.798035
PAY_000134,CUST_01613,27041.44,upi,successful,,,1,2026-07-14 05:19:15.798035
PAY_000135,CUST_00201,41937.52,upi,successful,,,1,2026-07-08 17:17:15.798035
PAY_000136,CUST_01719,13341.14,upi,successful,,,1,2026-06-22 19:31:15.798035
PAY_000137,CUST_01176,20567.66,upi,successful,,,1,2026-08-05 03:52:15.798035
PAY_000138,CUST_01583,6356.14,upi,successful,,,1,2026-05-29 08:33:15.798035
PAY_000139,CUST_01664,25036.32,upi,successful,,,1,2026-07-24 20:57:15.798035
PAY_000140,CUST_01047,19978.84,card,successful,,,1,2026-06-11 09:10:15.798035
PAY_000141,CUST_01398,21900.71,card,successful,,,1,2026-08-18 00:47:15.798035
PAY_000142,CUST_01009,23106.91,upi,successful,,,1,2026-08-18 05:52:15.798035
PAY_000143,CUST_00348,27217.94,upi,successful,,,1,2026-06-10 12:40:15.798035
PAY_000144,CUST_00643,85782.82,upi,successful,,,1,2026-07-09 18:25:15.798035
PAY_000145,CUST_01257,1363.62,card,failed,,expired_instrument,1,2026-06-15 13:01:15.798035
PAY_000146,CUST_01405,7619.76,card,successful,,,1,2026-06-17 20:59:15.799129
PAY_000147,CUST_00537,17641.18,upi,failed,,unknown_failure,1,2026-08-14 14:21:15.799129
PAY_000148,CUST_01830,38699.93,upi,successful,,,1,2026-06-23 20:20:15.799129
PAY_000149,CUST_01903,17991.77,card,successful,,,1,2026-06-09 08:16:15.799129
PAY_000150,CUST_01654,9260.24,upi,failed,PROCESSING_TIMEOUT,timeout,1,2026-07-17 11:24:15.799129
PAY_000151,CUST_00538,16193.47,netbanking,successful,,,1,2026-06-15 10:02:15.799129
PAY_000152,CUST_00317,32521.7,upi,successful,,,1,2026-06-03 18:30:15.799129
PAY_000153,CUST_00720,63140.51,upi,failed,INSTRUMENT_BLOCKED,blocked_instrument,1,2026-06-14 17:56:15.799129
PAY_000154,CUST_01413,44540.83,card,successful,,,1,2026-06-03 03:44:15.799129
PAY_000155,CUST_00976,4575.96,netbanking,successful,,,1,2026-06-20 11:48:15.799129
PAY_000156,CUST_00730,45181.27,card,successful,,,1,2026-07-13 08:29:15.799129
PAY_000157,CUST_01498,45137.31,card,successful,,,1,2026-07-06 15:35:15.799129
PAY_000158,CUST_00253,62803.47,card,successful,,,1,2026-05-30 04:46:15.799129
PAY_000159,CUST_01278,10291.99,upi,successful,,,1,2026-07-26 03:48:15.799129
PAY_000160,CUST_00227,39199.46,netbanking,successful,,,1,2026-07-20 21:50:15.799129
PAY_000161,CUST_01132,26837.93,card,successful,,,1,2026-07-31 02:36:15.799129
PAY_000162,CUST_00944,34184.72,upi,successful,,,1,2026-07-07 06:29:15.799129
PAY_000163,CUST_00022,44418.26,upi,successful,,,1,2026-07-29 09:40:15.799129
PAY_000164,CUST_01481,5270.03,card,successful,,,1,2026-06-19 09:48:15.799129
PAY_000165,CUST_01902,8636.69,card,successful,,,1,2026-05-31 04:04:15.800228
PAY_000166,CUST_00903,22759.24,netbanking,successful,,,1,2026-06-20 08:41:15.800228
PAY_000167,CUST_01064,37828.07,upi,successful,,,1,2026-06-07 12:02:15.800228
PAY_000168,CUST_00633,36610.43,upi,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-05-27 17:13:15.800228
PAY_000169,CUST_01259,40402.41,upi,successful,,,1,2026-08-12 19:18:15.800228
PAY_000170,CUST_00056,5124.28,upi,successful,,,1,2026-08-07 23:36:15.800228
PAY_000171,CUST_00765,25308.9,netbanking,successful,,,1,2026-07-28 21:57:15.800228
PAY_000172,CUST_00986,15234.36,card,successful,,,1,2026-07-07 05:57:15.800228
PAY_000173,CUST_01391,19581.77,card,failed,CARD_EXPIRED,expired_instrument,1,2026-08-14 09:04:15.800228
PAY_000174,CUST_01420,31149.09,card,successful,,,1,2026-08-21 12:42:15.800228
PAY_000175,CUST_00761,49808.19,card,successful,,,1,2026-07-21 01:24:15.800228
PAY_000176,CUST_00769,14111.61,upi,successful,,,1,2026-08-16 06:45:15.800228
PAY_000177,CUST_01680,42521.21,netbanking,successful,,,1,2026-06-21 16:36:15.800228
PAY_000178,CUST_01936,9157.23,netbanking,successful,,,1,2026-07-26 05:47:15.800228
PAY_000179,CUST_00059,4640.6,card,successful,,,1,2026-07-08 14:17:15.800228
PAY_000180,CUST_01427,28548.07,upi,successful,,,1,2026-08-02 11:54:15.800228
PAY_000181,CUST_01840,3419.23,card,successful,,,1,2026-07-27 01:50:15.800228
PAY_000182,CUST_01338,8831.11,upi,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,1,2026-07-30 16:07:15.800228
PAY_000183,CUST_01384,13051.79,card,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-07-07 22:09:15.800228
PAY_000184,CUST_00633,33971.8,upi,successful,,,1,2026-07-24 21:31:15.800228
PAY_000185,CUST_00833,22104.41,upi,failed,POLICY_DECLINED,risk_decline,1,2026-08-10 14:53:15.801320
PAY_000186,CUST_00997,4262.84,card,failed,UNKNOWN_ERROR,unknown_failure,1,2026-08-18 23:45:15.801320
PAY_000187,CUST_00956,12537.68,netbanking,failed,UNSPECIFIED_DECLINE,limit_exceeded,1,2026-07-20 09:18:15.801320
PAY_000188,CUST_00375,47316.57,upi,successful,,,1,2026-08-21 21:52:15.801320
PAY_000189,CUST_00672,6025.53,card,successful,,,1,2026-06-23 18:05:15.801320
PAY_000190,CUST_01746,6726.01,upi,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-06-25 06:45:15.801320
PAY_000191,CUST_01816,37260.5,upi,successful,,,1,2026-06-13 14:19:15.801320
PAY_000192,CUST_00253,29572.87,card,successful,,,1,2026-08-19 04:34:15.801320
PAY_000193,CUST_00414,31142.96,upi,successful,,,1,2026-06-02 22:01:15.801320
PAY_000194,CUST_01231,14493.72,upi,successful,,,1,2026-08-18 05:10:15.801320
PAY_000195,CUST_01816,29620.44,upi,successful,,,1,2026-08-06 21:41:15.801320
PAY_000196,CUST_00112,8740.43,card,successful,,,1,2026-06-27 19:47:15.801320
PAY_000197,CUST_00892,11282.94,card,successful,,,1,2026-08-22 22:53:15.801320
PAY_000198,CUST_01659,90670.92,card,failed,CUSTOMER_AUTH_FAILED,authentication_failed,1,2026-07-17 13:11:15.801320
PAY_000199,CUST_00283,29640.66,netbanking,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-05-29 05:36:15.801320
PAY_000200,CUST_01052,23967.11,card,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-07-21 01:35:15.801320
PAY_000201,CUST_01495,49259.41,card,successful,,,1,2026-05-30 03:35:15.801320
PAY_000202,CUST_00562,54397.53,card,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-07-02 20:31:15.802421
PAY_000203,CUST_00098,19624.44,netbanking,successful,,,1,2026-06-04 12:45:15.802421
PAY_000204,CUST_00051,24721.16,card,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-08-05 06:35:15.802421
PAY_000205,CUST_00969,6700.51,upi,successful,,,1,2026-07-16 02:31:15.802421
PAY_000206,CUST_01260,19039.94,upi,successful,,,1,2026-07-16 20:02:15.802421
PAY_000207,CUST_01851,18253.0,card,successful,,,1,2026-06-15 03:23:15.802421
PAY_000208,CUST_01111,26152.87,card,successful,,,1,2026-08-08 05:20:15.802421
PAY_000209,CUST_01775,9606.55,upi,successful,,,1,2026-07-06 02:30:15.802421
PAY_000210,CUST_01291,1883.67,card,successful,,,1,2026-06-27 08:19:15.802421
PAY_000211,CUST_00174,11779.32,upi,successful,,,1,2026-07-25 17:29:15.802421
PAY_000212,CUST_00699,17436.21,upi,successful,,,1,2026-07-12 07:10:15.802421
PAY_000213,CUST_00172,9429.74,upi,successful,,,1,2026-08-13 20:47:15.802421
PAY_000214,CUST_01909,31069.81,upi,successful,,,1,2026-07-16 03:10:15.802421
PAY_000215,CUST_00452,2504.37,netbanking,successful,,,1,2026-08-04 19:43:15.802421
PAY_000216,CUST_01964,5737.27,upi,failed,UNSPECIFIED_DECLINE,unknown_failure,1,2026-06-29 04:40:15.802421
PAY_000217,CUST_00333,1570.74,upi,successful,,,1,2026-07-18 18:42:15.802421
PAY_000218,CUST_01170,28697.44,upi,successful,,,1,2026-08-06 17:25:15.802421
PAY_000219,CUST_01274,14897.28,upi,successful,,,1,2026-07-24 10:13:15.802421
PAY_000220,CUST_01008,17444.45,card,successful,,,1,2026-07-18 22:34:15.802421
PAY_000221,CUST_01296,45632.69,netbanking,successful,,,1,2026-07-09 04:03:15.802421
PAY_000222,CUST_01939,68132.67,card,successful,,,1,2026-08-05 21:49:15.802421
PAY_000223,CUST_01411,74535.55,upi,successful,,,1,2026-07-01 19:47:15.803512
PAY_000224,CUST_01213,37477.33,upi,successful,,,1,2026-07-14 00:08:15.803512
PAY_000225,CUST_00849,43112.22,upi,failed,CUSTOMER_AUTH_FAILED,authentication_failed,1,2026-06-14 02:27:15.803512
PAY_000226,CUST_00515,6120.36,upi,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-06-16 19:02:15.803512
PAY_000227,CUST_01739,27266.84,card,successful,,,1,2026-08-09 14:50:15.803512
PAY_000228,CUST_00410,26677.43,upi,successful,,,1,2026-07-30 16:07:15.803512
PAY_000229,CUST_01214,87203.74,upi,successful,,,1,2026-05-31 11:55:15.803512
PAY_000230,CUST_01119,41239.4,card,failed,,insufficient_funds,1,2026-07-06 07:40:15.803512
PAY_000231,CUST_00374,13643.34,upi,successful,,,1,2026-06-06 13:12:15.803512
PAY_000232,CUST_01410,5122.22,upi,successful,,,1,2026-07-23 15:38:15.803512
PAY_000233,CUST_00494,46401.46,upi,successful,,,1,2026-07-12 20:05:15.803512
PAY_000234,CUST_01753,5562.96,upi,successful,,,1,2026-07-08 09:26:15.803512
PAY_000235,CUST_00566,32404.07,upi,successful,,,1,2026-06-04 05:22:15.803512
PAY_000236,CUST_00223,12643.87,upi,successful,,,1,2026-05-31 05:00:15.803512
PAY_000237,CUST_01369,43711.81,netbanking,successful,,,1,2026-08-09 13:04:15.803512
PAY_000238,CUST_00506,3852.81,card,successful,,,1,2026-08-06 12:53:15.803512
PAY_000239,CUST_01864,30208.75,upi,failed,,timeout,1,2026-07-16 07:53:15.803512
PAY_000240,CUST_01710,8855.72,upi,successful,,,1,2026-06-20 21:56:15.803512
PAY_000241,CUST_00878,8906.36,upi,failed,RISK_DECLINED,risk_decline,1,2026-08-25 19:16:15.803512
PAY_000242,CUST_00083,38191.43,upi,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-08-24 08:38:15.804626
PAY_000243,CUST_00085,9503.65,upi,failed,UNKNOWN_ERROR,unknown_failure,1,2026-06-21 04:43:15.804626
PAY_000244,CUST_01587,46865.58,upi,successful,,,1,2026-07-08 06:54:15.804626
PAY_000245,CUST_01102,26842.53,netbanking,successful,,,1,2026-06-10 04:48:15.804626
PAY_000246,CUST_01930,37844.63,netbanking,successful,,,1,2026-08-10 02:56:15.804626
PAY_000247,CUST_01786,16397.84,card,successful,,,1,2026-08-11 18:35:15.804626
PAY_000248,CUST_01968,6987.78,upi,successful,,,1,2026-06-27 07:33:15.804626
PAY_000249,CUST_00719,29417.91,upi,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,1,2026-06-15 00:04:15.804626
PAY_000250,CUST_00104,8312.92,upi,successful,,,1,2026-06-10 01:55:15.804626
PAY_000251,CUST_00391,39983.59,card,successful,,,1,2026-07-14 01:21:15.804626
PAY_000252,CUST_00203,11396.95,upi,failed,CARD_BLOCKED,blocked_instrument,1,2026-07-12 07:32:15.804626
PAY_000253,CUST_01721,18326.2,upi,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-06-17 01:11:15.804626
PAY_000254,CUST_00491,44600.17,card,successful,,,1,2026-08-10 14:48:15.804626
PAY_000255,CUST_00450,42673.29,upi,successful,,,1,2026-07-22 03:25:15.804626
PAY_000256,CUST_01864,45445.27,upi,successful,,,1,2026-08-05 13:04:15.804626
PAY_000257,CUST_01280,22834.57,netbanking,successful,,,1,2026-08-20 12:44:15.804626
PAY_000258,CUST_01299,31648.28,upi,successful,,,1,2026-05-27 03:34:15.804626
PAY_000259,CUST_01126,8726.02,upi,successful,,,1,2026-06-17 05:33:15.805543
PAY_000260,CUST_01124,14234.6,upi,successful,,,1,2026-05-29 23:52:15.805543
PAY_000261,CUST_01671,37966.64,upi,successful,,,1,2026-07-06 01:08:15.805543
PAY_000262,CUST_00526,9608.85,card,successful,,,1,2026-08-08 19:55:15.805543
PAY_000263,CUST_00688,11939.37,card,successful,,,1,2026-08-16 15:40:15.805543
PAY_000264,CUST_00587,17768.72,upi,successful,,,1,2026-07-06 11:26:15.805543
PAY_000265,CUST_01239,35715.22,upi,failed,CUSTOMER_AUTH_FAILED,authentication_failed,1,2026-06-08 09:46:15.805543
PAY_000266,CUST_01804,46653.24,card,successful,,,1,2026-06-06 16:15:15.805543
PAY_000267,CUST_01878,30731.16,card,failed,CUSTOMER_AUTH_FAILED,authentication_failed,1,2026-06-02 13:55:15.805543
PAY_000268,CUST_01287,680.76,card,successful,,,1,2026-06-11 02:34:15.805543
PAY_000269,CUST_00694,28831.91,upi,successful,,,1,2026-08-08 11:04:15.805543
PAY_000270,CUST_01143,47145.14,upi,successful,,,1,2026-08-06 11:01:15.805543
PAY_000271,CUST_00004,36294.63,card,successful,,,1,2026-08-19 18:28:15.805543
PAY_000272,CUST_01802,8470.96,upi,successful,,,1,2026-07-31 03:03:15.805543
PAY_000273,CUST_01126,22327.7,netbanking,successful,,,1,2026-08-14 13:38:15.805543
PAY_000274,CUST_01827,7789.56,upi,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-08-07 12:59:15.806857
PAY_000275,CUST_01814,18070.43,netbanking,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-07-04 04:17:15.806857
PAY_000276,CUST_01306,16543.56,netbanking,successful,,,1,2026-06-30 17:26:15.806857
PAY_000277,CUST_01437,22032.15,upi,successful,,,1,2026-06-11 16:18:15.806857
PAY_000278,CUST_00757,3276.76,netbanking,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-07-05 11:36:15.806857
PAY_000279,CUST_01607,20371.41,upi,successful,,,1,2026-06-02 08:41:15.806857
PAY_000280,CUST_00710,8392.66,card,successful,,,1,2026-07-29 08:38:15.806857
PAY_000281,CUST_01566,18528.05,upi,successful,,,1,2026-06-18 20:31:15.806857
PAY_000282,CUST_01499,4419.44,upi,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-08-05 01:03:15.806857
