checkout_id,customer_id,amount,status,checkout_stage,created_at,abandoned_at
CHK_000050,CUST_01215,10260.92,completed,payment_page,2026-07-13 07:20:16.322017,
CHK_000051,CUST_01918,19848.25,completed,payment_page,2026-07-22 18:29:16.322017,
CHK_000052,CUST_00510,8814.12,abandoned,payment_attempt,2026-07-25 19:11:15.960976,2026-07-25 19:42:15.960976
CHK_000053,CUST_00248,5990.68,expired,payment_attempt,2026-06-02 08:11:16.323013,2026-06-02 09:10:16.323013
CHK_000054,CUST_00626,39220.41,abandoned,payment_page,2026-07-10 06:48:16.323013,2026-07-10 08:08:16.323013
CHK_000055,CUST_01385,8437.3,abandoned,payment_page,2026-06-01 08:20:16.083515,2026-06-01 10:10:16.083515
CHK_000056,CUST_00494,85646.65,completed,payment_attempt,2026-06-26 03:57:16.324010,
CHK_000057,CUST_01718,11230.9,abandoned,payment_page,2026-07-14 20:11:16.011817,2026-07-14 20:39:16.011817
CHK_000058,CUST_01302,38654.68,completed,address,2026-07-29 11:36:16.325007,
CHK_000059,CUST_01249,12992.58,completed,payment_attempt,2026-08-09 22:58:16.325007,
CHK_000060,CUST_00756,12296.2,abandoned,payment_attempt,2026-06-02 23:17:16.032831,2026-06-02 23:30:16.032831
CHK_000061,CUST_01233,24578.93,completed,payment_attempt,2026-05-30 12:03:16.325007,
CHK_000062,CUST_00882,45452.65,completed,review,2026-06-13 15:10:16.326175,
CHK_000063,CUST_01261,21462.19,completed,payment_attempt,2026-08-23 15:26:16.326175,
CHK_000064,CUST_01785,14879.77,abandoned,address,2026-07-23 13:07:16.326175,2026-07-23 14:02:16.326175
CHK_000065,CUST_00386,4793.55,completed,payment_attempt,2026-06-28 21:18:16.326175,
CHK_000066,CUST_01883,2664.69,abandoned,payment_attempt,2026-05-28 05:29:15.846526,2026-05-28 07:05:15.846526
CHK_000067,CUST_01930,49106.16,completed,payment_attempt,2026-07-01 10:34:16.327269,
CHK_000068,CUST_01406,9344.85,completed,address,2026-06-19 14:38:16.327269,
CHK_000069,CUST_00608,35345.38,abandoned,payment_page,2026-08-10 16:02:16.327269,2026-08-10 16:14:16.327269
CHK_000070,CUST_01132,20697.03,completed,payment_attempt,2026-08-13 13:18:16.327269,
CHK_000071,CUST_00954,39818.76,expired,payment_attempt,2026-08-08 06:28:16.327269,2026-08-08 08:19:16.327269
CHK_000072,CUST_01809,38703.0,abandoned,payment_attempt,2026-06-12 08:22:16.169826,2026-06-12 09:14:16.169826
CHK_000073,CUST_01655,41827.37,completed,payment_page,2026-08-05 09:50:16.327269,
CHK_000074,CUST_01601,73349.99,abandoned,address,2026-08-19 14:20:16.328371,2026-08-19 15:49:16.328371
CHK_000075,CUST_00860,49451.02,completed,review,2026-08-01 15:41:16.328371,
CHK_000076,CUST_00396,30208.05,abandoned,payment_attempt,2026-08-07 00:45:15.906250,2026-08-07 01:31:15.906250
CHK_000077,CUST_01861,37760.59,abandoned,payment_page,2026-07-13 11:04:16.120005,2026-07-13 12:36:16.120005
CHK_000078,CUST_00669,11823.12,completed,address,2026-06-12 03:18:16.329467,
CHK_000079,CUST_00989,12782.73,completed,payment_attempt,2026-08-16 00:32:16.329467,
CHK_000080,CUST_00340,18502.15,completed,address,2026-07-07 10:08:16.329467,
CHK_000081,CUST_00175,13128.3,abandoned,payment_page,2026-08-21 09:30:16.329467,2026-08-21 10:59:16.329467
CHK_000082,CUST_01414,8254.88,abandoned,payment_attempt,2026-05-30 17:32:16.180011,2026-05-30 19:06:16.180011
CHK_000083,CUST_00027,44051.72,abandoned,address,2026-07-28 10:54:16.330561,2026-07-28 11:22:16.330561
CHK_000084,CUST_00528,44106.15,completed,review,2026-08-08 08:33:16.330561,
CHK_000085,CUST_00256,44226.41,completed,payment_attempt,2026-06-12 05:04:16.330561,
CHK_000086,CUST_00860,43014.11,completed,address,2026-08-10 06:28:16.330561,
CHK_000087,CUST_00215,4062.71,abandoned,payment_page,2026-07-20 20:11:16.176411,2026-07-20 20:47:16.176411
CHK_000088,CUST_00197,2064.38,expired,payment_page,2026-07-24 04:26:16.331655,2026-07-24 04:56:16.331655
CHK_000089,CUST_00207,13051.91,abandoned,payment_attempt,2026-07-17 05:06:16.331655,2026-07-17 05:19:16.331655
CHK_000090,CUST_01885,32260.48,abandoned,address,2026-08-17 10:37:16.331655,2026-08-17 12:30:16.331655
CHK_000091,CUST_01239,3574.65,abandoned,payment_attempt,2026-07-12 15:58:16.172026,2026-07-12 17:33:16.172026
CHK_000092,CUST_00536,75305.85,abandoned,payment_attempt,2026-06-21 20:47:16.332747,2026-06-21 21:01:16.332747
CHK_000093,CUST_00982,36798.17,expired,payment_page,2026-07-29 14:04:16.332747,2026-07-29 15:24:16.332747
CHK_000094,CUST_01232,16927.22,completed,payment_attempt,2026-06-02 07:46:16.332747,
CHK_000095,CUST_00642,6666.25,abandoned,payment_page,2026-05-31 16:51:15.960976,2026-05-31 18:22:15.960976
CHK_000096,CUST_00549,27091.36,completed,address,2026-06-08 18:37:16.332747,
CHK_000097,CUST_00845,4270.9,abandoned,address,2026-08-19 15:11:16.333840,2026-08-19 17:05:16.333840
CHK_000098,CUST_00779,68931.98,completed,review,2026-06-08 20:50:16.333840,
CHK_000099,CUST_01228,10187.89,abandoned,review,2026-08-25 14:56:16.333840,2026-08-25 16:47:16.333840
CHK_000100,CUST_01319,7070.25,completed,payment_attempt,2026-06-06 22:02:16.333840,
CHK_000101,CUST_00740,4520.42,abandoned,payment_page,2026-06-11 03:22:16.333840,2026-06-11 03:26:16.333840
CHK_000102,CUST_01926,18285.25,expired,address,2026-08-05 09:05:16.333840,2026-08-05 10:12:16.333840
CHK_000103,CUST_01334,44533.42,abandoned,payment_attempt,2026-06-08 00:45:16.333840,2026-06-08 02:21:16.333840
CHK_000104,CUST_00140,58927.69,completed,review,2026-07-27 23:33:16.333840,
CHK_000105,CUST_01997,3942.57,abandoned,payment_attempt,2026-06-15 04:08:16.103451,2026-06-15 05:36:16.103451
CHK_000106,CUST_00781,11421.87,completed,payment_attempt,2026-05-30 21:19:16.334938,
CHK_000107,CUST_00162,1706.69,abandoned,payment_attempt,2026-05-30 10:53:16.334938,2026-05-30 12:40:16.334938
CHK_000108,CUST_01377,17188.48,completed,payment_attempt,2026-06-14 02:43:16.334938,
CHK_000109,CUST_01401,38036.07,abandoned,payment_page,2026-08-18 01:15:16.334938,2026-08-18 02:15:16.334938
CHK_000110,CUST_01280,12321.1,completed,payment_page,2026-08-12 01:42:16.334938,
CHK_000111,CUST_00001,35589.68,completed,payment_attempt,2026-06-16 10:24:16.334938,
CHK_000112,CUST_00784,959.6,abandoned,address,2026-07-27 22:44:16.334938,2026-07-27 23:39:16.334938
CHK_000113,CUST_01692,89590.19,completed,payment_attempt,2026-07-27 06:45:16.334938,
CHK_000114,CUST_00427,34836.44,abandoned,address,2026-07-18 10:29:16.334938,2026-07-18 10:41:16.334938
CHK_000115,CUST_01774,44963.96,completed,review,2026-08-18 12:34:16.334938,
CHK_000116,CUST_01895,64586.02,abandoned,payment_page,2026-08-18 04:01:16.085903,2026-08-18 04:06:16.085903
CHK_000117,CUST_01496,21830.69,completed,payment_page,2026-06-08 18:12:16.336167,
CHK_000118,CUST_00742,90464.4,completed,address,2026-07-31 14:18:16.336167,
CHK_000119,CUST_00652,43849.38,completed,address,2026-06-22 21:06:16.336167,
CHK_000120,CUST_00554,32887.72,abandoned,payment_attempt,2026-07-28 19:22:16.336167,2026-07-28 21:00:16.336167
CHK_000121,CUST_00965,10872.83,completed,review,2026-08-20 17:58:16.336167,
CHK_000122,CUST_01393,37103.89,completed,payment_attempt,2026-06-01 22:16:16.336167,
CHK_000123,CUST_00495,10393.45,abandoned,payment_attempt,2026-08-07 11:30:16.336167,2026-08-07 11:47:16.336167
CHK_000124,CUST_01419,46059.57,abandoned,address,2026-06-20 07:02:16.336167,2026-06-20 07:27:16.336167
CHK_000125,CUST_00570,36888.45,abandoned,review,2026-06-15 16:35:16.336167,2026-06-15 17:45:16.336167
CHK_000126,CUST_01611,14723.45,abandoned,review,2026-08-20 07:42:16.336167,2026-08-20 09:13:16.336167
CHK_000127,CUST_01406,2712.79,completed,payment_page,2026-07-17 05:10:16.336167,
CHK_000128,CUST_01346,93843.1,abandoned,review,2026-07-30 01:01:16.336167,2026-07-30 02:29:16.336167
CHK_000129,CUST_00772,40746.44,abandoned,review,2026-06-01 00:17:16.336167,2026-06-01 02:06:16.336167
CHK_000130,CUST_00604,17331.03,completed,payment_attempt,2026-06-15 15:55:16.336167,
CHK_000131,CUST_00231,15071.11,completed,review,2026-07-01 11:49:16.336167,
CHK_000132,CUST_01844,23777.82,completed,payment_page,2026-07-21 11:46:16.336167,
CHK_000133,CUST_01609,1340.56,completed,review,2026-08-13 17:47:16.336167,
CHK_000134,CUST_01366,42162.33,abandoned,payment_page,2026-06-06 19:55:16.101256,2026-06-06 20:44:16.101256
CHK_000135,CUST_01113,19209.03,abandoned,address,2026-06-08 22:10:16.337371,2026-06-08 23:14:16.337371
CHK_000136,CUST_01874,6719.79,expired,payment_page,2026-07-29 09:53:16.337371,2026-07-29 10:48:16.337371
CHK_000137,CUST_01977,49773.27,completed,payment_attempt,2026-08-09 18:24:16.337371,
CHK_000138,CUST_01957,18861.19,completed,payment_attempt,2026-06-11 07:08:16.337371,
CHK_000139,CUST_00360,7526.13,expired,payment_page,2026-06-21 08:35:16.337371,2026-06-21 09:34:16.337371
CHK_000140,CUST_00968,7774.46,expired,review,2026-08-18 14:24:16.337371,2026-08-18 15:16:16.337371
CHK_000141,CUST_01093,41560.54,completed,payment_attempt,2026-07-27 16:13:16.337371,
CHK_000142,CUST_00067,33687.49,abandoned,payment_page,2026-07-14 10:21:16.082425,2026-07-14 11:38:16.082425
CHK_000143,CUST_00774,26555.47,completed,payment_attempt,2026-07-19 02:32:16.338465,
CHK_000144,CUST_01955,47743.43,abandoned,payment_attempt,2026-05-28 21:12:16.338465,2026-05-28 23:00:16.338465
CHK_000145,CUST_00196,83135.98,abandoned,address,2026-08-21 13:25:16.338465,2026-08-21 15:02:16.338465
CHK_000146,CUST_00255,8502.3,completed,address,2026-06-04 23:19:16.338465,
CHK_000147,CUST_01032,59503.53,abandoned,review,2026-07-10 17:59:16.338465,2026-07-10 18:33:16.338465
CHK_000148,CUST_00276,1305.66,completed,payment_page,2026-07-17 18:24:16.338465,
CHK_000149,CUST_00616,45479.79,abandoned,payment_page,2026-07-27 13:08:15.952006,2026-07-27 13:15:15.952006
CHK_000150,CUST_00118,2059.1,abandoned,payment_attempt,2026-07-03 06:21:16.175315,2026-07-03 06:29:16.175315
CHK_000151,CUST_01240,44196.22,abandoned,review,2026-06-11 15:29:16.340649,2026-06-11 16:35:16.340649
CHK_000152,CUST_00170,24205.62,abandoned,address,2026-08-24 15:59:16.340649,2026-08-24 16:19:16.340649
CHK_000153,CUST_01887,38937.62,completed,payment_page,2026-06-17 04:09:16.340649,
CHK_000154,CUST_01547,1162.36,completed,payment_attempt,2026-07-29 07:51:16.340649,
CHK_000155,CUST_01560,24104.42,expired,payment_attempt,2026-07-24 12:48:16.340649,2026-07-24 13:03:16.340649
CHK_000156,CUST_01678,30189.95,completed,payment_attempt,2026-07-08 02:50:16.340649,
CHK_000157,CUST_01316,34701.22,completed,review,2026-06-07 22:58:16.340649,
CHK_000158,CUST_00346,38835.6,completed,payment_attempt,2026-05-30 05:14:16.340649,
CHK_000159,CUST_01057,45060.27,completed,payment_attempt,2026-06-30 00:27:16.340649,
CHK_000160,CUST_00171,11870.97,expired,payment_page,2026-07-10 01:56:16.340649,2026-07-10 03:42:16.340649
CHK_000161,CUST_00526,2251.5,abandoned,payment_page,2026-07-06 20:07:16.126564,2026-07-06 20:50:16.126564
CHK_000162,CUST_01240,42916.63,expired,payment_page,2026-07-01 00:30:16.341739,2026-07-01 02:26:16.341739
CHK_000163,CUST_01966,44651.7,completed,address,2026-07-15 13:59:16.341739,
CHK_000164,CUST_01622,47763.88,expired,payment_attempt,2026-06-21 16:16:16.341739,2026-06-21 16:47:16.341739
CHK_000165,CUST_01801,69721.31,completed,payment_page,2026-06-21 01:29:16.341739,
CHK_000166,CUST_01529,13903.45,completed,review,2026-06-12 11:43:16.341739,
CHK_000167,CUST_01067,31868.84,completed,review,2026-06-02 07:13:16.341739,
CHK_000168,CUST_01744,15660.54,abandoned,payment_attempt,2026-06-18 12:12:16.094679,2026-06-18 14:07:16.094679
CHK_000169,CUST_01508,38129.9,completed,payment_page,2026-07-24 11:36:16.342831,
CHK_000170,CUST_01954,17435.93,completed,payment_attempt,2026-08-20 15:18:16.342831,
CHK_000171,CUST_01215,29333.63,completed,address,2026-06-07 14:25:16.342831,
CHK_000172,CUST_01786,4451.67,completed,review,2026-07-13 20:57:16.342831,
CHK_000173,CUST_00758,25485.17,abandoned,payment_attempt,2026-06-29 19:39:15.890862,2026-06-29 20:36:15.890862
CHK_000174,CUST_01283,46866.75,abandoned,payment_attempt,2026-08-10 10:18:16.343955,2026-08-10 11:30:16.343955
CHK_000175,CUST_01059,39576.84,abandoned,payment_attempt,2026-08-01 05:41:16.343955,2026-08-01 06:08:16.343955
CHK_000176,CUST_00280,90255.51,abandoned,payment_attempt,2026-08-08 05:15:16.144429,2026-08-08 06:19:16.144429
CHK_000177,CUST_00873,43963.6,completed,review,2026-07-05 06:29:16.345048,
CHK_000178,CUST_00069,19163.29,abandoned,review,2026-06-05 11:02:16.345048,2026-06-05 11:57:16.345048
CHK_000179,CUST_01401,10115.15,completed,payment_attempt,2026-07-02 14:14:16.345048,
CHK_000180,CUST_01874,1417.55,abandoned,address,2026-07-08 21:44:16.345048,2026-07-08 23:02:16.345048
CHK_000181,CUST_01004,30267.34,completed,payment_page,2026-08-08 23:42:16.345048,
CHK_000182,CUST_00238,38856.92,completed,payment_attempt,2026-08-10 11:02:16.345048,
CHK_000183,CUST_00875,11405.88,abandoned,review,2026-06-13 10:34:16.346147,2026-06-13 10:50:16.346147
CHK_000184,CUST_00685,12785.42,abandoned,payment_attempt,2026-07-12 01:03:16.035151,2026-07-12 02:39:16.035151
CHK_000185,CUST_00654,24603.49,abandoned,address,2026-06-16 19:31:16.346147,2026-06-16 20:10:16.346147
CHK_000186,CUST_00589,20827.67,completed,payment_attempt,2026-06-27 00:23:16.346147,
CHK_000187,CUST_01366,36962.84,completed,payment_attempt,2026-06-09 04:35:16.346147,
CHK_000188,CUST_00735,4915.09,expired,address,2026-07-28 20:12:16.346147,2026-07-28 20:55:16.346147
CHK_000189,CUST_00838,21944.21,completed,address,2026-08-02 23:22:16.346147,
CHK_000190,CUST_01033,17943.39,completed,payment_attempt,2026-06-01 15:22:16.347243,
CHK_000191,CUST_01866,31955.56,completed,payment_page,2026-07-06 22:12:16.347243,
CHK_000192,CUST_01073,44986.78,completed,review,2026-05-30 06:23:16.347243,
CHK_000193,CUST_00461,22584.53,completed,address,2026-07-02 07:52:16.347243,
CHK_000194,CUST_01101,5599.06,abandoned,payment_page,2026-06-03 08:47:16.055991,2026-06-03 08:49:16.055991
CHK_000195,CUST_00845,14390.83,abandoned,payment_page,2026-06-06 17:53:16.045043,2026-06-06 19:02:16.045043
CHK_000196,CUST_00001,40131.73,completed,payment_attempt,2026-08-12 08:54:16.348340,
CHK_000197,CUST_01059,16898.2,abandoned,review,2026-08-01 19:45:16.348340,2026-08-01 20:59:16.348340
CHK_000198,CUST_01332,29919.88,abandoned,payment_page,2026-07-28 14:01:16.348340,2026-07-28 14:52:16.348340
CHK_000199,CUST_01887,31500.64,completed,payment_attempt,2026-08-16 16:37:16.348340,
CHK_000200,CUST_01624,93092.19,completed,review,2026-06-16 11:10:16.348340,
CHK_000201,CUST_00943,24914.34,abandoned,payment_attempt,2026-06-24 13:03:16.348340,2026-06-24 13:13:16.348340
CHK_000202,CUST_01175,48053.76,abandoned,payment_page,2026-07-30 08:59:16.348340,2026-07-30 10:42:16.348340
CHK_000203,CUST_00143,4973.16,completed,payment_attempt,2026-06-05 00:15:16.348340,
CHK_000204,CUST_01166,27061.53,abandoned,payment_attempt,2026-06-18 17:09:16.037350,2026-06-18 18:55:16.037350
CHK_000205,CUST_01719,11161.12,completed,payment_attempt,2026-08-18 18:49:16.349431,
CHK_000206,CUST_00895,16122.24,completed,review,2026-06-18 04:27:16.349431,
CHK_000207,CUST_01852,24836.99,abandoned,payment_attempt,2026-06-18 06:28:16.349431,2026-06-18 07:12:16.349431
CHK_000208,CUST_01716,39438.47,expired,address,2026-07-24 23:27:16.349431,2026-07-25 01:14:16.349431
CHK_000209,CUST_01500,1401.63,completed,address,2026-08-01 01:16:16.349431,
CHK_000210,CUST_01055,18212.3,abandoned,review,2026-06-13 10:09:16.349431,2026-06-13 10:33:16.349431
CHK_000211,CUST_00239,16362.68,expired,payment_attempt,2026-08-03 01:31:16.350532,2026-08-03 02:33:16.350532
CHK_000212,CUST_01753,2387.72,abandoned,payment_page,2026-07-16 03:28:16.350532,2026-07-16 03:43:16.350532
CHK_000213,CUST_00296,41765.2,abandoned,address,2026-06-04 19:31:16.350532,2026-06-04 19:46:16.350532
CHK_000214,CUST_00649,29073.24,abandoned,payment_page,2026-07-19 21:37:16.350532,2026-07-19 22:30:16.350532
CHK_000215,CUST_01108,44361.44,abandoned,review,2026-07-11 17:56:16.350532,2026-07-11 19:01:16.350532
CHK_000216,CUST_01516,6551.66,completed,address,2026-07-16 06:07:16.350532,
CHK_000217,CUST_01162,9470.9,abandoned,address,2026-06-16 06:53:16.350532,2026-06-16 08:22:16.350532
CHK_000218,CUST_01610,40397.72,abandoned,address,2026-06-24 22:35:16.350532,2026-06-24 22:48:16.350532
CHK_000219,CUST_01097,38764.1,abandoned,payment_page,2026-08-06 03:07:15.982689,2026-08-06 04:08:15.982689
CHK_000220,CUST_01059,40811.07,abandoned,payment_attempt,2026-07-19 00:03:16.351637,2026-07-19 01:50:16.351637
CHK_000221,CUST_01268,73959.24,expired,address,2026-08-17 11:25:16.351637,2026-08-17 13:15:16.351637
CHK_000222,CUST_00325,50904.35,abandoned,payment_attempt,2026-08-22 03:38:16.061473,2026-08-22 04:58:16.061473
CHK_000223,CUST_01022,17995.51,completed,address,2026-06-28 13:19:16.351637,
CHK_000224,CUST_01321,1401.73,completed,address,2026-07-06 14:56:16.351637,
CHK_000225,CUST_01834,1234.97,abandoned,payment_attempt,2026-07-25 15:24:16.152079,2026-07-25 15:38:16.152079
CHK_000226,CUST_01707,18775.46,abandoned,payment_attempt,2026-08-22 14:45:15.910237,2026-08-22 15:57:15.910237
CHK_000227,CUST_01309,33646.31,abandoned,payment_page,2026-07-27 12:16:16.353827,2026-07-27 12:51:16.353827
CHK_000228,CUST_01255,31347.88,abandoned,payment_page,2026-05-30 17:13:16.124375,2026-05-30 19:11:16.124375
CHK_000229,CUST_00405,17332.29,abandoned,payment_attempt,2026-05-29 23:36:16.190976,2026-05-30 00:55:16.190976
CHK_000230,CUST_01789,21722.42,abandoned,payment_attempt,2026-06-03 23:08:16.046439,2026-06-04 00:07:16.046439
CHK_000231,CUST_01645,48816.96,expired,payment_attempt,2026-06-16 17:48:16.356029,2026-06-16 19:26:16.356029
CHK_000232,CUST_00134,45044.84,completed,review,2026-07-29 08:00:16.356029,
CHK_000233,CUST_01663,33312.78,completed,address,2026-08-19 09:19:16.356029,
CHK_000234,CUST_01718,11440.12,abandoned,payment_page,2026-07-15 01:17:16.011817,2026-07-15 01:51:16.011817
CHK_000235,CUST_01301,15081.14,abandoned,review,2026-07-29 20:36:16.357134,2026-07-29 20:41:16.357134
CHK_000236,CUST_00772,38229.05,abandoned,review,2026-06-09 19:53:16.357134,2026-06-09 21:03:16.357134
CHK_000237,CUST_01942,49633.19,abandoned,address,2026-07-18 13:04:16.357134,2026-07-18 14:33:16.357134
CHK_000238,CUST_01832,17484.22,completed,payment_page,2026-06-17 10:55:16.357134,
CHK_000239,CUST_01167,31899.03,abandoned,payment_page,2026-08-03 20:18:16.357134,2026-08-03 20:47:16.357134
CHK_000240,CUST_01350,32581.93,completed,review,2026-07-13 02:55:16.357134,
CHK_000241,CUST_01526,20756.2,completed,payment_attempt,2026-07-25 04:38:16.357134,
CHK_000242,CUST_01007,26096.33,abandoned,address,2026-07-12 23:24:16.357134,2026-07-13 00:03:16.357134
CHK_000243,CUST_01216,7912.35,completed,payment_page,2026-08-07 02:37:16.357134,
CHK_000244,CUST_00531,25829.99,expired,review,2026-07-27 14:37:16.357134,2026-07-27 15:44:16.357134
CHK_000245,CUST_00848,16443.86,abandoned,payment_attempt,2026-06-24 01:13:15.867714,2026-06-24 01:59:15.867714
CHK_000246,CUST_00764,25927.52,abandoned,review,2026-06-23 11:30:16.358230,2026-06-23 11:42:16.358230
CHK_000247,CUST_01576,26522.33,expired,payment_attempt,2026-08-17 12:41:16.358230,2026-08-17 14:00:16.358230
CHK_000248,CUST_01930,33004.95,expired,payment_page,2026-07-21 03:46:16.358230,2026-07-21 05:03:16.358230
CHK_000249,CUST_00258,35590.04,abandoned,payment_page,2026-05-31 11:21:16.358230,2026-05-31 13:13:16.358230
CHK_000250,CUST_01729,6492.35,abandoned,payment_attempt,2026-07-14 16:14:16.358230,2026-07-14 16:57:16.358230
CHK_000251,CUST_00350,18641.38,abandoned,payment_page,2026-07-12 19:22:16.046439,2026-07-12 20:18:16.046439
CHK_000252,CUST_00951,23528.71,completed,payment_attempt,2026-07-31 16:51:16.359323,
CHK_000253,CUST_01713,24086.59,completed,review,2026-08-03 15:32:16.359323,
CHK_000254,CUST_00115,13423.39,abandoned,review,2026-07-13 08:29:16.359323,2026-07-13 09:34:16.359323
CHK_000255,CUST_00288,87195.19,completed,review,2026-06-18 18:38:16.359323,
CHK_000256,CUST_01583,6294.83,abandoned,payment_attempt,2026-07-20 15:52:15.918246,2026-07-20 17:24:15.918246
CHK_000257,CUST_00486,75593.28,completed,address,2026-07-11 01:15:16.360427,
CHK_000258,CUST_00078,36284.81,abandoned,payment_page,2026-08-08 01:57:16.145524,2026-08-08 02:46:16.145524
CHK_000259,CUST_01855,15806.69,abandoned,payment_attempt,2026-06-12 12:36:16.361522,2026-06-12 13:25:16.361522
CHK_000260,CUST_01999,41429.34,completed,address,2026-06-25 00:10:16.361522,
CHK_000261,CUST_01274,2662.42,completed,address,2026-07-13 08:06:16.361522,
CHK_000262,CUST_00517,29447.93,abandoned,payment_attempt,2026-08-13 06:56:16.361522,2026-08-13 07:10:16.361522
CHK_000263,CUST_01280,45948.03,completed,review,2026-07-31 14:30:16.361522,
