subscription_id,customer_id,amount,status,failure_code,failure_category,retry_count,created_at,next_retry_at
UNSEEN_SUB_000045,UNSEEN_CUST_00045,6148.54,cancelled,,,0,2026-06-27 20:09:42.171986,
UNSEEN_SUB_000046,UNSEEN_CUST_00046,2735.02,active,,,0,2026-07-12 20:09:42.171986,
UNSEEN_SUB_000047,UNSEEN_CUST_00047,2609.2,cancelled,,,0,2026-04-13 20:09:42.171986,
UNSEEN_SUB_000048,UNSEEN_CUST_00048,6153.22,cancelled,,,0,2026-08-26 20:09:42.171986,
UNSEEN_SUB_000049,UNSEEN_CUST_00049,2091.44,active,,,0,2026-07-03 20:09:42.171986,
UNSEEN_SUB_000050,UNSEEN_CUST_00050,6741.16,active,,,0,2026-06-27 20:09:42.171986,
UNSEEN_SUB_000051,UNSEEN_CUST_00051,9994.06,active,,,0,2026-06-29 20:09:42.171986,
UNSEEN_SUB_000052,UNSEEN_CUST_00052,10322.84,active,,,0,2026-05-13 20:09:42.171986,
UNSEEN_SUB_000053,UNSEEN_CUST_00053,7991.29,active,,,0,2026-06-06 20:09:42.171986,
UNSEEN_SUB_000054,UNSEEN_CUST_00054,12767.57,failed,CARD_BLOCKED,blocked_instrument,0,2026-05-15 20:09:42.172986,2026-05-17 16:09:42.172986
UNSEEN_SUB_000055,UNSEEN_CUST_00055,14049.55,active,,,0,2026-04-22 20:09:42.172986,
UNSEEN_SUB_000056,UNSEEN_CUST_00056,5938.55,active,,,0,2026-05-14 20:09:42.172986,
UNSEEN_SUB_000057,UNSEEN_CUST_00057,1156.77,active,,,0,2026-07-04 20:09:42.172986,
UNSEEN_SUB_000058,UNSEEN_CUST_00058,7611.13,active,,,0,2026-07-10 20:09:42.172986,
UNSEEN_SUB_000059,UNSEEN_CUST_00059,9453.15,active,,,0,2026-04-17 20:09:42.172986,
UNSEEN_SUB_000060,UNSEEN_CUST_00060,13779.93,active,,,0,2026-04-01 20:09:42.172986,
UNSEEN_SUB_000061,UNSEEN_CUST_00061,11805.2,active,,,0,2026-05-23 20:09:42.172986,
UNSEEN_SUB_000062,UNSEEN_CUST_00062,7241.35,active,,,0,2026-04-09 20:09:42.172986,
UNSEEN_SUB_000063,UNSEEN_CUST_00063,11143.27,active,,,0,2026-07-26 20:09:42.172986,
UNSEEN_SUB_000064,UNSEEN_CUST_00064,8172.38,active,,,0,2026-05-14 20:09:42.172986,
UNSEEN_SUB_000065,UNSEEN_CUST_00065,8732.47,active,,,0,2026-05-15 20:09:42.172986,
UNSEEN_SUB_000066,UNSEEN_CUST_00066,6713.93,failed,INSTRUMENT_EXPIRED,expired_instrument,1,2026-06-18 20:09:42.172986,2026-06-20 03:09:42.172986
UNSEEN_SUB_000067,UNSEEN_CUST_00067,1512.1,active,,,0,2026-05-06 20:09:42.172986,
UNSEEN_SUB_000068,UNSEEN_CUST_00068,12097.71,active,,,0,2026-06-05 20:09:42.172986,
UNSEEN_SUB_000069,UNSEEN_CUST_00069,7307.02,active,,,0,2026-05-05 20:09:42.172986,
UNSEEN_SUB_000070,UNSEEN_CUST_00070,12454.26,active,,,0,2026-04-15 20:09:42.172986,
UNSEEN_SUB_000071,UNSEEN_CUST_00071,11738.26,active,,,0,2026-06-24 20:09:42.172986,
UNSEEN_SUB_000072,UNSEEN_CUST_00072,7776.89,active,,,0,2026-04-25 20:09:42.172986,
UNSEEN_SUB_000073,UNSEEN_CUST_00073,15213.0,active,,,0,2026-06-06 20:09:42.172986,
UNSEEN_SUB_000074,UNSEEN_CUST_00074,8009.35,active,,,0,2026-03-07 20:09:42.172986,
UNSEEN_SUB_000075,UNSEEN_CUST_00075,2178.11,active,,,0,2026-08-04 20:09:42.173986,
UNSEEN_SUB_000076,UNSEEN_CUST_00076,2920.03,active,,,0,2026-07-30 20:09:42.173986,
UNSEEN_SUB_000077,UNSEEN_CUST_00077,8322.09,active,,,0,2026-03-14 20:09:42.173986,
UNSEEN_SUB_000078,UNSEEN_CUST_00078,7181.63,active,,,0,2026-04-25 20:09:42.173986,
UNSEEN_SUB_000079,UNSEEN_CUST_00079,6921.79,active,,,0,2026-07-10 20:09:42.173986,
UNSEEN_SUB_000080,UNSEEN_CUST_00080,5383.03,active,,,0,2026-04-23 20:09:42.173986,
UNSEEN_SUB_000081,UNSEEN_CUST_00081,7145.56,active,,,0,2026-07-16 20:09:42.173986,
UNSEEN_SUB_000082,UNSEEN_CUST_00082,12297.42,active,,,0,2026-07-21 20:09:42.173986,
UNSEEN_SUB_000083,UNSEEN_CUST_00083,3617.68,active,,,0,2026-07-24 20:09:42.173986,
UNSEEN_SUB_000084,UNSEEN_CUST_00084,2449.5,failed,AUTHENTICATION_FAILED,authentication_failed,1,2026-04-29 20:09:42.173986,2026-04-30 04:09:42.173986
UNSEEN_SUB_000085,UNSEEN_CUST_00085,7522.14,active,,,0,2026-07-07 20:09:42.173986,
UNSEEN_SUB_000086,UNSEEN_CUST_00086,3696.75,active,,,0,2026-08-07 20:09:42.173986,
UNSEEN_SUB_000087,UNSEEN_CUST_00087,13269.01,active,,,0,2026-05-25 20:09:42.173986,
UNSEEN_SUB_000088,UNSEEN_CUST_00088,12797.85,active,,,0,2026-05-31 20:09:42.173986,
UNSEEN_SUB_000089,UNSEEN_CUST_00089,16670.88,failed,CUSTOMER_AUTH_FAILED,authentication_failed,2,2026-04-11 20:09:42.173986,2026-04-12 10:09:42.173986
UNSEEN_SUB_000090,UNSEEN_CUST_00090,6098.04,active,,,0,2026-07-19 20:09:42.173986,
UNSEEN_SUB_000091,UNSEEN_CUST_00091,7824.29,active,,,0,2026-03-08 20:09:42.173986,
UNSEEN_SUB_000092,UNSEEN_CUST_00092,2808.02,cancelled,,,0,2026-07-24 20:09:42.173986,
UNSEEN_SUB_000093,UNSEEN_CUST_00093,3388.01,failed,INSUFFICIENT_BALANCE,insufficient_funds,2,2026-08-14 20:09:42.173986,2026-08-16 05:09:42.173986
UNSEEN_SUB_000094,UNSEEN_CUST_00094,6171.22,active,,,0,2026-03-13 20:09:42.173986,
UNSEEN_SUB_000095,UNSEEN_CUST_00095,2545.95,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,0,2026-03-28 20:09:42.173986,2026-03-28 21:09:42.173986
UNSEEN_SUB_000096,UNSEEN_CUST_00096,9851.31,active,,,0,2026-07-21 20:09:42.174986,
UNSEEN_SUB_000097,UNSEEN_CUST_00097,9973.11,cancelled,,,0,2026-06-09 20:09:42.174986,
UNSEEN_SUB_000098,UNSEEN_CUST_00098,12422.47,active,,,0,2026-05-11 20:09:42.174986,
UNSEEN_SUB_000099,UNSEEN_CUST_00099,11040.05,active,,,0,2026-06-26 20:09:42.174986,
UNSEEN_SUB_000100,UNSEEN_CUST_00100,7196.73,cancelled,,,0,2026-03-01 20:09:42.174986,
UNSEEN_SUB_000101,UNSEEN_CUST_00101,13191.5,failed,UNSPECIFIED_DECLINE,limit_exceeded,2,2026-04-10 20:09:42.174986,2026-04-12 00:09:42.174986
UNSEEN_SUB_000102,UNSEEN_CUST_00102,3272.86,active,,,0,2026-07-24 20:09:42.174986,
UNSEEN_SUB_000103,UNSEEN_CUST_00103,13156.5,active,,,0,2026-08-22 20:09:42.174986,
UNSEEN_SUB_000104,UNSEEN_CUST_00104,10293.26,active,,,0,2026-08-10 20:09:42.174986,
UNSEEN_SUB_000105,UNSEEN_CUST_00105,3404.58,active,,,0,2026-07-08 20:09:42.174986,
UNSEEN_SUB_000106,UNSEEN_CUST_00106,5697.44,active,,,0,2026-04-05 20:09:42.174986,
UNSEEN_SUB_000107,UNSEEN_CUST_00107,2612.51,active,,,0,2026-04-02 20:09:42.174986,
UNSEEN_SUB_000108,UNSEEN_CUST_00108,14483.1,active,,,0,2026-06-17 20:09:42.174986,
UNSEEN_SUB_000109,UNSEEN_CUST_00109,3160.51,failed,PROCESSING_TIMEOUT,timeout,1,2026-07-20 20:09:42.174986,2026-07-21 08:09:42.174986
UNSEEN_SUB_000110,UNSEEN_CUST_00110,10711.13,active,,,0,2026-07-25 20:09:42.174986,
UNSEEN_SUB_000111,UNSEEN_CUST_00111,16756.79,active,,,0,2026-03-21 20:09:42.174986,
UNSEEN_SUB_000112,UNSEEN_CUST_00112,1132.91,failed,NETWORK_TIMEOUT,timeout,1,2026-04-02 20:09:42.174986,2026-04-04 15:09:42.174986
UNSEEN_SUB_000113,UNSEEN_CUST_00113,4869.54,active,,,0,2026-07-10 20:09:42.174986,
UNSEEN_SUB_000114,UNSEEN_CUST_00114,20070.45,active,,,0,2026-03-20 20:09:42.174986,
UNSEEN_SUB_000115,UNSEEN_CUST_00115,18015.8,active,,,0,2026-05-11 20:09:42.174986,
UNSEEN_SUB_000116,UNSEEN_CUST_00116,13203.14,cancelled,,,0,2026-08-25 20:09:42.174986,
UNSEEN_SUB_000117,UNSEEN_CUST_00117,14481.37,active,,,0,2026-04-14 20:09:42.174986,
UNSEEN_SUB_000118,UNSEEN_CUST_00118,5204.91,active,,,0,2026-08-17 20:09:42.174986,
UNSEEN_SUB_000119,UNSEEN_CUST_00119,14565.96,active,,,0,2026-03-02 20:09:42.174986,
UNSEEN_SUB_000120,UNSEEN_CUST_00120,11636.68,active,,,0,2026-03-24 20:09:42.175985,
UNSEEN_SUB_000121,UNSEEN_CUST_00121,12852.73,failed,CUSTOMER_AUTH_FAILED,authentication_failed,1,2026-04-24 20:09:42.175985,2026-04-25 09:09:42.175985
UNSEEN_SUB_000122,UNSEEN_CUST_00122,5746.57,failed,UNSPECIFIED_DECLINE,expired_instrument,1,2026-06-07 20:09:42.175985,2026-06-08 03:09:42.175985
UNSEEN_SUB_000123,UNSEEN_CUST_00123,7945.19,active,,,0,2026-06-01 20:09:42.175985,
UNSEEN_SUB_000124,UNSEEN_CUST_00124,3104.67,failed,LIMIT_EXCEEDED,limit_exceeded,2,2026-03-30 20:09:42.175985,2026-03-31 17:09:42.175985
UNSEEN_SUB_000125,UNSEEN_CUST_00125,7922.63,active,,,0,2026-06-10 20:09:42.175985,
UNSEEN_SUB_000126,UNSEEN_CUST_00126,9214.38,active,,,0,2026-06-09 20:09:42.175985,
UNSEEN_SUB_000127,UNSEEN_CUST_00127,5810.76,active,,,0,2026-06-17 20:09:42.175985,
UNSEEN_SUB_000128,UNSEEN_CUST_00128,2837.44,active,,,0,2026-08-09 20:09:42.175985,
UNSEEN_SUB_000129,UNSEEN_CUST_00129,11157.7,active,,,0,2026-03-21 20:09:42.175985,
UNSEEN_SUB_000130,UNSEEN_CUST_00130,14287.89,active,,,0,2026-06-15 20:09:42.175985,
UNSEEN_SUB_000131,UNSEEN_CUST_00131,10093.94,active,,,0,2026-04-13 20:09:42.175985,
UNSEEN_SUB_000132,UNSEEN_CUST_00132,3317.74,failed,UNSPECIFIED_DECLINE,unknown_failure,2,2026-05-10 20:09:42.175985,2026-05-11 17:09:42.175985
UNSEEN_SUB_000133,UNSEEN_CUST_00133,10702.31,active,,,0,2026-03-07 20:09:42.175985,
UNSEEN_SUB_000134,UNSEEN_CUST_00134,1159.21,cancelled,,,0,2026-07-12 20:09:42.175985,
UNSEEN_SUB_000135,UNSEEN_CUST_00135,2271.89,cancelled,,,0,2026-03-08 20:09:42.175985,
UNSEEN_SUB_000136,UNSEEN_CUST_00136,3927.54,active,,,0,2026-05-05 20:09:42.175985,
UNSEEN_SUB_000137,UNSEEN_CUST_00137,10054.57,active,,,0,2026-05-01 20:09:42.175985,
UNSEEN_SUB_000138,UNSEEN_CUST_00138,12132.14,active,,,0,2026-07-07 20:09:42.175985,
UNSEEN_SUB_000139,UNSEEN_CUST_00139,6624.79,active,,,0,2026-03-07 20:09:42.175985,
UNSEEN_SUB_000140,UNSEEN_CUST_00140,4773.86,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2,2026-03-24 20:09:42.175985,2026-03-24 22:09:42.175985
UNSEEN_SUB_000141,UNSEEN_CUST_00141,2232.57,active,,,0,2026-08-15 20:09:42.175985,
UNSEEN_SUB_000142,UNSEEN_CUST_00142,24347.0,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-03-20 20:09:42.176985,2026-03-22 12:09:42.176985
UNSEEN_SUB_000143,UNSEEN_CUST_00143,12942.51,failed,UNSPECIFIED_DECLINE,insufficient_funds,1,2026-06-22 20:09:42.176985,2026-06-24 11:09:42.176985
UNSEEN_SUB_000144,UNSEEN_CUST_00144,5576.59,active,,,0,2026-06-24 20:09:42.176985,
UNSEEN_SUB_000145,UNSEEN_CUST_00145,2276.7,active,,,0,2026-04-28 20:09:42.176985,
UNSEEN_SUB_000146,UNSEEN_CUST_00146,11534.14,active,,,0,2026-03-26 20:09:42.176985,
UNSEEN_SUB_000147,UNSEEN_CUST_00147,14616.44,active,,,0,2026-04-08 20:09:42.176985,
UNSEEN_SUB_000148,UNSEEN_CUST_00148,9567.04,cancelled,,,0,2026-07-17 20:09:42.176985,
UNSEEN_SUB_000149,UNSEEN_CUST_00149,13477.94,active,,,0,2026-03-20 20:09:42.176985,
UNSEEN_SUB_000150,UNSEEN_CUST_00150,6272.88,failed,AUTHENTICATION_FAILED,authentication_failed,2,2026-05-04 20:09:42.176985,2026-05-05 02:09:42.176985
UNSEEN_SUB_000151,UNSEEN_CUST_00151,14032.16,active,,,0,2026-08-06 20:09:42.176985,
UNSEEN_SUB_000152,UNSEEN_CUST_00152,5124.18,cancelled,,,0,2026-04-27 20:09:42.176985,
UNSEEN_SUB_000153,UNSEEN_CUST_00153,24264.4,active,,,0,2026-06-14 20:09:42.176985,
UNSEEN_SUB_000154,UNSEEN_CUST_00154,5395.23,cancelled,,,0,2026-05-23 20:09:42.176985,
UNSEEN_SUB_000155,UNSEEN_CUST_00155,1518.04,failed,CUSTOMER_AUTH_FAILED,authentication_failed,0,2026-05-31 20:09:42.176985,2026-06-02 09:09:42.176985
UNSEEN_SUB_000156,UNSEEN_CUST_00156,8918.57,active,,,0,2026-03-19 20:09:42.176985,
UNSEEN_SUB_000157,UNSEEN_CUST_00157,11621.44,active,,,0,2026-03-05 20:09:42.176985,
UNSEEN_SUB_000158,UNSEEN_CUST_00158,5555.35,active,,,0,2026-07-28 20:09:42.176985,
UNSEEN_SUB_000159,UNSEEN_CUST_00159,10643.47,active,,,0,2026-07-02 20:09:42.176985,
UNSEEN_SUB_000160,UNSEEN_CUST_00160,2444.23,failed,INSTRUMENT_EXPIRED,expired_instrument,0,2026-04-10 20:09:42.176985,2026-04-12 07:09:42.176985
UNSEEN_SUB_000161,UNSEEN_CUST_00161,7741.71,active,,,0,2026-04-01 20:09:42.176985,
UNSEEN_SUB_000162,UNSEEN_CUST_00162,16760.7,active,,,0,2026-03-01 20:09:42.176985,
UNSEEN_SUB_000163,UNSEEN_CUST_00163,12750.99,active,,,0,2026-03-27 20:09:42.176985,
UNSEEN_SUB_000164,UNSEEN_CUST_00164,9575.43,active,,,0,2026-04-24 20:09:42.176985,
UNSEEN_SUB_000165,UNSEEN_CUST_00165,11156.95,active,,,0,2026-06-30 20:09:42.177985,
UNSEEN_SUB_000166,UNSEEN_CUST_00166,11571.48,active,,,0,2026-07-04 20:09:42.177985,
UNSEEN_SUB_000167,UNSEEN_CUST_00167,11853.43,failed,PROCESSING_TIMEOUT,timeout,2,2026-08-23 20:09:42.177985,2026-08-25 19:09:42.177985
UNSEEN_SUB_000168,UNSEEN_CUST_00168,4485.42,active,,,0,2026-03-02 20:09:42.177985,
UNSEEN_SUB_000169,UNSEEN_CUST_00169,16739.65,active,,,0,2026-03-01 20:09:42.177985,
UNSEEN_SUB_000170,UNSEEN_CUST_00170,14161.34,active,,,0,2026-08-13 20:09:42.177985,
UNSEEN_SUB_000171,UNSEEN_CUST_00171,6813.29,active,,,0,2026-08-24 20:09:42.177985,
UNSEEN_SUB_000172,UNSEEN_CUST_00172,1734.19,active,,,0,2026-07-06 20:09:42.177985,
UNSEEN_SUB_000173,UNSEEN_CUST_00173,14466.57,active,,,0,2026-03-24 20:09:42.177985,
UNSEEN_SUB_000174,UNSEEN_CUST_00174,7626.56,active,,,0,2026-05-09 20:09:42.177985,
UNSEEN_SUB_000175,UNSEEN_CUST_00175,9272.62,cancelled,,,0,2026-08-11 20:09:42.177985,
UNSEEN_SUB_000176,UNSEEN_CUST_00176,4194.18,active,,,0,2026-05-19 20:09:42.177985,
UNSEEN_SUB_000177,UNSEEN_CUST_00177,16847.93,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,1,2026-07-14 20:09:42.177985,2026-07-15 00:09:42.177985
UNSEEN_SUB_000178,UNSEEN_CUST_00178,4327.55,active,,,0,2026-08-13 20:09:42.177985,
UNSEEN_SUB_000179,UNSEEN_CUST_00179,5828.57,failed,CARD_EXPIRED,expired_instrument,1,2026-04-21 20:09:42.177985,2026-04-23 03:09:42.177985
UNSEEN_SUB_000180,UNSEEN_CUST_00180,5261.86,active,,,0,2026-06-08 20:09:42.177985,
UNSEEN_SUB_000181,UNSEEN_CUST_00181,11493.22,active,,,0,2026-07-22 20:09:42.177985,
UNSEEN_SUB_000182,UNSEEN_CUST_00182,5993.69,active,,,0,2026-07-25 20:09:42.177985,
UNSEEN_SUB_000183,UNSEEN_CUST_00183,2293.24,active,,,0,2026-06-24 20:09:42.177985,
UNSEEN_SUB_000184,UNSEEN_CUST_00184,7084.32,active,,,0,2026-08-11 20:09:42.177985,
UNSEEN_SUB_000185,UNSEEN_CUST_00185,10620.53,active,,,0,2026-05-07 20:09:42.177985,
UNSEEN_SUB_000186,UNSEEN_CUST_00186,10367.98,failed,UNSPECIFIED_DECLINE,timeout,0,2026-06-27 20:09:42.177985,2026-06-29 17:09:42.177985
UNSEEN_SUB_000187,UNSEEN_CUST_00187,1184.71,active,,,0,2026-06-08 20:09:42.177985,
UNSEEN_SUB_000188,UNSEEN_CUST_00188,11923.33,active,,,0,2026-03-13 20:09:42.177985,
UNSEEN_SUB_000189,UNSEEN_CUST_00189,14166.38,active,,,0,2026-06-05 20:09:42.178985,
UNSEEN_SUB_000190,UNSEEN_CUST_00190,10063.18,active,,,0,2026-06-30 20:09:42.178985,
UNSEEN_SUB_000191,UNSEEN_CUST_00191,10924.89,cancelled,,,0,2026-05-22 20:09:42.178985,
UNSEEN_SUB_000192,UNSEEN_CUST_00192,4680.02,active,,,0,2026-05-03 20:09:42.178985,
UNSEEN_SUB_000193,UNSEEN_CUST_00193,16447.71,active,,,0,2026-03-15 20:09:42.178985,
UNSEEN_SUB_000194,UNSEEN_CUST_00194,7732.38,active,,,0,2026-05-25 20:09:42.178985,
UNSEEN_SUB_000195,UNSEEN_CUST_00195,3674.01,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-06-16 20:09:42.178985,2026-06-17 17:09:42.178985
UNSEEN_SUB_000196,UNSEEN_CUST_00196,2732.72,active,,,0,2026-02-28 20:09:42.178985,
UNSEEN_SUB_000197,UNSEEN_CUST_00197,9356.77,active,,,0,2026-05-29 20:09:42.178985,
UNSEEN_SUB_000198,UNSEEN_CUST_00198,11022.34,active,,,0,2026-05-22 20:09:42.178985,
UNSEEN_SUB_000199,UNSEEN_CUST_00199,6213.54,active,,,0,2026-05-03 20:09:42.178985,
UNSEEN_SUB_000200,UNSEEN_CUST_00200,5334.53,cancelled,,,0,2026-07-15 20:09:42.178985,
UNSEEN_SUB_000201,UNSEEN_CUST_00201,7572.4,cancelled,,,0,2026-03-23 20:09:42.178985,
UNSEEN_SUB_000202,UNSEEN_CUST_00202,22889.17,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,1,2026-07-12 20:09:42.178985,2026-07-14 19:09:42.178985
UNSEEN_SUB_000203,UNSEEN_CUST_00203,5798.23,active,,,0,2026-08-05 20:09:42.178985,
UNSEEN_SUB_000204,UNSEEN_CUST_00204,5491.14,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,2,2026-06-28 20:09:42.178985,2026-06-29 18:09:42.178985
UNSEEN_SUB_000205,UNSEEN_CUST_00205,9034.92,active,,,0,2026-08-12 20:09:42.178985,
UNSEEN_SUB_000206,UNSEEN_CUST_00206,19508.62,active,,,0,2026-07-14 20:09:42.178985,
UNSEEN_SUB_000207,UNSEEN_CUST_00207,8970.36,active,,,0,2026-08-18 20:09:42.178985,
UNSEEN_SUB_000208,UNSEEN_CUST_00208,3527.72,failed,INSUFFICIENT_BALANCE,insufficient_funds,0,2026-04-12 20:09:42.178985,2026-04-13 20:09:42.178985
UNSEEN_SUB_000209,UNSEEN_CUST_00209,4828.92,active,,,0,2026-06-26 20:09:42.178985,
UNSEEN_SUB_000210,UNSEEN_CUST_00210,1654.26,failed,INSUFFICIENT_BALANCE,insufficient_funds,0,2026-07-13 20:09:42.178985,2026-07-15 19:09:42.178985
UNSEEN_SUB_000211,UNSEEN_CUST_00211,14438.26,active,,,0,2026-04-20 20:09:42.178985,
UNSEEN_SUB_000212,UNSEEN_CUST_00212,13674.9,cancelled,,,0,2026-06-20 20:09:42.178985,
UNSEEN_SUB_000213,UNSEEN_CUST_00213,6334.29,active,,,0,2026-05-03 20:09:42.179985,
UNSEEN_SUB_000214,UNSEEN_CUST_00214,7836.92,active,,,0,2026-06-23 20:09:42.179985,
UNSEEN_SUB_000215,UNSEEN_CUST_00215,4581.31,active,,,0,2026-06-21 20:09:42.179985,
UNSEEN_SUB_000216,UNSEEN_CUST_00216,6613.99,active,,,0,2026-03-20 20:09:42.179985,
UNSEEN_SUB_000217,UNSEEN_CUST_00217,14466.99,failed,POLICY_DECLINED,risk_decline,1,2026-04-05 20:09:42.179985,2026-04-06 11:09:42.179985
UNSEEN_SUB_000218,UNSEEN_CUST_00218,13560.25,active,,,0,2026-04-03 20:09:42.179985,
UNSEEN_SUB_000219,UNSEEN_CUST_00219,5743.73,active,,,0,2026-03-30 20:09:42.179985,
UNSEEN_SUB_000220,UNSEEN_CUST_00220,12457.35,active,,,0,2026-07-18 20:09:42.179985,
UNSEEN_SUB_000221,UNSEEN_CUST_00221,7812.63,active,,,0,2026-06-23 20:09:42.179985,
UNSEEN_SUB_000222,UNSEEN_CUST_00222,5712.92,active,,,0,2026-08-20 20:09:42.179985,
UNSEEN_SUB_000223,UNSEEN_CUST_00223,1700.74,failed,,authentication_failed,2,2026-08-01 20:09:42.179985,2026-08-03 13:09:42.179985
