checkout_id,customer_id,amount,status,checkout_stage,created_at,abandoned_at
UNSEEN_CHK_000038,UNSEEN_CUST_01697,38487.27,completed,payment_attempt,2026-07-15 17:47:42.298724,
UNSEEN_CHK_000039,UNSEEN_CUST_00276,12102.92,completed,payment_attempt,2026-06-17 18:41:42.298724,
UNSEEN_CHK_000040,UNSEEN_CUST_00807,7325.96,abandoned,payment_attempt,2026-06-16 04:15:42.298724,2026-06-16 05:37:42.298724
UNSEEN_CHK_000041,UNSEEN_CUST_00178,40844.34,completed,review,2026-06-13 04:15:42.298724,
UNSEEN_CHK_000042,UNSEEN_CUST_01330,14483.64,abandoned,review,2026-08-21 18:04:42.298724,2026-08-21 19:47:42.298724
UNSEEN_CHK_000043,UNSEEN_CUST_00067,9708.58,completed,payment_page,2026-08-10 04:19:42.298724,
UNSEEN_CHK_000044,UNSEEN_CUST_00736,23652.72,completed,payment_attempt,2026-06-17 13:23:42.298724,
UNSEEN_CHK_000045,UNSEEN_CUST_01566,46075.57,abandoned,payment_attempt,2026-07-10 12:51:41.916985,2026-07-10 13:56:41.916985
UNSEEN_CHK_000046,UNSEEN_CUST_00601,33097.07,abandoned,payment_attempt,2026-07-26 15:29:42.081065,2026-07-26 15:31:42.081065
UNSEEN_CHK_000047,UNSEEN_CUST_00067,15298.89,completed,address,2026-06-11 09:00:42.300724,
UNSEEN_CHK_000048,UNSEEN_CUST_00179,45594.73,abandoned,payment_page,2026-06-24 22:46:42.025070,2026-06-24 23:45:42.025070
UNSEEN_CHK_000049,UNSEEN_CUST_01284,9078.94,expired,payment_page,2026-06-03 22:37:42.301724,2026-06-03 23:23:42.301724
UNSEEN_CHK_000050,UNSEEN_CUST_01760,3243.59,completed,payment_page,2026-08-19 20:46:42.301724,
UNSEEN_CHK_000051,UNSEEN_CUST_01785,12923.27,abandoned,review,2026-06-28 21:04:42.302724,2026-06-28 21:56:42.302724
UNSEEN_CHK_000052,UNSEEN_CUST_00252,4295.63,completed,payment_page,2026-07-03 03:28:42.302724,
UNSEEN_CHK_000053,UNSEEN_CUST_01214,2888.1,completed,address,2026-07-18 02:44:42.302724,
UNSEEN_CHK_000054,UNSEEN_CUST_01098,12627.84,abandoned,payment_attempt,2026-06-15 20:54:42.015073,2026-06-15 20:58:42.015073
UNSEEN_CHK_000055,UNSEEN_CUST_00301,42530.53,abandoned,review,2026-06-04 09:31:42.303724,2026-06-04 10:59:42.303724
UNSEEN_CHK_000056,UNSEEN_CUST_01073,10356.76,completed,address,2026-08-25 14:23:42.303724,
UNSEEN_CHK_000057,UNSEEN_CUST_00244,45644.88,completed,address,2026-08-09 19:31:42.303724,
UNSEEN_CHK_000058,UNSEEN_CUST_01047,40951.55,abandoned,payment_attempt,2026-06-18 04:07:42.012074,2026-06-18 04:20:42.012074
UNSEEN_CHK_000059,UNSEEN_CUST_01621,20560.65,expired,address,2026-08-01 20:43:42.304724,2026-08-01 22:34:42.304724
UNSEEN_CHK_000060,UNSEEN_CUST_01732,2181.28,expired,review,2026-06-23 21:38:42.304724,2026-06-23 22:28:42.304724
UNSEEN_CHK_000061,UNSEEN_CUST_01137,39809.84,abandoned,payment_page,2026-06-25 06:42:41.982986,2026-06-25 06:58:41.982986
UNSEEN_CHK_000062,UNSEEN_CUST_00676,22488.09,completed,payment_attempt,2026-06-05 11:18:42.306723,
UNSEEN_CHK_000063,UNSEEN_CUST_01661,41403.2,completed,address,2026-06-19 10:52:42.306723,
UNSEEN_CHK_000064,UNSEEN_CUST_00821,43374.36,completed,address,2026-07-05 03:40:42.306723,
UNSEEN_CHK_000065,UNSEEN_CUST_00577,11911.86,abandoned,payment_page,2026-08-17 02:04:41.952989,2026-08-17 03:59:41.952989
UNSEEN_CHK_000066,UNSEEN_CUST_00062,7434.28,abandoned,address,2026-06-14 03:49:42.307723,2026-06-14 04:54:42.307723
UNSEEN_CHK_000067,UNSEEN_CUST_00289,4292.85,abandoned,payment_attempt,2026-06-21 22:10:42.008077,2026-06-21 23:27:42.008077
UNSEEN_CHK_000068,UNSEEN_CUST_01547,26425.08,completed,review,2026-06-15 15:37:42.308723,
UNSEEN_CHK_000069,UNSEEN_CUST_00226,19122.47,abandoned,payment_attempt,2026-07-17 08:13:42.004988,2026-07-17 08:39:42.004988
UNSEEN_CHK_000070,UNSEEN_CUST_00740,40865.89,abandoned,review,2026-07-23 09:25:42.309724,2026-07-23 10:03:42.309724
UNSEEN_CHK_000071,UNSEEN_CUST_01342,20063.17,abandoned,payment_page,2026-06-25 15:53:42.310761,2026-06-25 17:07:42.310761
UNSEEN_CHK_000072,UNSEEN_CUST_01857,23259.76,abandoned,payment_attempt,2026-06-23 16:20:42.111073,2026-06-23 16:52:42.111073
UNSEEN_CHK_000073,UNSEEN_CUST_00020,41891.53,abandoned,payment_attempt,2026-07-02 08:13:42.311724,2026-07-02 09:24:42.311724
UNSEEN_CHK_000074,UNSEEN_CUST_01793,49212.68,completed,review,2026-06-23 05:14:42.312723,
UNSEEN_CHK_000075,UNSEEN_CUST_00399,3411.13,abandoned,payment_attempt,2026-07-27 10:58:41.943990,2026-07-27 12:34:41.943990
UNSEEN_CHK_000076,UNSEEN_CUST_00952,17292.39,abandoned,review,2026-07-21 14:10:42.313725,2026-07-21 15:33:42.313725
UNSEEN_CHK_000077,UNSEEN_CUST_01051,28780.65,expired,payment_attempt,2026-08-05 20:50:42.313725,2026-08-05 22:29:42.313725
UNSEEN_CHK_000078,UNSEEN_CUST_01012,2170.1,expired,payment_attempt,2026-06-28 12:21:42.313725,2026-06-28 14:07:42.313725
UNSEEN_CHK_000079,UNSEEN_CUST_00251,47223.66,completed,address,2026-06-28 10:31:42.313725,
UNSEEN_CHK_000080,UNSEEN_CUST_00099,17178.4,completed,address,2026-07-20 05:11:42.313725,
UNSEEN_CHK_000081,UNSEEN_CUST_01695,1644.9,completed,review,2026-08-24 06:17:42.314725,
UNSEEN_CHK_000082,UNSEEN_CUST_01495,37678.53,completed,address,2026-07-05 22:02:42.314725,
UNSEEN_CHK_000083,UNSEEN_CUST_01505,4290.6,completed,payment_page,2026-07-17 09:12:42.314725,
UNSEEN_CHK_000084,UNSEEN_CUST_00882,32640.12,completed,address,2026-07-28 09:20:42.314725,
UNSEEN_CHK_000085,UNSEEN_CUST_01161,24497.79,expired,payment_attempt,2026-07-24 01:59:42.314725,2026-07-24 03:25:42.314725
UNSEEN_CHK_000086,UNSEEN_CUST_00957,39278.83,expired,payment_page,2026-07-14 14:08:42.314725,2026-07-14 15:56:42.314725
UNSEEN_CHK_000087,UNSEEN_CUST_01713,28900.95,completed,payment_attempt,2026-08-13 09:10:42.314725,
UNSEEN_CHK_000088,UNSEEN_CUST_01285,44392.5,abandoned,address,2026-08-08 02:25:42.314725,2026-08-08 03:39:42.314725
UNSEEN_CHK_000089,UNSEEN_CUST_00703,17688.57,completed,payment_page,2026-06-19 08:18:42.314725,
UNSEEN_CHK_000090,UNSEEN_CUST_01460,23035.07,completed,payment_page,2026-08-12 20:39:42.314725,
UNSEEN_CHK_000091,UNSEEN_CUST_01087,29284.8,completed,address,2026-07-10 08:35:42.314725,
UNSEEN_CHK_000092,UNSEEN_CUST_01877,8691.47,abandoned,payment_page,2026-06-24 18:34:42.314725,2026-06-24 20:18:42.314725
UNSEEN_CHK_000093,UNSEEN_CUST_00224,12905.76,abandoned,address,2026-07-08 17:02:42.314725,2026-07-08 17:06:42.314725
UNSEEN_CHK_000094,UNSEEN_CUST_01807,28504.66,completed,payment_page,2026-07-05 05:23:42.314725,
UNSEEN_CHK_000095,UNSEEN_CUST_01849,8001.43,abandoned,review,2026-06-03 03:06:42.314725,2026-06-03 03:47:42.314725
UNSEEN_CHK_000096,UNSEEN_CUST_01389,35099.68,abandoned,payment_page,2026-07-04 22:28:42.110068,2026-07-05 00:08:42.110068
UNSEEN_CHK_000097,UNSEEN_CUST_00232,45418.64,abandoned,payment_page,2026-07-23 12:14:41.968991,2026-07-23 13:38:41.968991
UNSEEN_CHK_000098,UNSEEN_CUST_00719,18276.11,abandoned,review,2026-08-15 03:22:42.316724,2026-08-15 03:57:42.316724
UNSEEN_CHK_000099,UNSEEN_CUST_01549,8520.59,abandoned,payment_attempt,2026-06-19 04:20:41.898985,2026-06-19 05:21:41.898985
UNSEEN_CHK_000100,UNSEEN_CUST_01822,16487.45,completed,payment_attempt,2026-07-25 17:00:42.318725,
UNSEEN_CHK_000101,UNSEEN_CUST_00472,10547.77,completed,review,2026-08-08 20:21:42.318725,
UNSEEN_CHK_000102,UNSEEN_CUST_01819,49121.45,abandoned,review,2026-06-17 01:08:42.318725,2026-06-17 01:48:42.318725
UNSEEN_CHK_000103,UNSEEN_CUST_01862,18689.59,abandoned,address,2026-06-26 10:25:42.318725,2026-06-26 12:23:42.318725
UNSEEN_CHK_000104,UNSEEN_CUST_01405,37477.45,completed,payment_attempt,2026-06-11 02:07:42.318725,
UNSEEN_CHK_000105,UNSEEN_CUST_00826,43642.78,completed,address,2026-07-30 12:04:42.318725,
UNSEEN_CHK_000106,UNSEEN_CUST_00110,1650.84,expired,review,2026-06-11 10:00:42.318725,2026-06-11 11:19:42.318725
UNSEEN_CHK_000107,UNSEEN_CUST_00499,6723.63,abandoned,payment_page,2026-08-09 05:06:42.318725,2026-08-09 06:47:42.318725
UNSEEN_CHK_000108,UNSEEN_CUST_01776,15293.28,abandoned,review,2026-07-09 04:11:42.318725,2026-07-09 04:39:42.318725
UNSEEN_CHK_000109,UNSEEN_CUST_00005,29097.4,abandoned,payment_attempt,2026-08-09 14:40:42.318725,2026-08-09 15:00:42.318725
UNSEEN_CHK_000110,UNSEEN_CUST_00216,27004.07,completed,review,2026-08-19 19:33:42.318725,
UNSEEN_CHK_000111,UNSEEN_CUST_01712,7190.4,completed,payment_page,2026-08-01 10:37:42.318725,
UNSEEN_CHK_000112,UNSEEN_CUST_00914,87670.17,abandoned,payment_page,2026-07-01 17:45:41.867990,2026-07-01 18:30:41.867990
UNSEEN_CHK_000113,UNSEEN_CUST_01705,42354.21,abandoned,payment_page,2026-08-02 13:27:41.827478,2026-08-02 13:48:41.827478
UNSEEN_CHK_000114,UNSEEN_CUST_00521,19095.41,abandoned,payment_page,2026-05-29 14:26:41.957990,2026-05-29 15:58:41.957990
UNSEEN_CHK_000115,UNSEEN_CUST_01682,79602.63,completed,address,2026-08-22 05:35:42.322723,
UNSEEN_CHK_000116,UNSEEN_CUST_00140,46904.37,completed,payment_attempt,2026-08-12 00:06:42.323832,
UNSEEN_CHK_000117,UNSEEN_CUST_01759,21832.97,completed,review,2026-07-23 23:23:42.323832,
UNSEEN_CHK_000118,UNSEEN_CUST_01251,11521.61,expired,address,2026-06-08 15:53:42.323832,2026-06-08 17:40:42.323832
UNSEEN_CHK_000119,UNSEEN_CUST_00813,14418.43,abandoned,payment_attempt,2026-08-18 05:44:42.323832,2026-08-18 05:53:42.323832
UNSEEN_CHK_000120,UNSEEN_CUST_01505,30012.38,completed,payment_page,2026-07-01 18:10:42.323832,
UNSEEN_CHK_000121,UNSEEN_CUST_01671,14964.95,completed,payment_page,2026-06-28 16:46:42.323832,
UNSEEN_CHK_000122,UNSEEN_CUST_00611,23767.65,abandoned,payment_page,2026-08-17 14:07:41.897985,2026-08-17 16:03:41.897985
UNSEEN_CHK_000123,UNSEEN_CUST_00380,41376.21,expired,review,2026-08-11 14:26:42.325836,2026-08-11 15:47:42.325836
UNSEEN_CHK_000124,UNSEEN_CUST_00752,45639.17,abandoned,address,2026-08-04 13:49:42.325836,2026-08-04 14:23:42.325836
UNSEEN_CHK_000125,UNSEEN_CUST_00365,27985.72,expired,review,2026-07-19 01:05:42.325836,2026-07-19 02:13:42.325836
UNSEEN_CHK_000126,UNSEEN_CUST_00682,51846.08,completed,address,2026-08-21 20:13:42.325836,
UNSEEN_CHK_000127,UNSEEN_CUST_00295,14314.4,completed,payment_page,2026-07-19 10:29:42.325836,
UNSEEN_CHK_000128,UNSEEN_CUST_00941,21151.66,abandoned,payment_attempt,2026-08-10 01:49:42.325836,2026-08-10 03:23:42.325836
UNSEEN_CHK_000129,UNSEEN_CUST_00920,18360.97,completed,payment_page,2026-07-21 00:03:42.326915,
UNSEEN_CHK_000130,UNSEEN_CUST_01354,15582.51,abandoned,review,2026-07-29 16:28:42.326915,2026-07-29 17:22:42.326915
UNSEEN_CHK_000131,UNSEEN_CUST_00557,14278.57,completed,payment_page,2026-06-24 20:22:42.326915,
UNSEEN_CHK_000132,UNSEEN_CUST_00078,19049.68,abandoned,payment_attempt,2026-07-03 02:05:41.988078,2026-07-03 02:42:41.988078
UNSEEN_CHK_000133,UNSEEN_CUST_00270,99957.83,completed,review,2026-06-11 10:11:42.327928,
UNSEEN_CHK_000134,UNSEEN_CUST_01071,17042.13,abandoned,payment_page,2026-08-20 00:41:42.327928,2026-08-20 01:23:42.327928
UNSEEN_CHK_000135,UNSEEN_CUST_01461,43721.81,completed,payment_attempt,2026-07-02 07:05:42.327928,
UNSEEN_CHK_000136,UNSEEN_CUST_00707,6246.12,expired,review,2026-06-30 16:18:42.327928,2026-06-30 16:45:42.327928
UNSEEN_CHK_000137,UNSEEN_CUST_00206,62259.98,abandoned,payment_page,2026-06-13 06:03:42.327928,2026-06-13 07:39:42.327928
UNSEEN_CHK_000138,UNSEEN_CUST_00390,47047.55,completed,review,2026-07-24 20:22:42.327928,
UNSEEN_CHK_000139,UNSEEN_CUST_00728,20984.56,completed,payment_page,2026-07-31 19:21:42.327928,
UNSEEN_CHK_000140,UNSEEN_CUST_01164,4913.3,abandoned,address,2026-06-13 02:39:42.327928,2026-06-13 03:46:42.327928
UNSEEN_CHK_000141,UNSEEN_CUST_01934,40085.44,expired,payment_attempt,2026-08-25 03:07:42.327928,2026-08-25 03:43:42.327928
UNSEEN_CHK_000142,UNSEEN_CUST_01879,60765.21,completed,address,2026-07-09 22:58:42.327928,
UNSEEN_CHK_000143,UNSEEN_CUST_01944,17097.49,abandoned,review,2026-08-02 11:56:42.328917,2026-08-02 12:07:42.328917
UNSEEN_CHK_000144,UNSEEN_CUST_00442,1531.31,abandoned,payment_page,2026-06-13 20:13:41.834479,2026-06-13 20:55:41.834479
UNSEEN_CHK_000145,UNSEEN_CUST_00516,2000.62,completed,payment_page,2026-06-22 13:57:42.329916,
UNSEEN_CHK_000146,UNSEEN_CUST_01084,35565.02,abandoned,payment_page,2026-05-30 20:13:41.836478,2026-05-30 21:54:41.836478
UNSEEN_CHK_000147,UNSEEN_CUST_00486,42830.99,abandoned,payment_page,2026-06-13 08:18:42.111073,2026-06-13 08:30:42.111073
UNSEEN_CHK_000148,UNSEEN_CUST_01108,18857.78,abandoned,payment_page,2026-08-07 20:04:42.107065,2026-08-07 20:21:42.107065
UNSEEN_CHK_000149,UNSEEN_CUST_01953,47513.88,abandoned,payment_page,2026-06-26 01:22:41.836478,2026-06-26 02:17:41.836478
UNSEEN_CHK_000150,UNSEEN_CUST_01338,20579.79,completed,payment_attempt,2026-06-03 14:49:42.332922,
UNSEEN_CHK_000151,UNSEEN_CUST_00144,13200.7,completed,payment_attempt,2026-08-02 14:09:42.332922,
UNSEEN_CHK_000152,UNSEEN_CUST_00915,9721.82,completed,payment_attempt,2026-06-21 09:28:42.333839,
UNSEEN_CHK_000153,UNSEEN_CUST_00015,55206.83,completed,address,2026-07-14 22:59:42.333839,
UNSEEN_CHK_000154,UNSEEN_CUST_01297,43257.16,completed,payment_page,2026-08-23 14:19:42.333839,
UNSEEN_CHK_000155,UNSEEN_CUST_01754,61345.92,abandoned,payment_page,2026-07-19 23:23:42.016071,2026-07-20 00:19:42.016071
UNSEEN_CHK_000156,UNSEEN_CUST_01329,12080.98,completed,review,2026-08-06 22:11:42.334835,
UNSEEN_CHK_000157,UNSEEN_CUST_01356,10821.77,completed,address,2026-07-15 22:59:42.334835,
UNSEEN_CHK_000158,UNSEEN_CUST_01601,11762.02,expired,review,2026-08-25 04:12:42.334835,2026-08-25 05:00:42.334835
UNSEEN_CHK_000159,UNSEEN_CUST_01982,34974.18,abandoned,payment_attempt,2026-06-08 22:38:42.334835,2026-06-09 00:29:42.334835
UNSEEN_CHK_000160,UNSEEN_CUST_01097,6325.05,abandoned,address,2026-06-08 02:05:42.334835,2026-06-08 02:12:42.334835
UNSEEN_CHK_000161,UNSEEN_CUST_01811,19664.22,abandoned,payment_attempt,2026-08-15 21:34:41.916985,2026-08-15 22:51:41.916985
UNSEEN_CHK_000162,UNSEEN_CUST_01072,16643.29,abandoned,address,2026-06-13 14:06:42.335836,2026-06-13 15:24:42.335836
UNSEEN_CHK_000163,UNSEEN_CUST_01329,27887.46,abandoned,payment_page,2026-07-04 01:37:41.870990,2026-07-04 01:58:41.870990
UNSEEN_CHK_000164,UNSEEN_CUST_01746,58633.99,completed,review,2026-07-02 12:46:42.336836,
UNSEEN_CHK_000165,UNSEEN_CUST_00303,44714.01,abandoned,review,2026-06-20 18:30:42.336836,2026-06-20 19:09:42.336836
UNSEEN_CHK_000166,UNSEEN_CUST_01679,9905.9,abandoned,address,2026-06-04 07:56:42.337836,2026-06-04 08:36:42.337836
UNSEEN_CHK_000167,UNSEEN_CUST_00962,13486.7,completed,payment_attempt,2026-08-22 21:46:42.337836,
UNSEEN_CHK_000168,UNSEEN_CUST_00617,42185.19,completed,review,2026-06-27 19:38:42.337836,
UNSEEN_CHK_000169,UNSEEN_CUST_00083,20683.86,abandoned,payment_attempt,2026-07-30 22:17:42.069066,2026-07-30 22:31:42.069066
UNSEEN_CHK_000170,UNSEEN_CUST_00896,22546.81,completed,review,2026-07-03 09:58:42.338836,
UNSEEN_CHK_000171,UNSEEN_CUST_01521,29186.92,completed,review,2026-08-20 11:48:42.338836,
UNSEEN_CHK_000172,UNSEEN_CUST_00378,4878.79,completed,address,2026-06-26 05:13:42.338836,
UNSEEN_CHK_000173,UNSEEN_CUST_00619,18741.22,completed,payment_attempt,2026-07-11 12:31:42.338836,
UNSEEN_CHK_000174,UNSEEN_CUST_00900,35178.6,completed,payment_page,2026-05-29 07:37:42.338836,
UNSEEN_CHK_000175,UNSEEN_CUST_00274,8422.36,abandoned,review,2026-07-21 06:21:42.338836,2026-07-21 07:43:42.338836
UNSEEN_CHK_000176,UNSEEN_CUST_01941,21556.97,abandoned,payment_attempt,2026-06-29 06:42:42.338836,2026-06-29 08:21:42.338836
UNSEEN_CHK_000177,UNSEEN_CUST_01177,16311.92,completed,payment_page,2026-07-02 10:40:42.338836,
UNSEEN_CHK_000178,UNSEEN_CUST_01491,4325.87,abandoned,address,2026-07-11 05:56:42.339835,2026-07-11 06:20:42.339835
UNSEEN_CHK_000179,UNSEEN_CUST_00283,4205.97,expired,payment_page,2026-06-25 04:10:42.339835,2026-06-25 06:04:42.339835
UNSEEN_CHK_000180,UNSEEN_CUST_01447,33236.75,abandoned,payment_page,2026-07-05 15:26:41.917985,2026-07-05 15:32:41.917985
UNSEEN_CHK_000181,UNSEEN_CUST_01900,7668.5,abandoned,address,2026-07-06 12:59:42.341835,2026-07-06 14:38:42.341835
UNSEEN_CHK_000182,UNSEEN_CUST_00467,18794.17,completed,payment_page,2026-08-08 04:48:42.341835,
UNSEEN_CHK_000183,UNSEEN_CUST_00160,21764.82,completed,address,2026-08-12 04:04:42.341835,
UNSEEN_CHK_000184,UNSEEN_CUST_01925,63775.17,abandoned,address,2026-06-01 18:19:42.341835,2026-06-01 19:37:42.341835
UNSEEN_CHK_000185,UNSEEN_CUST_00961,34266.29,completed,payment_page,2026-08-22 09:23:42.341835,
UNSEEN_CHK_000186,UNSEEN_CUST_01701,29042.24,abandoned,payment_page,2026-07-21 22:07:42.342836,2026-07-21 22:41:42.342836
UNSEEN_CHK_000187,UNSEEN_CUST_01376,27380.07,abandoned,payment_page,2026-07-05 05:51:41.902985,2026-07-05 06:42:41.902985
UNSEEN_CHK_000188,UNSEEN_CUST_01084,10740.28,completed,review,2026-08-10 22:43:42.343836,
UNSEEN_CHK_000189,UNSEEN_CUST_01973,48809.65,completed,payment_page,2026-07-01 22:22:42.343836,
UNSEEN_CHK_000190,UNSEEN_CUST_00387,66009.28,abandoned,review,2026-08-21 19:51:42.343836,2026-08-21 20:08:42.343836
UNSEEN_CHK_000191,UNSEEN_CUST_01708,49152.53,completed,payment_attempt,2026-07-17 08:33:42.343836,
UNSEEN_CHK_000192,UNSEEN_CUST_00908,36547.0,abandoned,payment_attempt,2026-08-07 14:04:42.068066,2026-08-07 15:52:42.068066
UNSEEN_CHK_000193,UNSEEN_CUST_01538,10856.6,abandoned,payment_page,2026-05-28 20:29:41.898985,2026-05-28 20:40:41.898985
UNSEEN_CHK_000194,UNSEEN_CUST_01957,35991.66,abandoned,payment_page,2026-07-23 16:29:42.345835,2026-07-23 17:01:42.345835
UNSEEN_CHK_000195,UNSEEN_CUST_01871,19759.83,completed,payment_attempt,2026-08-19 23:45:42.346841,
UNSEEN_CHK_000196,UNSEEN_CUST_01645,27428.44,completed,review,2026-07-09 19:06:42.346841,
UNSEEN_CHK_000197,UNSEEN_CUST_00878,49044.93,completed,address,2026-06-16 03:56:42.346841,
UNSEEN_CHK_000198,UNSEEN_CUST_01482,32124.07,completed,payment_attempt,2026-08-23 09:17:42.346841,
UNSEEN_CHK_000199,UNSEEN_CUST_00836,31817.28,completed,payment_attempt,2026-08-07 22:39:42.346841,
UNSEEN_CHK_000200,UNSEEN_CUST_00470,43642.75,completed,payment_page,2026-06-27 16:14:42.346841,
UNSEEN_CHK_000201,UNSEEN_CUST_00906,19181.99,completed,payment_attempt,2026-08-13 13:37:42.346841,
UNSEEN_CHK_000202,UNSEEN_CUST_01089,35330.6,completed,address,2026-07-19 00:18:42.346841,
UNSEEN_CHK_000203,UNSEEN_CUST_00153,73065.49,abandoned,payment_attempt,2026-07-10 14:16:42.346841,2026-07-10 16:09:42.346841
UNSEEN_CHK_000204,UNSEEN_CUST_01025,23433.89,abandoned,payment_page,2026-07-10 08:14:42.346841,2026-07-10 09:54:42.346841
UNSEEN_CHK_000205,UNSEEN_CUST_00296,14255.45,abandoned,payment_page,2026-08-14 12:34:41.901985,2026-08-14 13:04:41.901985
UNSEEN_CHK_000206,UNSEEN_CUST_00222,98065.97,abandoned,payment_attempt,2026-08-14 18:33:42.347839,2026-08-14 19:56:42.347839
UNSEEN_CHK_000207,UNSEEN_CUST_01037,33441.62,expired,payment_page,2026-05-31 11:23:42.347839,2026-05-31 11:51:42.347839
UNSEEN_CHK_000208,UNSEEN_CUST_01314,97366.44,abandoned,review,2026-07-30 18:48:42.347839,2026-07-30 19:14:42.347839
UNSEEN_CHK_000209,UNSEEN_CUST_01287,23939.79,abandoned,payment_attempt,2026-07-27 19:33:42.347839,2026-07-27 20:55:42.347839
