payment_id,customer_id,amount,payment_method,status,raw_failure_code,failure_category,attempt_number,created_at
UNSEEN_PAY_000021,UNSEEN_CUST_01559,30150.89,card,successful,,,1,2026-07-12 21:05:41.796577
UNSEEN_PAY_000022,UNSEEN_CUST_01527,4664.65,upi,successful,,,1,2026-06-01 03:28:41.796577
UNSEEN_PAY_000023,UNSEEN_CUST_00060,39840.45,card,successful,,,1,2026-08-25 08:03:41.796577
UNSEEN_PAY_000024,UNSEEN_CUST_01741,31821.67,card,successful,,,1,2026-07-19 14:12:41.796577
UNSEEN_PAY_000025,UNSEEN_CUST_00261,40942.08,upi,successful,,,1,2026-05-29 02:39:41.796577
UNSEEN_PAY_000026,UNSEEN_CUST_01098,16320.74,card,successful,,,1,2026-08-04 12:38:41.796577
UNSEEN_PAY_000027,UNSEEN_CUST_01875,44302.97,upi,successful,,,1,2026-05-31 09:07:41.796577
UNSEEN_PAY_000028,UNSEEN_CUST_01394,35863.92,card,successful,,,1,2026-06-24 10:09:41.796577
UNSEEN_PAY_000029,UNSEEN_CUST_01052,15370.57,upi,successful,,,1,2026-06-18 19:25:41.796577
UNSEEN_PAY_000030,UNSEEN_CUST_00242,11798.23,card,successful,,,1,2026-07-04 18:44:41.796577
UNSEEN_PAY_000031,UNSEEN_CUST_00249,48553.42,upi,successful,,,1,2026-06-18 05:09:41.796577
UNSEEN_PAY_000032,UNSEEN_CUST_01951,31119.86,card,failed,NETWORK_TIMEOUT,timeout,1,2026-07-29 12:21:41.796577
UNSEEN_PAY_000033,UNSEEN_CUST_01320,44959.29,upi,successful,,,1,2026-08-11 00:59:41.797581
UNSEEN_PAY_000034,UNSEEN_CUST_01088,5749.43,card,successful,,,1,2026-07-26 09:12:41.797581
UNSEEN_PAY_000035,UNSEEN_CUST_01079,17009.76,netbanking,failed,UNSPECIFIED_DECLINE,insufficient_funds,1,2026-07-13 09:14:41.797581
UNSEEN_PAY_000036,UNSEEN_CUST_00171,47564.79,upi,successful,,,1,2026-08-22 02:47:41.797581
UNSEEN_PAY_000037,UNSEEN_CUST_00632,37067.13,upi,successful,,,1,2026-08-01 18:05:41.797581
UNSEEN_PAY_000038,UNSEEN_CUST_01755,17206.92,upi,successful,,,1,2026-05-28 22:54:41.797581
UNSEEN_PAY_000039,UNSEEN_CUST_01839,8978.5,card,successful,,,1,2026-07-22 09:24:41.797581
UNSEEN_PAY_000040,UNSEEN_CUST_01874,33560.37,card,successful,,,1,2026-06-01 20:14:41.797581
UNSEEN_PAY_000041,UNSEEN_CUST_00369,17541.76,upi,successful,,,1,2026-07-07 22:23:41.797581
UNSEEN_PAY_000042,UNSEEN_CUST_01591,13008.9,upi,successful,,,1,2026-05-30 13:04:41.797581
UNSEEN_PAY_000043,UNSEEN_CUST_01849,7492.8,upi,successful,,,1,2026-06-30 16:57:41.797581
UNSEEN_PAY_000044,UNSEEN_CUST_00036,17695.24,netbanking,successful,,,1,2026-06-29 19:19:41.797581
UNSEEN_PAY_000045,UNSEEN_CUST_01089,91273.98,card,successful,,,1,2026-08-10 21:03:41.797581
UNSEEN_PAY_000046,UNSEEN_CUST_00417,17608.88,upi,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-07-05 07:48:41.797581
UNSEEN_PAY_000047,UNSEEN_CUST_00632,14920.1,upi,successful,,,1,2026-08-14 20:24:41.797581
UNSEEN_PAY_000048,UNSEEN_CUST_01491,39040.3,upi,failed,CARD_EXPIRED,expired_instrument,1,2026-07-30 06:22:41.797581
UNSEEN_PAY_000049,UNSEEN_CUST_01605,65398.48,upi,successful,,,1,2026-06-03 05:17:41.797581
UNSEEN_PAY_000050,UNSEEN_CUST_00866,40448.05,card,successful,,,1,2026-06-01 10:49:41.797581
UNSEEN_PAY_000051,UNSEEN_CUST_00697,2759.58,netbanking,successful,,,1,2026-08-25 17:22:41.797581
UNSEEN_PAY_000052,UNSEEN_CUST_01133,9745.37,upi,successful,,,1,2026-07-14 05:31:41.798581
UNSEEN_PAY_000053,UNSEEN_CUST_00113,6518.73,upi,successful,,,1,2026-07-17 17:30:41.798581
UNSEEN_PAY_000054,UNSEEN_CUST_00376,6884.88,upi,failed,TRANSACTION_LIMIT_EXCEEDED,limit_exceeded,1,2026-06-13 23:27:41.798581
UNSEEN_PAY_000055,UNSEEN_CUST_01383,10685.96,upi,failed,AUTHENTICATION_FAILED,authentication_failed,1,2026-08-11 11:39:41.798581
UNSEEN_PAY_000056,UNSEEN_CUST_00691,33184.56,upi,successful,,,1,2026-07-04 08:50:41.798581
UNSEEN_PAY_000057,UNSEEN_CUST_00998,30376.57,card,successful,,,1,2026-06-11 10:10:41.798581
UNSEEN_PAY_000058,UNSEEN_CUST_01048,7575.14,card,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-08-04 12:43:41.798581
UNSEEN_PAY_000059,UNSEEN_CUST_00886,49372.0,card,successful,,,1,2026-08-23 10:40:41.798581
UNSEEN_PAY_000060,UNSEEN_CUST_00823,44821.25,upi,successful,,,1,2026-06-26 14:27:41.798581
UNSEEN_PAY_000061,UNSEEN_CUST_01470,14869.43,card,successful,,,1,2026-08-26 00:19:41.798581
UNSEEN_PAY_000062,UNSEEN_CUST_00549,49218.84,upi,successful,,,1,2026-07-25 10:04:41.798581
UNSEEN_PAY_000063,UNSEEN_CUST_01698,98547.11,upi,successful,,,1,2026-07-26 10:28:41.799580
UNSEEN_PAY_000064,UNSEEN_CUST_00763,2680.59,upi,successful,,,1,2026-06-10 13:04:41.799580
UNSEEN_PAY_000065,UNSEEN_CUST_00012,11111.72,upi,failed,INSTRUMENT_EXPIRED,expired_instrument,1,2026-06-15 08:18:41.799580
UNSEEN_PAY_000066,UNSEEN_CUST_01074,27622.51,upi,successful,,,1,2026-08-26 05:11:41.799580
UNSEEN_PAY_000067,UNSEEN_CUST_01189,27189.84,upi,successful,,,1,2026-06-09 22:04:41.799580
UNSEEN_PAY_000068,UNSEEN_CUST_01744,39560.4,upi,successful,,,1,2026-07-07 14:30:41.799580
UNSEEN_PAY_000069,UNSEEN_CUST_00294,18757.83,netbanking,successful,,,1,2026-07-22 21:25:41.799580
UNSEEN_PAY_000070,UNSEEN_CUST_01065,45425.81,card,failed,UNSPECIFIED_DECLINE,unknown_failure,1,2026-05-29 17:57:41.799580
UNSEEN_PAY_000071,UNSEEN_CUST_00634,6314.9,upi,failed,TRANSACTION_LIMIT_EXCEEDED,limit_exceeded,1,2026-08-03 23:42:41.799580
UNSEEN_PAY_000072,UNSEEN_CUST_01461,45137.6,upi,successful,,,1,2026-07-19 12:17:41.799580
UNSEEN_PAY_000073,UNSEEN_CUST_01440,41019.05,upi,successful,,,1,2026-06-04 09:37:41.799580
UNSEEN_PAY_000074,UNSEEN_CUST_00157,28820.7,card,successful,,,1,2026-06-30 10:40:41.799580
UNSEEN_PAY_000075,UNSEEN_CUST_01103,19352.04,upi,successful,,,1,2026-08-05 13:25:41.799580
UNSEEN_PAY_000076,UNSEEN_CUST_01537,13251.5,upi,successful,,,1,2026-07-09 10:40:41.799580
UNSEEN_PAY_000077,UNSEEN_CUST_00162,26219.27,upi,failed,UNSPECIFIED_DECLINE,unknown_failure,1,2026-07-09 12:07:41.799580
UNSEEN_PAY_000078,UNSEEN_CUST_01266,39458.36,upi,successful,,,1,2026-07-27 06:10:41.799580
UNSEEN_PAY_000079,UNSEEN_CUST_00556,16094.84,upi,successful,,,1,2026-07-06 15:20:41.799580
UNSEEN_PAY_000080,UNSEEN_CUST_01827,46173.53,upi,successful,,,1,2026-05-31 01:18:41.799580
UNSEEN_PAY_000081,UNSEEN_CUST_00826,38630.71,upi,successful,,,1,2026-06-09 02:46:41.799580
UNSEEN_PAY_000082,UNSEEN_CUST_00396,88492.2,upi,successful,,,1,2026-08-20 10:05:41.800579
UNSEEN_PAY_000083,UNSEEN_CUST_01858,9760.11,upi,successful,,,1,2026-07-04 03:16:41.800579
UNSEEN_PAY_000084,UNSEEN_CUST_01090,43532.6,upi,successful,,,1,2026-08-03 09:02:41.800579
UNSEEN_PAY_000085,UNSEEN_CUST_01836,5315.62,card,successful,,,1,2026-05-28 23:13:41.800579
UNSEEN_PAY_000086,UNSEEN_CUST_01923,13458.42,netbanking,successful,,,1,2026-07-27 06:12:41.800579
UNSEEN_PAY_000087,UNSEEN_CUST_00953,14800.81,upi,failed,UNSPECIFIED_DECLINE,blocked_instrument,1,2026-05-30 10:31:41.800579
UNSEEN_PAY_000088,UNSEEN_CUST_01788,24937.11,upi,successful,,,1,2026-08-06 00:22:41.800579
UNSEEN_PAY_000089,UNSEEN_CUST_00172,21703.15,upi,successful,,,1,2026-05-30 17:18:41.800579
UNSEEN_PAY_000090,UNSEEN_CUST_01366,27158.07,upi,successful,,,1,2026-06-28 06:13:41.800579
UNSEEN_PAY_000091,UNSEEN_CUST_01201,38499.35,upi,successful,,,1,2026-08-12 13:46:41.800579
UNSEEN_PAY_000092,UNSEEN_CUST_00839,41123.24,card,failed,UNSPECIFIED_DECLINE,unknown_failure,1,2026-06-08 02:36:41.800579
UNSEEN_PAY_000093,UNSEEN_CUST_00969,20613.69,upi,successful,,,1,2026-07-06 23:13:41.800579
UNSEEN_PAY_000094,UNSEEN_CUST_00418,25916.38,upi,successful,,,1,2026-06-29 22:45:41.800579
UNSEEN_PAY_000095,UNSEEN_CUST_00550,18795.35,card,successful,,,1,2026-08-04 16:17:41.800579
UNSEEN_PAY_000096,UNSEEN_CUST_00691,21456.68,upi,successful,,,2,2026-08-23 07:49:41.800579
UNSEEN_PAY_000097,UNSEEN_CUST_00774,1917.01,netbanking,successful,,,1,2026-07-01 17:55:41.800579
UNSEEN_PAY_000098,UNSEEN_CUST_01012,8268.55,upi,successful,,,1,2026-08-14 08:38:41.800579
UNSEEN_PAY_000099,UNSEEN_CUST_01348,29007.48,upi,successful,,,1,2026-08-14 11:37:41.800579
UNSEEN_PAY_000100,UNSEEN_CUST_00895,44108.45,card,successful,,,1,2026-08-22 15:56:41.800579
UNSEEN_PAY_000101,UNSEEN_CUST_01357,78914.5,card,successful,,,1,2026-07-10 22:23:41.800579
UNSEEN_PAY_000102,UNSEEN_CUST_01108,17439.83,upi,successful,,,1,2026-08-05 13:52:41.801579
UNSEEN_PAY_000103,UNSEEN_CUST_00475,1660.55,card,successful,,,1,2026-07-10 11:23:41.801579
UNSEEN_PAY_000104,UNSEEN_CUST_00434,49078.5,card,failed,POLICY_DECLINED,risk_decline,1,2026-06-16 04:31:41.801579
UNSEEN_PAY_000105,UNSEEN_CUST_01415,56912.15,card,successful,,,1,2026-08-12 07:05:41.801579
UNSEEN_PAY_000106,UNSEEN_CUST_00848,29873.19,netbanking,successful,,,1,2026-07-21 03:01:41.801579
UNSEEN_PAY_000107,UNSEEN_CUST_01331,36893.36,upi,successful,,,1,2026-07-11 00:14:41.801579
UNSEEN_PAY_000108,UNSEEN_CUST_01957,32706.63,upi,successful,,,1,2026-07-03 16:00:41.801579
UNSEEN_PAY_000109,UNSEEN_CUST_00470,27400.32,upi,successful,,,1,2026-05-29 04:00:41.801579
UNSEEN_PAY_000110,UNSEEN_CUST_00082,74308.9,upi,successful,,,1,2026-08-23 17:17:41.801579
UNSEEN_PAY_000111,UNSEEN_CUST_01017,13756.51,upi,failed,CARD_EXPIRED,expired_instrument,1,2026-08-05 23:04:41.801579
UNSEEN_PAY_000112,UNSEEN_CUST_00283,7254.48,upi,successful,,,1,2026-07-12 23:11:41.801579
UNSEEN_PAY_000113,UNSEEN_CUST_01851,33796.26,netbanking,successful,,,1,2026-06-07 01:35:41.801579
UNSEEN_PAY_000114,UNSEEN_CUST_01477,36742.84,upi,successful,,,1,2026-08-02 17:28:41.801579
UNSEEN_PAY_000115,UNSEEN_CUST_01444,71525.03,card,successful,,,1,2026-07-03 04:03:41.801579
UNSEEN_PAY_000116,UNSEEN_CUST_00371,28125.62,upi,failed,CARD_BLOCKED,blocked_instrument,1,2026-05-30 09:33:41.801579
UNSEEN_PAY_000117,UNSEEN_CUST_01466,14920.73,upi,successful,,,1,2026-05-29 03:42:41.801579
UNSEEN_PAY_000118,UNSEEN_CUST_00498,2299.59,upi,successful,,,1,2026-08-22 16:01:41.801579
UNSEEN_PAY_000119,UNSEEN_CUST_00341,29080.49,card,successful,,,1,2026-08-04 23:44:41.801579
UNSEEN_PAY_000120,UNSEEN_CUST_01704,36012.12,upi,successful,,,1,2026-07-29 11:08:41.802579
UNSEEN_PAY_000121,UNSEEN_CUST_00913,8338.36,card,successful,,,1,2026-07-17 13:24:41.802579
UNSEEN_PAY_000122,UNSEEN_CUST_00038,13406.48,card,successful,,,1,2026-08-04 07:56:41.802579
UNSEEN_PAY_000123,UNSEEN_CUST_00214,6703.93,netbanking,successful,,,1,2026-08-02 21:31:41.802579
UNSEEN_PAY_000124,UNSEEN_CUST_01162,23909.87,netbanking,successful,,,1,2026-06-09 04:11:41.802579
UNSEEN_PAY_000125,UNSEEN_CUST_00916,22086.81,upi,failed,,authentication_failed,1,2026-08-22 11:50:41.802579
UNSEEN_PAY_000126,UNSEEN_CUST_00134,16713.52,upi,successful,,,1,2026-05-28 08:02:41.802579
UNSEEN_PAY_000127,UNSEEN_CUST_01977,41308.91,upi,successful,,,1,2026-08-10 13:38:41.802579
UNSEEN_PAY_000128,UNSEEN_CUST_01329,7071.45,netbanking,successful,,,1,2026-06-22 17:06:41.802579
UNSEEN_PAY_000129,UNSEEN_CUST_00456,39209.29,upi,successful,,,1,2026-06-30 14:33:41.802579
UNSEEN_PAY_000130,UNSEEN_CUST_01595,8800.08,upi,successful,,,1,2026-06-22 14:39:41.802579
UNSEEN_PAY_000131,UNSEEN_CUST_01445,14133.74,upi,successful,,,1,2026-06-18 05:27:41.802579
UNSEEN_PAY_000132,UNSEEN_CUST_01838,40159.98,upi,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-08-16 03:17:41.802579
UNSEEN_PAY_000133,UNSEEN_CUST_00187,2257.43,card,successful,,,1,2026-05-29 00:46:41.802579
UNSEEN_PAY_000134,UNSEEN_CUST_01992,15369.08,upi,successful,,,1,2026-06-25 15:28:41.802579
UNSEEN_PAY_000135,UNSEEN_CUST_01591,39427.39,upi,successful,,,1,2026-08-06 23:36:41.802579
UNSEEN_PAY_000136,UNSEEN_CUST_01645,15183.06,upi,successful,,,2,2026-07-22 19:58:41.802579
UNSEEN_PAY_000137,UNSEEN_CUST_01767,19803.46,upi,failed,INSTRUMENT_BLOCKED,blocked_instrument,1,2026-06-26 19:52:41.802579
UNSEEN_PAY_000138,UNSEEN_CUST_00839,75154.22,upi,successful,,,1,2026-08-14 00:05:41.802579
UNSEEN_PAY_000139,UNSEEN_CUST_01927,27522.52,card,failed,INSTRUMENT_BLOCKED,blocked_instrument,1,2026-06-08 22:11:41.802579
UNSEEN_PAY_000140,UNSEEN_CUST_00666,37308.55,upi,successful,,,1,2026-07-21 15:51:41.803579
UNSEEN_PAY_000141,UNSEEN_CUST_00187,18090.11,upi,successful,,,1,2026-08-07 05:28:41.803579
UNSEEN_PAY_000142,UNSEEN_CUST_01285,47647.79,upi,successful,,,1,2026-07-08 22:51:41.803579
UNSEEN_PAY_000143,UNSEEN_CUST_01517,78847.74,upi,successful,,,1,2026-07-24 12:01:41.803579
UNSEEN_PAY_000144,UNSEEN_CUST_01283,11367.91,upi,successful,,,1,2026-07-16 10:08:41.803579
UNSEEN_PAY_000145,UNSEEN_CUST_01480,29812.14,card,failed,BANK_TEMPORARY_ERROR,temporary_bank_failure,1,2026-06-05 08:03:41.803579
UNSEEN_PAY_000146,UNSEEN_CUST_00664,46637.25,netbanking,successful,,,1,2026-08-09 04:09:41.803579
UNSEEN_PAY_000147,UNSEEN_CUST_01212,18221.11,upi,successful,,,1,2026-08-01 15:35:41.803579
UNSEEN_PAY_000148,UNSEEN_CUST_00672,7683.58,upi,successful,,,1,2026-08-21 19:22:41.803579
UNSEEN_PAY_000149,UNSEEN_CUST_00569,49108.35,upi,successful,,,1,2026-08-15 14:25:41.803579
UNSEEN_PAY_000150,UNSEEN_CUST_01603,44575.56,netbanking,successful,,,1,2026-06-02 02:29:41.803579
UNSEEN_PAY_000151,UNSEEN_CUST_00189,37583.39,upi,successful,,,1,2026-07-27 11:54:41.803579
UNSEEN_PAY_000152,UNSEEN_CUST_01061,15021.09,upi,successful,,,1,2026-06-04 17:57:41.803579
UNSEEN_PAY_000153,UNSEEN_CUST_00300,13900.34,upi,failed,INSTRUMENT_BLOCKED,blocked_instrument,1,2026-06-18 06:53:41.803579
UNSEEN_PAY_000154,UNSEEN_CUST_01530,3214.93,upi,successful,,,1,2026-06-15 04:55:41.803579
UNSEEN_PAY_000155,UNSEEN_CUST_01918,8433.1,netbanking,successful,,,1,2026-06-16 06:13:41.803579
UNSEEN_PAY_000156,UNSEEN_CUST_00742,38024.43,upi,successful,,,1,2026-08-05 10:03:41.803579
UNSEEN_PAY_000157,UNSEEN_CUST_00621,78037.8,netbanking,successful,,,1,2026-08-19 22:49:41.803579
UNSEEN_PAY_000158,UNSEEN_CUST_01035,8683.2,upi,successful,,,1,2026-05-28 22:04:41.803579
UNSEEN_PAY_000159,UNSEEN_CUST_00284,35196.58,card,successful,,,1,2026-06-21 19:43:41.803579
UNSEEN_PAY_000160,UNSEEN_CUST_01617,37825.84,upi,failed,CARD_EXPIRED,expired_instrument,1,2026-07-26 16:18:41.803579
UNSEEN_PAY_000161,UNSEEN_CUST_00879,39505.19,upi,successful,,,1,2026-07-12 22:10:41.804579
UNSEEN_PAY_000162,UNSEEN_CUST_00142,48987.47,upi,successful,,,1,2026-06-25 19:22:41.804579
UNSEEN_PAY_000163,UNSEEN_CUST_00098,41414.51,upi,successful,,,1,2026-06-13 21:43:41.804579
UNSEEN_PAY_000164,UNSEEN_CUST_00323,14109.22,card,successful,,,1,2026-08-11 16:40:41.804579
UNSEEN_PAY_000165,UNSEEN_CUST_00728,15793.26,upi,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-06-28 22:31:41.804579
UNSEEN_PAY_000166,UNSEEN_CUST_01242,39643.25,upi,successful,,,1,2026-08-21 09:39:41.804579
UNSEEN_PAY_000167,UNSEEN_CUST_00351,43731.57,netbanking,successful,,,1,2026-06-26 14:23:41.804579
UNSEEN_PAY_000168,UNSEEN_CUST_01361,75131.1,upi,successful,,,1,2026-07-27 12:22:41.804579
UNSEEN_PAY_000169,UNSEEN_CUST_00180,37919.47,card,successful,,,1,2026-07-28 01:53:41.804579
UNSEEN_PAY_000170,UNSEEN_CUST_01237,86883.43,upi,successful,,,1,2026-08-14 16:45:41.804579
UNSEEN_PAY_000171,UNSEEN_CUST_00975,17421.97,upi,successful,,,1,2026-06-09 14:15:41.804579
UNSEEN_PAY_000172,UNSEEN_CUST_01445,11276.53,upi,successful,,,1,2026-06-29 20:14:41.804579
UNSEEN_PAY_000173,UNSEEN_CUST_00566,3754.01,upi,successful,,,1,2026-06-13 12:40:41.804579
UNSEEN_PAY_000174,UNSEEN_CUST_01754,75161.61,upi,successful,,,1,2026-06-04 00:43:41.804579
UNSEEN_PAY_000175,UNSEEN_CUST_01269,12205.06,upi,successful,,,1,2026-07-25 19:27:41.804579
UNSEEN_PAY_000176,UNSEEN_CUST_00374,4920.35,card,successful,,,1,2026-06-13 05:09:41.804579
UNSEEN_PAY_000177,UNSEEN_CUST_00948,34095.39,upi,failed,UNKNOWN_ERROR,unknown_failure,1,2026-08-19 09:00:41.804579
UNSEEN_PAY_000178,UNSEEN_CUST_01010,3627.41,upi,failed,TRANSACTION_LIMIT_EXCEEDED,limit_exceeded,1,2026-08-10 14:09:41.804579
UNSEEN_PAY_000179,UNSEEN_CUST_00077,24496.68,card,successful,,,1,2026-08-10 05:10:41.804579
UNSEEN_PAY_000180,UNSEEN_CUST_00438,37503.94,upi,successful,,,1,2026-07-26 22:29:41.804579
UNSEEN_PAY_000181,UNSEEN_CUST_01188,80822.1,upi,successful,,,1,2026-06-25 16:56:41.804579
UNSEEN_PAY_000182,UNSEEN_CUST_00151,41459.33,upi,failed,UNKNOWN_ERROR,unknown_failure,1,2026-07-15 02:25:41.805579
UNSEEN_PAY_000183,UNSEEN_CUST_00572,42464.26,card,successful,,,1,2026-06-19 18:05:41.805579
UNSEEN_PAY_000184,UNSEEN_CUST_01963,13984.24,upi,failed,PROCESSING_TIMEOUT,timeout,1,2026-08-15 20:02:41.805579
UNSEEN_PAY_000185,UNSEEN_CUST_00529,3071.26,upi,successful,,,1,2026-06-02 05:21:41.805579
UNSEEN_PAY_000186,UNSEEN_CUST_01275,25471.86,upi,successful,,,1,2026-08-17 19:29:41.805579
UNSEEN_PAY_000187,UNSEEN_CUST_00913,8660.95,upi,failed,BANK_SERVICE_UNAVAILABLE,temporary_bank_failure,1,2026-06-21 10:52:41.805579
UNSEEN_PAY_000188,UNSEEN_CUST_01429,46651.57,card,successful,,,1,2026-07-29 07:54:41.805579
UNSEEN_PAY_000189,UNSEEN_CUST_01927,46657.77,upi,successful,,,1,2026-07-03 17:11:41.805579
UNSEEN_PAY_000190,UNSEEN_CUST_01976,2767.25,card,failed,INSUFFICIENT_BALANCE,insufficient_funds,1,2026-06-30 19:18:41.805579
UNSEEN_PAY_000191,UNSEEN_CUST_00239,19416.98,card,successful,,,1,2026-07-08 16:49:41.805579
UNSEEN_PAY_000192,UNSEEN_CUST_00189,26675.46,card,successful,,,1,2026-08-03 16:12:41.805579
UNSEEN_PAY_000193,UNSEEN_CUST_00466,7847.82,upi,failed,RISK_DECLINED,risk_decline,1,2026-08-10 22:00:41.805579
UNSEEN_PAY_000194,UNSEEN_CUST_01885,29066.02,card,successful,,,1,2026-08-02 02:03:41.805579
UNSEEN_PAY_000195,UNSEEN_CUST_00721,24174.57,upi,successful,,,1,2026-07-30 14:46:41.805579
UNSEEN_PAY_000196,UNSEEN_CUST_01319,45737.74,upi,successful,,,1,2026-06-19 05:45:41.805579
UNSEEN_PAY_000197,UNSEEN_CUST_00282,16194.29,upi,successful,,,1,2026-07-24 09:47:41.805579
UNSEEN_PAY_000198,UNSEEN_CUST_01282,10173.04,upi,successful,,,1,2026-06-05 06:57:41.805579
UNSEEN_PAY_000199,UNSEEN_CUST_00465,3843.68,upi,successful,,,1,2026-07-05 06:55:41.805579
UNSEEN_PAY_000200,UNSEEN_CUST_00137,24999.58,upi,successful,,,1,2026-06-21 01:23:41.805579
UNSEEN_PAY_000201,UNSEEN_CUST_01405,23367.15,upi,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-08-25 12:55:41.805579
UNSEEN_PAY_000202,UNSEEN_CUST_00006,40601.37,upi,failed,CUSTOMER_AUTH_FAILED,authentication_failed,1,2026-07-23 12:02:41.806579
UNSEEN_PAY_000203,UNSEEN_CUST_01225,36526.61,netbanking,successful,,,1,2026-06-19 20:30:41.806579
UNSEEN_PAY_000204,UNSEEN_CUST_00128,1109.87,upi,successful,,,1,2026-08-15 06:02:41.806579
UNSEEN_PAY_000205,UNSEEN_CUST_01910,15615.63,upi,successful,,,1,2026-06-05 01:22:41.806579
UNSEEN_PAY_000206,UNSEEN_CUST_01875,8456.79,netbanking,successful,,,1,2026-07-03 04:12:41.806579
UNSEEN_PAY_000207,UNSEEN_CUST_01938,35168.05,upi,successful,,,1,2026-08-07 09:30:41.806579
UNSEEN_PAY_000208,UNSEEN_CUST_01278,34949.24,card,successful,,,1,2026-07-23 14:55:41.806579
UNSEEN_PAY_000209,UNSEEN_CUST_00909,19012.23,card,successful,,,1,2026-08-12 15:51:41.806579
UNSEEN_PAY_000210,UNSEEN_CUST_00039,76367.51,netbanking,successful,,,1,2026-07-28 07:53:41.806579
UNSEEN_PAY_000211,UNSEEN_CUST_01542,11140.65,upi,failed,AUTHENTICATION_FAILED,authentication_failed,1,2026-06-01 16:30:41.806579
UNSEEN_PAY_000212,UNSEEN_CUST_01721,48933.42,upi,successful,,,1,2026-06-06 08:24:41.806579
UNSEEN_PAY_000213,UNSEEN_CUST_01089,48457.24,card,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-08-19 21:19:41.806579
UNSEEN_PAY_000214,UNSEEN_CUST_00276,9728.43,card,successful,,,1,2026-07-11 08:08:41.806579
UNSEEN_PAY_000215,UNSEEN_CUST_00718,6511.07,card,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-06-04 22:05:41.806579
UNSEEN_PAY_000216,UNSEEN_CUST_01369,99718.33,upi,successful,,,1,2026-08-20 21:12:41.806579
UNSEEN_PAY_000217,UNSEEN_CUST_00470,7531.95,upi,successful,,,1,2026-06-15 02:55:41.806579
UNSEEN_PAY_000218,UNSEEN_CUST_00831,3393.9,card,successful,,,1,2026-06-07 14:35:41.806579
UNSEEN_PAY_000219,UNSEEN_CUST_01692,35057.76,netbanking,successful,,,1,2026-07-16 09:45:41.806579
UNSEEN_PAY_000220,UNSEEN_CUST_01785,23863.11,card,failed,FUNDS_NOT_AVAILABLE,insufficient_funds,1,2026-08-10 09:09:41.806579
UNSEEN_PAY_000221,UNSEEN_CUST_01605,99942.31,netbanking,successful,,,1,2026-08-22 20:02:41.806579
