case_id,customer_id,customer_segment,customer_lifetime_value,successful_payment_count,failed_payment_count,total_payment_attempts,communication_opt_in,action,recovery_amount,action_cost,failure_category,amount_bucket,attempt_number,historical_failure_rate,customer_success_rate,failure_to_success_ratio,amount_to_lifetime_value_ratio,payment_history_volume,recovery_probability,expected_recovery,erv
CASE_000010,CUST_01786,new,9514.92,3,1,4,1,escalate,7189.61,25.0,timeout,5k_25k,1,0.25,0.75,0.3333333333333333,0.755614340425353,4,0.49472618785436995,3556.8883474596564,3531.8883474596564
CASE_000011,CUST_00672,new,19817.08,2,1,3,0,retry,4174.91,2.0,timeout,0_5k,1,0.3333333333333333,0.6666666666666666,0.5,0.21067230893754274,3,0.755674931263442,3154.8748272810562,3152.8748272810562
CASE_000011,CUST_00672,new,19817.08,2,1,3,0,reminder,4174.91,5.0,timeout,0_5k,1,0.3333333333333333,0.6666666666666666,0.5,0.21067230893754274,3,0.6750751035083392,2818.377800388,2813.377800388
CASE_000011,CUST_00672,new,19817.08,2,1,3,0,escalate,4174.91,25.0,timeout,0_5k,1,0.3333333333333333,0.6666666666666666,0.5,0.21067230893754274,3,0.66710164058673,2785.0893103019453,2760.0893103019453
CASE_000012,CUST_01554,regular,62585.61,3,1,4,1,retry,48132.54,2.0,timeout,25k_100k,1,0.25,0.75,0.3333333333333333,0.7690672025086916,4,0.7026679160279226,33821.19157493062,33819.19157493062
CASE_000012,CUST_01554,regular,62585.61,3,1,4,1,reminder,48132.54,5.0,timeout,25k_100k,1,0.25,0.75,0.3333333333333333,0.7690672025086916,4,0.5453274815514749,26247.99681887563,26242.99681887563
CASE_000012,CUST_01554,regular,62585.61,3,1,4,1,escalate,48132.54,25.0,timeout,25k_100k,1,0.25,0.75,0.3333333333333333,0.7690672025086916,4,0.6557881124252355,31564.747552832145,31539.747552832145
CASE_000013,CUST_00385,new,7655.04,1,1,2,1,retry,16759.79,2.0,insufficient_funds,5k_25k,1,0.5,0.5,1.0,2.1893798072903605,2,0.27266115776382455,4569.743745278569,4567.743745278569
CASE_000013,CUST_00385,new,7655.04,1,1,2,1,reminder,16759.79,5.0,insufficient_funds,5k_25k,1,0.5,0.5,1.0,2.1893798072903605,2,0.5308251155197484,8896.517462836726,8891.517462836726
CASE_000013,CUST_00385,new,7655.04,1,1,2,1,escalate,16759.79,25.0,insufficient_funds,5k_25k,1,0.5,0.5,1.0,2.1893798072903605,2,0.483072283280243,8096.190022597384,8071.190022597384
CASE_000014,CUST_00056,new,3659.27,3,1,4,1,retry,15019.46,2.0,expired_instrument,5k_25k,1,0.25,0.75,0.3333333333333333,4.104496251984685,4,0.2386215296222357,3583.966519299984,3581.966519299984
CASE_000014,CUST_00056,new,3659.27,3,1,4,1,reminder,15019.46,5.0,expired_instrument,5k_25k,1,0.25,0.75,0.3333333333333333,4.104496251984685,4,0.515152208701427,7737.307992502734,7732.307992502734
CASE_000014,CUST_00056,new,3659.27,3,1,4,1,escalate,15019.46,25.0,expired_instrument,5k_25k,1,0.25,0.75,0.3333333333333333,4.104496251984685,4,0.5119037269642029,7688.517550989767,7663.517550989767
CASE_000015,CUST_01630,regular,88263.94,1,2,3,1,retry,15404.32,2.0,insufficient_funds,5k_25k,1,0.6666666666666666,0.3333333333333333,2.0,0.1745256330048262,3,0.31839733338390547,4904.694410592362,4902.694410592362
CASE_000015,CUST_01630,regular,88263.94,1,2,3,1,reminder,15404.32,5.0,insufficient_funds,5k_25k,1,0.6666666666666666,0.3333333333333333,2.0,0.1745256330048262,3,0.6406681507095665,9869.05720733839,9864.05720733839
CASE_000015,CUST_01630,regular,88263.94,1,2,3,1,escalate,15404.32,25.0,insufficient_funds,5k_25k,1,0.6666666666666666,0.3333333333333333,2.0,0.1745256330048262,3,0.5465984882398751,8419.978024363272,8394.978024363272
CASE_000016,CUST_00618,regular,52988.53,3,1,4,1,retry,27718.35,2.0,unknown_failure,25k_100k,1,0.25,0.75,0.3333333333333333,0.5231009427889394,4,0.38156813905567577,10576.43922719389,10574.43922719389
CASE_000016,CUST_00618,regular,52988.53,3,1,4,1,reminder,27718.35,5.0,unknown_failure,25k_100k,1,0.25,0.75,0.3333333333333333,0.5231009427889394,4,0.48588010827906297,13467.794899316965,13462.794899316965
CASE_000016,CUST_00618,regular,52988.53,3,1,4,1,escalate,27718.35,25.0,unknown_failure,25k_100k,1,0.25,0.75,0.3333333333333333,0.5231009427889394,4,0.509921630090277,14134.18621541283,14109.18621541283
CASE_000017,CUST_00856,regular,88466.48,0,2,2,0,retry,9395.95,2.0,unknown_failure,5k_25k,1,1.0,0.0,2.0,0.10620915402082236,2,0.44766844810579814,4206.270354979674,4204.270354979674
CASE_000017,CUST_00856,regular,88466.48,0,2,2,0,reminder,9395.95,5.0,unknown_failure,5k_25k,1,1.0,0.0,2.0,0.10620915402082236,2,0.5802806127138196,5452.287623028414,5447.287623028414
CASE_000017,CUST_00856,regular,88466.48,0,2,2,0,escalate,9395.95,25.0,unknown_failure,5k_25k,1,1.0,0.0,2.0,0.10620915402082236,2,0.5469211435806507,5138.843719026615,5113.843719026615
CASE_000018,CUST_01884,regular,36344.58,2,1,3,0,retry,19908.85,2.0,unknown_failure,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.5477804393392357,3,0.3916445260694597,7797.192122837962,7795.192122837962
CASE_000018,CUST_01884,regular,36344.58,2,1,3,0,reminder,19908.85,5.0,unknown_failure,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.5477804393392357,3,0.5070462569398093,10094.707872476121,10089.707872476121
CASE_000018,CUST_01884,regular,36344.58,2,1,3,0,escalate,19908.85,25.0,unknown_failure,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.5477804393392357,3,0.5065915148951994,10085.65448132129,10060.65448132129
CASE_000019,CUST_01682,new,15394.82,2,1,3,1,retry,4684.36,2.0,insufficient_funds,0_5k,1,0.3333333333333333,0.6666666666666666,0.5,0.30428157003459605,3,0.31026377423378804,1453.3872134697872,1451.3872134697872
CASE_000019,CUST_01682,new,15394.82,2,1,3,1,reminder,4684.36,5.0,insufficient_funds,0_5k,1,0.3333333333333333,0.6666666666666666,0.5,0.30428157003459605,3,0.50557182094145,2368.2804151452906,2363.2804151452906
CASE_000019,CUST_01682,new,15394.82,2,1,3,1,escalate,4684.36,25.0,insufficient_funds,0_5k,1,0.3333333333333333,0.6666666666666666,0.5,0.30428157003459605,3,0.45559813292617063,2134.1856699540367,2109.1856699540367
CASE_000020,CUST_01943,regular,76101.78,7,1,8,1,retry,31815.77,2.0,blocked_instrument,25k_100k,1,0.125,0.875,0.14285714285714285,0.41806867066709874,8,0.139837852191306,4449.048942612588,4447.048942612588
CASE_000020,CUST_01943,regular,76101.78,7,1,8,1,reminder,31815.77,5.0,blocked_instrument,25k_100k,1,0.125,0.875,0.14285714285714285,0.41806867066709874,8,0.4117421954408975,13099.894989442644,13094.894989442644
CASE_000020,CUST_01943,regular,76101.78,7,1,8,1,escalate,31815.77,25.0,blocked_instrument,25k_100k,1,0.125,0.875,0.14285714285714285,0.41806867066709874,8,0.4107666187438486,13068.856265631977,13043.856265631977
CASE_000021,CUST_00899,regular,98240.03,3,3,6,1,retry,8465.23,2.0,timeout,5k_25k,1,0.5,0.5,1.0,0.08616884583606092,6,0.6647683298493187,5627.416808890348,5625.416808890348
CASE_000021,CUST_00899,regular,98240.03,3,3,6,1,reminder,8465.23,5.0,timeout,5k_25k,1,0.5,0.5,1.0,0.08616884583606092,6,0.6883823688653857,5827.315080390329,5822.315080390329
CASE_000021,CUST_00899,regular,98240.03,3,3,6,1,escalate,8465.23,25.0,timeout,5k_25k,1,0.5,0.5,1.0,0.08616884583606092,6,0.7277127885775326,6160.256129250186,6135.256129250186
CASE_000022,CUST_00257,new,11396.26,3,1,4,1,retry,13338.08,2.0,temporary_bank_failure,5k_25k,1,0.25,0.75,0.3333333333333333,1.1703909879205985,4,0.7813210897011199,10421.323200120712,10419.323200120712
CASE_000022,CUST_00257,new,11396.26,3,1,4,1,reminder,13338.08,5.0,temporary_bank_failure,5k_25k,1,0.25,0.75,0.3333333333333333,1.1703909879205985,4,0.6909735672167145,9216.260717421916,9211.260717421916
CASE_000022,CUST_00257,new,11396.26,3,1,4,1,escalate,13338.08,25.0,temporary_bank_failure,5k_25k,1,0.25,0.75,0.3333333333333333,1.1703909879205985,4,0.643177723559638,8578.755931056336,8553.755931056336
CASE_000023,CUST_00685,regular,40937.15,4,1,5,1,retry,12992.05,2.0,timeout,5k_25k,1,0.2,0.8,0.25,0.3173657667912886,5,0.7267432947683937,9441.885222795709,9439.885222795709
CASE_000023,CUST_00685,regular,40937.15,4,1,5,1,reminder,12992.05,5.0,timeout,5k_25k,1,0.2,0.8,0.25,0.3173657667912886,5,0.5579650017807513,7249.109201385609,7244.109201385609
CASE_000023,CUST_00685,regular,40937.15,4,1,5,1,escalate,12992.05,25.0,timeout,5k_25k,1,0.2,0.8,0.25,0.3173657667912886,5,0.6434759611152483,8360.07186060736,8335.07186060736
CASE_000024,CUST_00721,high_value,120469.3,3,1,4,1,retry,6881.27,2.0,unknown_failure,5k_25k,1,0.25,0.75,0.3333333333333333,0.057120527802518986,4,0.4187149389106739,2881.2905476778533,2879.2905476778533
CASE_000024,CUST_00721,high_value,120469.3,3,1,4,1,reminder,6881.27,5.0,unknown_failure,5k_25k,1,0.25,0.75,0.3333333333333333,0.057120527802518986,4,0.5750601938019303,3957.144459803409,3952.144459803409
CASE_000024,CUST_00721,high_value,120469.3,3,1,4,1,escalate,6881.27,25.0,unknown_failure,5k_25k,1,0.25,0.75,0.3333333333333333,0.057120527802518986,4,0.48285896632642705,3322.682919213053,3297.682919213053
CASE_000025,CUST_01775,new,18881.26,4,2,6,1,retry,17812.74,2.0,insufficient_funds,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.9434084377843429,6,0.288895505771323,5146.0205314730765,5144.0205314730765
CASE_000025,CUST_01775,new,18881.26,4,2,6,1,reminder,17812.74,5.0,insufficient_funds,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.9434084377843429,6,0.5488411902552148,9776.365423306675,9771.365423306675
CASE_000025,CUST_01775,new,18881.26,4,2,6,1,escalate,17812.74,25.0,insufficient_funds,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.9434084377843429,6,0.5106932538953217,9096.846151391353,9071.846151391353
CASE_000026,CUST_00516,new,14804.62,1,1,2,1,retry,7586.59,2.0,authentication_failed,5k_25k,1,0.5,0.5,1.0,0.5124474657235376,2,0.2615335662482606,1984.1479383633912,1982.1479383633912
CASE_000026,CUST_00516,new,14804.62,1,1,2,1,reminder,7586.59,5.0,authentication_failed,5k_25k,1,0.5,0.5,1.0,0.5124474657235376,2,0.46251991924325137,3508.9489941316583,3503.9489941316583
CASE_000026,CUST_00516,new,14804.62,1,1,2,1,escalate,7586.59,25.0,authentication_failed,5k_25k,1,0.5,0.5,1.0,0.5124474657235376,2,0.44397145683327116,3368.2294146967265,3343.2294146967265
CASE_000027,CUST_01995,high_value,180217.86,4,1,5,1,retry,38704.19,2.0,unknown_failure,25k_100k,1,0.2,0.8,0.25,0.21476334254551688,5,0.39775166365736253,15394.655963010655,15392.655963010655
CASE_000027,CUST_01995,high_value,180217.86,4,1,5,1,reminder,38704.19,5.0,unknown_failure,25k_100k,1,0.2,0.8,0.25,0.21476334254551688,5,0.5582255558958417,21605.66797824828,21600.66797824828
CASE_000027,CUST_01995,high_value,180217.86,4,1,5,1,escalate,38704.19,25.0,unknown_failure,25k_100k,1,0.2,0.8,0.25,0.21476334254551688,5,0.5252770214786531,20330.42164194387,20305.42164194387
CASE_000028,CUST_01525,regular,27090.87,3,1,4,1,retry,49243.32,2.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,1.8177090658218065,4,0.33584708878746844,16538.22566422972,16536.22566422972
CASE_000028,CUST_01525,regular,27090.87,3,1,4,1,reminder,49243.32,5.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,1.8177090658218065,4,0.5524673232224949,27205.32518698875,27200.32518698875
CASE_000028,CUST_01525,regular,27090.87,3,1,4,1,escalate,49243.32,25.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,1.8177090658218065,4,0.5251938186110079,25862.287271883815,25837.287271883815
CASE_000029,CUST_01370,regular,49086.71,3,2,5,1,retry,8920.39,2.0,insufficient_funds,5k_25k,1,0.4,0.6,0.6666666666666666,0.18172719255374825,5,0.3088689402775997,2755.231406162897,2753.231406162897
CASE_000029,CUST_01370,regular,49086.71,3,2,5,1,reminder,8920.39,5.0,insufficient_funds,5k_25k,1,0.4,0.6,0.6666666666666666,0.18172719255374825,5,0.5950321529921846,5307.918867229953,5302.918867229953
CASE_000029,CUST_01370,regular,49086.71,3,2,5,1,escalate,8920.39,25.0,insufficient_funds,5k_25k,1,0.4,0.6,0.6666666666666666,0.18172719255374825,5,0.5598670785098876,4994.2326884688155,4969.2326884688155
CASE_000030,CUST_00748,regular,67162.74,3,1,4,0,retry,37604.95,2.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,0.5599079191825704,4,0.29624997566591643,11140.465522418002,11138.465522418002
CASE_000030,CUST_00748,regular,67162.74,3,1,4,0,reminder,37604.95,5.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,0.5599079191825704,4,0.5745697758934964,21606.66769398614,21601.66769398614
CASE_000030,CUST_00748,regular,67162.74,3,1,4,0,escalate,37604.95,25.0,insufficient_funds,25k_100k,1,0.25,0.75,0.3333333333333333,0.5599079191825704,4,0.4942502233958469,18586.25493828965,18561.25493828965
CASE_000031,CUST_01494,regular,24951.5,4,2,6,1,retry,40773.77,2.0,temporary_bank_failure,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,1.6341209947297757,6,0.7560407948615266,30826.633480301065,30824.633480301065
CASE_000031,CUST_01494,regular,24951.5,4,2,6,1,reminder,40773.77,5.0,temporary_bank_failure,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,1.6341209947297757,6,0.618846038775904,25232.68605045979,25227.68605045979
CASE_000031,CUST_01494,regular,24951.5,4,2,6,1,escalate,40773.77,25.0,temporary_bank_failure,25k_100k,1,0.3333333333333333,0.6666666666666666,0.5,1.6341209947297757,6,0.6193244318505109,25252.191939653403,25227.191939653403
CASE_000032,CUST_01955,regular,84041.59,2,3,5,1,retry,14019.67,2.0,unknown_failure,5k_25k,1,0.6,0.4,1.5,0.16681823844598848,5,0.41061332134529566,5756.663262865001,5754.663262865001
CASE_000032,CUST_01955,regular,84041.59,2,3,5,1,reminder,14019.67,5.0,unknown_failure,5k_25k,1,0.6,0.4,1.5,0.16681823844598848,5,0.5148981883931227,7218.702684869411,7213.702684869411
CASE_000032,CUST_01955,regular,84041.59,2,3,5,1,escalate,14019.67,25.0,unknown_failure,5k_25k,1,0.6,0.4,1.5,0.16681823844598848,5,0.4997771435210307,7006.710625707488,6981.710625707488
CASE_000033,CUST_01446,new,19379.76,1,1,2,1,retry,13155.67,2.0,insufficient_funds,5k_25k,1,0.5,0.5,1.0,0.6788355480150425,2,0.2899418989997375,3814.3799424138765,3812.3799424138765
CASE_000033,CUST_01446,new,19379.76,1,1,2,1,reminder,13155.67,5.0,insufficient_funds,5k_25k,1,0.5,0.5,1.0,0.6788355480150425,2,0.5768659613105102,7589.0582212338395,7584.0582212338395
CASE_000033,CUST_01446,new,19379.76,1,1,2,1,escalate,13155.67,25.0,insufficient_funds,5k_25k,1,0.5,0.5,1.0,0.6788355480150425,2,0.4951735968626975,6514.340433038684,6489.340433038684
CASE_000034,CUST_00790,regular,52337.24,2,1,3,0,retry,14162.24,2.0,blocked_instrument,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.2705958510613093,3,0.11063427688942161,1566.8291815344423,1564.8291815344423
CASE_000034,CUST_00790,regular,52337.24,2,1,3,0,reminder,14162.24,5.0,blocked_instrument,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.2705958510613093,3,0.4034330043908532,5713.5150321043175,5708.5150321043175
CASE_000034,CUST_00790,regular,52337.24,2,1,3,0,escalate,14162.24,25.0,blocked_instrument,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.2705958510613093,3,0.46646025309675415,6606.122054816976,6581.122054816976
CASE_000035,CUST_00935,regular,31535.55,4,1,5,1,retry,35404.43,2.0,risk_decline,25k_100k,1,0.2,0.8,0.25,1.1226831306255955,5,0.07191818624310876,2546.222390571107,2544.222390571107
CASE_000035,CUST_00935,regular,31535.55,4,1,5,1,reminder,35404.43,5.0,risk_decline,25k_100k,1,0.2,0.8,0.25,1.1226831306255955,5,0.14909417696182037,5278.594351652382,5273.594351652382
CASE_000035,CUST_00935,regular,31535.55,4,1,5,1,escalate,35404.43,25.0,risk_decline,25k_100k,1,0.2,0.8,0.25,1.1226831306255955,5,0.14668351130882495,5193.246108287502,5168.246108287502
CASE_000036,CUST_00726,regular,38634.54,3,1,4,1,retry,5234.47,2.0,insufficient_funds,5k_25k,1,0.25,0.75,0.3333333333333333,0.13548679497672292,4,0.35822384857227335,1875.1119886361078,1873.1119886361078
CASE_000036,CUST_00726,regular,38634.54,3,1,4,1,reminder,5234.47,5.0,insufficient_funds,5k_25k,1,0.25,0.75,0.3333333333333333,0.13548679497672292,4,0.6224952548785685,3258.4327368042204,3253.4327368042204
CASE_000036,CUST_00726,regular,38634.54,3,1,4,1,escalate,5234.47,25.0,insufficient_funds,5k_25k,1,0.25,0.75,0.3333333333333333,0.13548679497672292,4,0.5353872535472475,2802.4685170754606,2777.4685170754606
CASE_000037,CUST_01616,regular,38324.4,2,2,4,1,retry,41435.35,2.0,insufficient_funds,25k_100k,1,0.5,0.5,1.0,1.0811741344939516,4,0.3196198503682801,13243.560366957316,13241.560366957316
CASE_000037,CUST_01616,regular,38324.4,2,2,4,1,reminder,41435.35,5.0,insufficient_funds,25k_100k,1,0.5,0.5,1.0,1.0811741344939516,4,0.580813967228179,24066.230016988127,24061.230016988127
CASE_000037,CUST_01616,regular,38324.4,2,2,4,1,escalate,41435.35,25.0,insufficient_funds,25k_100k,1,0.5,0.5,1.0,1.0811741344939516,4,0.5175487167865439,21444.812222101322,21419.812222101322
CASE_000038,CUST_01497,regular,67920.3,2,1,3,1,retry,17857.47,2.0,authentication_failed,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.26291800831268414,3,0.26967414794967176,4815.698006786825,4813.698006786825
CASE_000038,CUST_01497,regular,67920.3,2,1,3,1,reminder,17857.47,5.0,authentication_failed,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.26291800831268414,3,0.5696932495161022,10173.28011243631,10168.28011243631
CASE_000038,CUST_01497,regular,67920.3,2,1,3,1,escalate,17857.47,25.0,authentication_failed,5k_25k,1,0.3333333333333333,0.6666666666666666,0.5,0.26291800831268414,3,0.5162807092343047,9219.46727673032,9194.46727673032
CASE_000039,CUST_00927,new,1197.13,3,2,5,1,retry,2795.31,2.0,insufficient_funds,0_5k,1,0.4,0.6,0.6666666666666666,2.3350095645418625,5,0.32422085395541056,906.2977952700986,904.2977952700986
CASE_000039,CUST_00927,new,1197.13,3,2,5,1,reminder,2795.31,5.0,insufficient_funds,0_5k,1,0.4,0.6,0.6666666666666666,2.3350095645418625,5,0.6729197164888644,1881.0192126984875,1876.0192126984875
CASE_000039,CUST_00927,new,1197.13,3,2,5,1,escalate,2795.31,25.0,insufficient_funds,0_5k,1,0.4,0.6,0.6666666666666666,2.3350095645418625,5,0.6390477707697856,1786.3366241104893,1761.3366241104893
CASE_000040,CUST_01973,new,10600.12,2,5,7,1,retry,16512.68,2.0,insufficient_funds,5k_25k,1,0.7142857142857143,0.2857142857142857,2.5,1.5577823647279463,7,0.29052701625071353,4797.379650702833,4795.379650702833
CASE_000040,CUST_01973,new,10600.12,2,5,7,1,reminder,16512.68,5.0,insufficient_funds,5k_25k,1,0.7142857142857143,0.2857142857142857,2.5,1.5577823647279463,7,0.6673297468267537,11019.4025638312,11014.4025638312
CASE_000040,CUST_01973,new,10600.12,2,5,7,1,escalate,16512.68,25.0,insufficient_funds,5k_25k,1,0.7142857142857143,0.2857142857142857,2.5,1.5577823647279463,7,0.5635216707873469,9305.253022776807,9280.253022776807
CASE_000041,CUST_00275,regular,72817.42,4,1,5,1,retry,24066.75,2.0,timeout,5k_25k,1,0.2,0.8,0.25,0.3305081393985121,5,0.7295737890917467,17558.469988623798,17556.469988623798
CASE_000041,CUST_00275,regular,72817.42,4,1,5,1,reminder,24066.75,5.0,timeout,5k_25k,1,0.2,0.8,0.25,0.3305081393985121,5,0.5360287540240543,12900.470015908408,12895.470015908408
CASE_000041,CUST_00275,regular,72817.42,4,1,5,1,escalate,24066.75,25.0,timeout,5k_25k,1,0.2,0.8,0.25,0.3305081393985121,5,0.6911808598524458,16634.47695885385,16609.47695885385
CASE_000042,CUST_00665,regular,20408.05,1,1,2,1,retry,33671.45,2.0,unknown_failure,25k_100k,1,0.5,0.5,1.0,1.6499102070016487,2,0.35056576143741525,11804.057507951855,11802.057507951855
