case_id,customer_id,action,recovered,recovered_amount,attempts
CASE_000089,CUST_00150,retry,False,0.0,1
CASE_000090,CUST_01144,retry,False,0.0,1
CASE_000091,CUST_01169,retry,True,12519.3,1
CASE_000092,CUST_00814,retry,True,49096.47,1
CASE_000093,CUST_00087,retry,True,19123.32,1
CASE_000094,CUST_01603,retry,True,49898.51,1
CASE_000095,CUST_01944,retry,False,0.0,1
CASE_000096,CUST_01622,retry,False,0.0,1
CASE_000097,CUST_01835,retry,True,9321.75,1
CASE_000098,CUST_00502,retry,False,0.0,1
CASE_000099,CUST_00558,retry,False,0.0,1
CASE_000100,CUST_01054,retry,False,0.0,1
CASE_000101,CUST_01156,retry,True,41554.33,1
CASE_000102,CUST_00786,retry,True,10809.82,1
CASE_000103,CUST_00155,retry,True,31464.65,1
CASE_000104,CUST_01964,retry,False,0.0,1
CASE_000105,CUST_00480,retry,False,0.0,1
CASE_000106,CUST_01828,retry,True,20453.0,1
CASE_000107,CUST_00293,retry,True,45932.73,1
CASE_000108,CUST_01329,retry,True,32476.76,1
CASE_000109,CUST_01644,retry,True,35686.1,1
CASE_000110,CUST_00029,retry,True,3167.09,1
CASE_000111,CUST_00174,retry,False,0.0,1
CASE_000112,CUST_01889,retry,False,0.0,1
CASE_000113,CUST_00147,retry,True,4050.58,1
CASE_000114,CUST_00951,retry,True,42848.81,1
CASE_000115,CUST_00283,retry,False,0.0,1
CASE_000116,CUST_00770,retry,True,62016.38,1
CASE_000117,CUST_01259,retry,True,9622.16,1
CASE_000118,CUST_00562,retry,False,0.0,1
CASE_000119,CUST_00568,retry,True,3556.4,1
CASE_000120,CUST_01809,retry,False,0.0,1
CASE_000121,CUST_00141,retry,False,0.0,1
CASE_000122,CUST_00412,retry,True,85018.62,1
CASE_000123,CUST_00631,retry,False,0.0,1
CASE_000124,CUST_01973,retry,False,0.0,1
CASE_000125,CUST_01506,retry,True,80819.82,1
CASE_000126,CUST_00642,retry,True,6741.08,1
CASE_000127,CUST_01536,retry,False,0.0,1
CASE_000128,CUST_01255,retry,True,31347.88,1
CASE_000129,CUST_00108,retry,False,0.0,1
CASE_000130,CUST_00449,retry,False,0.0,1
CASE_000131,CUST_00735,retry,False,0.0,1
CASE_000132,CUST_01226,retry,False,0.0,1
CASE_000133,CUST_01915,retry,True,3273.69,1
CASE_000134,CUST_00462,retry,False,0.0,1
CASE_000135,CUST_00946,retry,False,0.0,1
CASE_000136,CUST_00725,retry,True,8689.05,1
CASE_000137,CUST_00533,retry,True,23870.25,1
CASE_000138,CUST_00903,retry,False,0.0,1
CASE_000139,CUST_01857,retry,False,0.0,1
CASE_000140,CUST_00328,retry,True,3938.6,1
CASE_000141,CUST_01824,retry,True,30031.77,1
CASE_000142,CUST_00425,retry,True,12684.86,1
CASE_000143,CUST_01230,retry,False,0.0,1
CASE_000144,CUST_01827,retry,False,0.0,1
CASE_000145,CUST_01385,retry,True,17632.55,1
CASE_000146,CUST_01742,retry,False,0.0,1
CASE_000147,CUST_00869,retry,False,0.0,1
CASE_000148,CUST_01238,retry,False,0.0,1
CASE_000149,CUST_00824,retry,True,22826.27,1
CASE_000150,CUST_00980,retry,True,13917.4,1
CASE_000151,CUST_01499,retry,False,0.0,1
CASE_000152,CUST_00808,retry,False,0.0,1
CASE_000153,CUST_00396,retry,False,0.0,1
CASE_000154,CUST_01158,retry,False,0.0,1
CASE_000155,CUST_00363,retry,True,14480.07,1
CASE_000156,CUST_01366,retry,True,44161.32,1
CASE_000157,CUST_00099,retry,False,0.0,1
CASE_000158,CUST_01267,retry,False,0.0,1
CASE_000159,CUST_01579,retry,False,0.0,1
CASE_000160,CUST_01730,retry,False,0.0,1
CASE_000161,CUST_01918,retry,True,34065.21,1
CASE_000162,CUST_00176,retry,False,0.0,1
CASE_000163,CUST_01529,retry,False,0.0,1
CASE_000164,CUST_01391,retry,False,0.0,1
CASE_000165,CUST_00242,retry,False,0.0,1
CASE_000166,CUST_01391,retry,False,0.0,1
CASE_000167,CUST_00054,retry,True,11341.74,1
CASE_000168,CUST_00178,retry,False,0.0,1
CASE_000169,CUST_01725,retry,False,0.0,1
CASE_000170,CUST_01097,retry,True,38764.1,1
CASE_000171,CUST_01291,retry,True,19643.13,1
CASE_000172,CUST_00245,retry,True,18867.16,1
CASE_000173,CUST_00303,retry,False,0.0,1
CASE_000174,CUST_01803,retry,True,44220.41,1
CASE_000175,CUST_01441,retry,False,0.0,1
CASE_000176,CUST_01490,retry,False,0.0,1
CASE_000177,CUST_00871,retry,False,0.0,1
CASE_000178,CUST_00221,retry,False,0.0,1
CASE_000179,CUST_00405,retry,True,17542.31,1
CASE_000180,CUST_01137,retry,False,0.0,1
CASE_000181,CUST_00200,retry,True,18644.91,1
CASE_000182,CUST_00349,retry,True,10400.39,1
CASE_000183,CUST_01071,retry,True,24940.88,1
CASE_000184,CUST_00360,retry,False,0.0,1
CASE_000185,CUST_01444,retry,True,40097.07,1
CASE_000186,CUST_01783,retry,True,32309.47,1
CASE_000187,CUST_01718,retry,False,0.0,1
CASE_000188,CUST_00007,retry,True,22401.38,1
CASE_000189,CUST_01239,retry,False,0.0,1
CASE_000190,CUST_00760,retry,False,0.0,1
CASE_000191,CUST_00709,retry,True,3373.58,1
CASE_000192,CUST_00658,retry,False,0.0,1
CASE_000193,CUST_00342,retry,False,0.0,1
CASE_000194,CUST_00885,retry,False,0.0,1
CASE_000195,CUST_00309,retry,False,0.0,1
CASE_000196,CUST_00117,retry,True,39610.53,1
CASE_000197,CUST_00184,retry,False,0.0,1
CASE_000198,CUST_01764,retry,False,0.0,1
CASE_000199,CUST_01879,retry,False,0.0,1
CASE_000200,CUST_01052,retry,False,0.0,1
CASE_000201,CUST_01130,retry,False,0.0,1
CASE_000202,CUST_00185,retry,False,0.0,1
CASE_000203,CUST_00897,retry,False,0.0,1
CASE_000204,CUST_01237,retry,False,0.0,1
CASE_000205,CUST_00517,retry,False,0.0,1
CASE_000206,CUST_00502,retry,False,0.0,1
CASE_000207,CUST_00556,retry,False,0.0,1
CASE_000208,CUST_00590,retry,False,0.0,1
CASE_000209,CUST_00460,retry,False,0.0,1
CASE_000210,CUST_01882,retry,False,0.0,1
CASE_000211,CUST_01822,retry,False,0.0,1
CASE_000212,CUST_01573,retry,True,33536.47,1
CASE_000213,CUST_00479,retry,False,0.0,1
CASE_000214,CUST_01685,retry,False,0.0,1
CASE_000215,CUST_00925,retry,True,34770.3,1
CASE_000216,CUST_00212,retry,True,44998.2,1
CASE_000217,CUST_01813,retry,False,0.0,1
CASE_000218,CUST_01789,retry,True,21722.42,1
CASE_000219,CUST_01177,retry,False,0.0,1
CASE_000220,CUST_00925,retry,True,7599.01,1
CASE_000221,CUST_01034,retry,False,0.0,1
CASE_000222,CUST_00027,retry,True,59230.2,1
CASE_000223,CUST_00687,retry,False,0.0,1
CASE_000224,CUST_01670,retry,False,0.0,1
CASE_000225,CUST_01852,retry,False,0.0,1
CASE_000226,CUST_00439,retry,True,3398.53,1
CASE_000227,CUST_00869,retry,False,0.0,1
CASE_000228,CUST_00912,retry,True,19534.14,1
CASE_000229,CUST_01017,retry,False,0.0,1
CASE_000230,CUST_01012,retry,False,0.0,1
CASE_000231,CUST_00652,retry,False,0.0,1
CASE_000232,CUST_00259,retry,True,5127.8,1
CASE_000233,CUST_00775,retry,False,0.0,1
CASE_000234,CUST_01285,retry,True,8655.65,1
CASE_000235,CUST_01282,retry,False,0.0,1
CASE_000236,CUST_00616,retry,True,48055.37,1
CASE_000237,CUST_00252,retry,False,0.0,1
CASE_000238,CUST_01070,retry,True,26404.81,1
CASE_000239,CUST_00314,retry,True,20015.41,1
CASE_000240,CUST_00007,retry,False,0.0,1
CASE_000241,CUST_01201,retry,False,0.0,1
CASE_000242,CUST_00526,retry,True,2251.5,1
CASE_000243,CUST_00331,retry,False,0.0,1
CASE_000244,CUST_00899,retry,False,0.0,1
CASE_000245,CUST_00064,retry,False,0.0,1
CASE_000246,CUST_01891,retry,False,0.0,1
CASE_000247,CUST_00876,retry,False,0.0,1
CASE_000248,CUST_01377,retry,False,0.0,1
CASE_000249,CUST_00225,retry,False,0.0,1
CASE_000250,CUST_01480,retry,False,0.0,1
CASE_000251,CUST_01262,retry,False,0.0,1
CASE_000252,CUST_00577,retry,True,9310.88,1
CASE_000253,CUST_00398,retry,True,20671.23,1
CASE_000254,CUST_00446,retry,True,2511.89,1
CASE_000255,CUST_01864,retry,True,30208.75,1
CASE_000256,CUST_00777,retry,False,0.0,1
CASE_000257,CUST_00510,retry,True,8814.12,1
CASE_000258,CUST_00926,retry,True,33123.16,1
CASE_000259,CUST_01742,retry,False,0.0,1
CASE_000260,CUST_00350,retry,True,18641.38,1
CASE_000261,CUST_01301,retry,False,0.0,1
CASE_000262,CUST_01147,retry,False,0.0,1
CASE_000263,CUST_00182,retry,True,16193.02,1
CASE_000264,CUST_00540,retry,True,48213.59,1
CASE_000265,CUST_01728,retry,False,0.0,1
CASE_000266,CUST_01861,retry,False,0.0,1
CASE_000267,CUST_01405,retry,False,0.0,1
CASE_000268,CUST_01290,retry,False,0.0,1
CASE_000269,CUST_00174,retry,True,40378.73,1
CASE_000270,CUST_00730,retry,True,94080.27,1
CASE_000271,CUST_01362,retry,False,0.0,1
CASE_000272,CUST_01867,retry,False,0.0,1
CASE_000273,CUST_01483,retry,False,0.0,1
CASE_000274,CUST_00158,retry,True,24128.72,1
CASE_000275,CUST_01914,retry,False,0.0,1
CASE_000276,CUST_00453,retry,False,0.0,1
CASE_000277,CUST_01718,retry,False,0.0,1
CASE_000278,CUST_01700,retry,False,0.0,1
CASE_000279,CUST_00248,retry,True,18889.91,1
CASE_000280,CUST_01426,retry,True,19196.92,1
CASE_000281,CUST_00183,retry,True,43076.35,1
CASE_000282,CUST_01101,retry,False,0.0,1
CASE_000283,CUST_01701,retry,True,82200.81,1
CASE_000284,CUST_00636,retry,True,14111.49,1
CASE_000285,CUST_00564,retry,False,0.0,1
CASE_000286,CUST_00425,retry,True,12646.66,1
CASE_000287,CUST_00827,retry,False,0.0,1
CASE_000288,CUST_00741,retry,False,0.0,1
CASE_000289,CUST_00345,retry,False,0.0,1
CASE_000290,CUST_01488,retry,True,31090.91,1
CASE_000291,CUST_01585,retry,False,0.0,1
CASE_000292,CUST_01356,retry,True,30979.72,1
CASE_000293,CUST_00833,retry,False,0.0,1
CASE_000294,CUST_00825,retry,True,18655.88,1
CASE_000295,CUST_00959,retry,True,47299.84,1
CASE_000296,CUST_01744,retry,False,0.0,1
CASE_000297,CUST_00663,retry,False,0.0,1
CASE_000298,CUST_01094,retry,False,0.0,1
CASE_000299,CUST_00145,retry,False,0.0,1
CASE_000300,CUST_01761,retry,False,0.0,1
CASE_000301,CUST_00460,retry,True,44306.97,1
CASE_000302,CUST_01604,retry,True,10386.52,1
CASE_000303,CUST_00597,retry,True,17446.74,1
CASE_000304,CUST_00895,retry,True,4327.56,1
CASE_000305,CUST_00848,retry,False,0.0,1
CASE_000306,CUST_00773,retry,False,0.0,1
CASE_000307,CUST_01912,retry,True,18120.82,1
CASE_000308,CUST_00463,retry,False,0.0,1
CASE_000309,CUST_01251,retry,True,26897.01,1
CASE_000310,CUST_01853,retry,False,0.0,1
CASE_000311,CUST_00845,retry,False,0.0,1
CASE_000312,CUST_01158,retry,False,0.0,1
CASE_000313,CUST_00154,retry,False,0.0,1
CASE_000314,CUST_01295,retry,True,1307.16,1
CASE_000315,CUST_01384,retry,True,19279.79,1
CASE_000316,CUST_01429,retry,False,0.0,1
CASE_000317,CUST_01194,retry,False,0.0,1
CASE_000318,CUST_01965,retry,False,0.0,1
CASE_000319,CUST_01571,retry,True,724.27,1
CASE_000320,CUST_00588,retry,False,0.0,1
CASE_000321,CUST_01895,retry,False,0.0,1
CASE_000322,CUST_01385,retry,True,8804.16,1
CASE_000323,CUST_01670,retry,True,18550.61,1
CASE_000324,CUST_01194,retry,False,0.0,1
CASE_000325,CUST_01942,retry,True,13493.3,1
CASE_000326,CUST_00641,retry,True,40483.04,1
CASE_000327,CUST_01472,retry,True,24186.46,1
CASE_000328,CUST_00757,retry,False,0.0,1
CASE_000329,CUST_01938,retry,False,0.0,1
CASE_000330,CUST_00847,retry,False,0.0,1
CASE_000331,CUST_01916,retry,True,99619.69,1
CASE_000332,CUST_00878,retry,False,0.0,1
CASE_000333,CUST_01723,retry,False,0.0,1
CASE_000334,CUST_00707,retry,True,18543.06,1
CASE_000335,CUST_00476,retry,True,8973.59,1
CASE_000336,CUST_00595,retry,False,0.0,1
CASE_000337,CUST_00179,retry,False,0.0,1
CASE_000338,CUST_00774,retry,False,0.0,1
CASE_000339,CUST_01491,retry,False,0.0,1
CASE_000340,CUST_00915,retry,False,0.0,1
CASE_000341,CUST_00236,retry,False,0.0,1
CASE_000342,CUST_01735,retry,False,0.0,1
CASE_000343,CUST_01769,retry,False,0.0,1
CASE_000344,CUST_01064,retry,True,27777.17,1
CASE_000345,CUST_01308,retry,False,0.0,1
CASE_000346,CUST_00118,retry,True,2059.1,1
CASE_000347,CUST_01821,retry,False,0.0,1
CASE_000348,CUST_01096,retry,False,0.0,1
CASE_000349,CUST_01938,retry,True,22890.99,1
CASE_000350,CUST_00456,retry,False,0.0,1
CASE_000351,CUST_00244,retry,False,0.0,1
CASE_000352,CUST_01823,retry,True,68687.8,1
CASE_000353,CUST_01965,retry,True,15224.19,1
CASE_000354,CUST_01254,retry,True,35683.32,1
CASE_000355,CUST_00973,retry,False,0.0,1
CASE_000356,CUST_01636,retry,False,0.0,1
CASE_000357,CUST_01955,retry,False,0.0,1
CASE_000358,CUST_01327,retry,False,0.0,1
CASE_000359,CUST_01787,retry,True,10393.64,1
CASE_000360,CUST_01494,retry,False,0.0,1
CASE_000361,CUST_01276,retry,False,0.0,1
CASE_000362,CUST_00849,retry,False,0.0,1
CASE_000363,CUST_00663,retry,False,0.0,1
CASE_000364,CUST_00363,retry,False,0.0,1
CASE_000365,CUST_01239,retry,True,3655.78,1
CASE_000366,CUST_01457,retry,True,46020.41,1
CASE_000367,CUST_01178,retry,False,0.0,1
CASE_000368,CUST_00044,retry,False,0.0,1
CASE_000369,CUST_00213,retry,True,68256.72,1
CASE_000370,CUST_01290,retry,True,19253.78,1
CASE_000371,CUST_00148,retry,False,0.0,1
CASE_000372,CUST_00962,retry,True,10727.87,1
CASE_000373,CUST_01144,retry,False,0.0,1
CASE_000374,CUST_01088,retry,True,17918.87,1
CASE_000375,CUST_00038,retry,False,0.0,1
CASE_000376,CUST_01616,retry,True,42801.42,1
CASE_000377,CUST_01401,retry,True,40172.25,1
CASE_000378,CUST_01518,retry,False,0.0,1
CASE_000379,CUST_00580,retry,False,0.0,1
CASE_000380,CUST_00613,retry,True,40490.39,1
CASE_000381,CUST_01809,retry,False,0.0,1
CASE_000382,CUST_00932,retry,True,95553.31,1
CASE_000383,CUST_01304,retry,True,10952.6,1
CASE_000384,CUST_00810,retry,False,0.0,1
CASE_000385,CUST_01311,retry,True,5554.63,1
CASE_000386,CUST_00411,retry,False,0.0,1
CASE_000387,CUST_00316,retry,False,0.0,1
CASE_000388,CUST_01968,retry,False,0.0,1
CASE_000389,CUST_01505,retry,False,0.0,1
CASE_000390,CUST_00952,retry,False,0.0,1
CASE_000391,CUST_00413,retry,True,28740.62,1
CASE_000392,CUST_01161,retry,True,37521.99,1
CASE_000393,CUST_01253,retry,True,17810.31,1
CASE_000394,CUST_00494,retry,False,0.0,1
CASE_000395,CUST_01619,retry,True,4654.92,1
CASE_000396,CUST_00957,retry,True,27825.3,1
CASE_000397,CUST_01090,retry,True,84192.66,1
CASE_000398,CUST_01339,retry,False,0.0,1
CASE_000399,CUST_01865,retry,True,38478.04,1
CASE_000400,CUST_00669,retry,True,78018.06,1
CASE_000401,CUST_00633,retry,False,0.0,1
CASE_000402,CUST_00757,retry,False,0.0,1
CASE_000403,CUST_00639,retry,False,0.0,1
CASE_000404,CUST_00845,retry,True,14390.83,1
CASE_000405,CUST_01883,retry,False,0.0,1
CASE_000406,CUST_00671,retry,False,0.0,1
CASE_000407,CUST_01882,retry,False,0.0,1
CASE_000408,CUST_00150,retry,True,12086.38,1
CASE_000409,CUST_01889,retry,True,4009.77,1
CASE_000410,CUST_00965,retry,True,602.36,1
CASE_000411,CUST_00956,retry,False,0.0,1
CASE_000412,CUST_01782,retry,True,32437.77,1
CASE_000413,CUST_01544,retry,True,8526.25,1
CASE_000414,CUST_00462,retry,False,0.0,1
CASE_000415,CUST_01957,retry,False,0.0,1
CASE_000416,CUST_01828,retry,False,0.0,1
CASE_000417,CUST_01828,retry,False,0.0,1
CASE_000418,CUST_01650,retry,True,29046.68,1
CASE_000419,CUST_01180,retry,True,39203.57,1
CASE_000420,CUST_01464,retry,True,10572.85,1
CASE_000421,CUST_00911,retry,True,11483.45,1
CASE_000422,CUST_00756,retry,False,0.0,1
CASE_000423,CUST_00293,retry,False,0.0,1
CASE_000424,CUST_01776,retry,False,0.0,1
CASE_000425,CUST_00248,retry,False,0.0,1
CASE_000426,CUST_01948,retry,True,35840.81,1
CASE_000427,CUST_00128,retry,False,0.0,1
CASE_000428,CUST_00132,retry,True,9754.03,1
CASE_000429,CUST_01308,retry,True,14611.13,1
CASE_000430,CUST_00700,retry,True,19811.32,1
CASE_000431,CUST_01203,retry,False,0.0,1
CASE_000432,CUST_00037,retry,True,34252.37,1
CASE_000433,CUST_00087,retry,False,0.0,1
CASE_000434,CUST_00357,retry,True,2607.18,1
CASE_000435,CUST_01582,retry,False,0.0,1
CASE_000436,CUST_00967,retry,False,0.0,1
CASE_000437,CUST_01036,retry,True,1219.81,1
CASE_000438,CUST_01827,retry,False,0.0,1
CASE_000439,CUST_01936,retry,False,0.0,1
CASE_000440,CUST_00586,retry,True,29442.73,1
CASE_000441,CUST_00118,retry,False,0.0,1
CASE_000442,CUST_00522,retry,False,0.0,1
CASE_000443,CUST_01401,retry,False,0.0,1
CASE_000444,CUST_01025,retry,False,0.0,1
CASE_000445,CUST_00269,retry,False,0.0,1
CASE_000446,CUST_01498,retry,True,27744.02,1
CASE_000447,CUST_00387,retry,False,0.0,1
CASE_000448,CUST_00147,retry,False,0.0,1
CASE_000449,CUST_01499,retry,False,0.0,1
CASE_000450,CUST_00455,retry,False,0.0,1
CASE_000451,CUST_00214,retry,False,0.0,1
CASE_000452,CUST_01583,retry,False,0.0,1
CASE_000453,CUST_01022,retry,False,0.0,1
CASE_000454,CUST_01083,retry,False,0.0,1
CASE_000455,CUST_01728,retry,False,0.0,1
CASE_000456,CUST_00041,retry,False,0.0,1
CASE_000457,CUST_01640,retry,False,0.0,1
CASE_000458,CUST_01496,retry,True,71696.31,1
CASE_000459,CUST_00993,retry,False,0.0,1
CASE_000460,CUST_01834,retry,False,0.0,1
CASE_000461,CUST_01144,retry,False,0.0,1
CASE_000462,CUST_01281,retry,True,51124.92,1
CASE_000463,CUST_01579,retry,False,0.0,1
CASE_000464,CUST_00232,retry,False,0.0,1
CASE_000465,CUST_00528,retry,False,0.0,1
CASE_000466,CUST_00055,retry,False,0.0,1
CASE_000467,CUST_01808,retry,False,0.0,1
CASE_000468,CUST_00886,retry,True,14396.43,1
CASE_000469,CUST_01711,retry,False,0.0,1
CASE_000470,CUST_00391,retry,False,0.0,1
CASE_000471,CUST_01151,retry,False,0.0,1
CASE_000472,CUST_01118,retry,False,0.0,1
CASE_000473,CUST_01444,retry,True,38199.52,1
CASE_000474,CUST_01552,retry,True,2967.45,1
CASE_000475,CUST_01420,retry,False,0.0,1
CASE_000476,CUST_01281,retry,False,0.0,1
CASE_000477,CUST_01677,retry,True,15184.93,1
CASE_000478,CUST_00634,retry,True,49085.55,1
CASE_000479,CUST_00078,retry,False,0.0,1
CASE_000480,CUST_01737,retry,True,66127.07,1
CASE_000481,CUST_01783,retry,True,38384.78,1
CASE_000482,CUST_01235,retry,False,0.0,1
CASE_000483,CUST_00979,retry,False,0.0,1
CASE_000484,CUST_01068,retry,True,25513.38,1
CASE_000485,CUST_01466,retry,False,0.0,1
CASE_000486,CUST_00936,retry,False,0.0,1
CASE_000487,CUST_00403,retry,True,13556.09,1
CASE_000488,CUST_01150,retry,False,0.0,1
CASE_000489,CUST_01333,retry,False,0.0,1
CASE_000490,CUST_00733,retry,False,0.0,1
CASE_000491,CUST_01166,retry,False,0.0,1
CASE_000492,CUST_00712,retry,True,4967.38,1
CASE_000493,CUST_00524,retry,False,0.0,1
CASE_000494,CUST_00243,retry,False,0.0,1
CASE_000495,CUST_01329,retry,False,0.0,1
CASE_000496,CUST_00336,retry,True,34146.31,1
CASE_000497,CUST_01414,retry,True,8254.88,1
CASE_000498,CUST_00209,retry,False,0.0,1
CASE_000499,CUST_00215,retry,True,4062.71,1
CASE_000500,CUST_01997,retry,False,0.0,1
CASE_000501,CUST_01649,retry,False,0.0,1
CASE_000502,CUST_01558,retry,False,0.0,1
CASE_000503,CUST_00258,retry,True,28386.09,1
CASE_000504,CUST_01022,retry,False,0.0,1
CASE_000505,CUST_00683,retry,False,0.0,1
CASE_000506,CUST_00121,retry,False,0.0,1
CASE_000507,CUST_01707,retry,False,0.0,1
CASE_000508,CUST_01662,retry,True,4512.69,1
CASE_000509,CUST_00763,retry,True,36173.23,1
CASE_000510,CUST_01951,retry,True,16244.9,1
CASE_000511,CUST_01183,retry,False,0.0,1
CASE_000512,CUST_00273,retry,True,32245.33,1
CASE_000513,CUST_00085,retry,False,0.0,1
CASE_000514,CUST_00192,retry,False,0.0,1
CASE_000515,CUST_01110,retry,False,0.0,1
CASE_000516,CUST_00604,retry,False,0.0,1
CASE_000517,CUST_01515,retry,False,0.0,1
CASE_000518,CUST_00711,retry,False,0.0,1
CASE_000519,CUST_01370,retry,True,23686.79,1
CASE_000520,CUST_00001,retry,True,36059.8,1
CASE_000521,CUST_00001,retry,False,0.0,1
CASE_000522,CUST_00002,retry,False,0.0,1
CASE_000523,CUST_00004,retry,False,0.0,1
CASE_000524,CUST_00005,retry,False,0.0,1
CASE_000525,CUST_00005,retry,False,0.0,1
CASE_000526,CUST_00005,retry,True,35807.68,1
CASE_000527,CUST_00006,retry,False,0.0,1
CASE_000528,CUST_00006,retry,False,0.0,1
CASE_000529,CUST_00007,retry,False,0.0,1
CASE_000530,CUST_00009,retry,False,0.0,1
CASE_000531,CUST_00010,retry,False,0.0,1
CASE_000532,CUST_00010,retry,True,49236.91,1
CASE_000533,CUST_00010,retry,False,0.0,1
CASE_000534,CUST_00010,retry,True,18983.01,1
CASE_000535,CUST_00011,retry,True,38297.76,1
CASE_000536,CUST_00011,retry,True,47640.19,1
CASE_000537,CUST_00011,retry,False,0.0,1
CASE_000538,CUST_00012,retry,False,0.0,1
CASE_000539,CUST_00013,retry,False,0.0,1
CASE_000540,CUST_00014,retry,False,0.0,1
CASE_000541,CUST_00014,retry,True,3338.34,1
CASE_000542,CUST_00014,retry,False,0.0,1
CASE_000543,CUST_00016,retry,False,0.0,1
CASE_000544,CUST_00017,retry,False,0.0,1
CASE_000545,CUST_00017,retry,True,5326.75,1
CASE_000546,CUST_00017,retry,True,16285.78,1
CASE_000547,CUST_00019,retry,True,40325.68,1
CASE_000548,CUST_00021,retry,False,0.0,1
CASE_000549,CUST_00023,retry,False,0.0,1
