case_id,customer_id,event_ids,surfaces,event_types,recovery_amount,failure_categories,dedup_status,dedup_score,case_created_at
CASE_000041,CUST_00275,PAY_000634|CHK_003044,payment|checkout,payment_failed|checkout_abandoned,24066.75,timeout,matched,0.9829606337928193,2026-07-17 08:53:15.857176
CASE_000042,CUST_00665,PAY_006364|CHK_003105,payment|checkout,payment_failed|checkout_abandoned,33671.45,unknown_failure,matched,0.9829578974010459,2026-08-25 04:42:16.164348
CASE_000043,CUST_01604,PAY_000328|CHK_002490,payment|checkout,payment_failed|checkout_abandoned,12026.69,limit_exceeded,matched,0.9826083303515394,2026-07-10 09:58:15.810394
CASE_000044,CUST_01094,PAY_000960|CHK_000380,payment|checkout,payment_failed|checkout_abandoned,16785.24,limit_exceeded,matched,0.9823259403301154,2026-08-20 05:58:15.874564
CASE_000045,CUST_00124,PAY_002911|CHK_000795,payment|checkout,payment_failed|checkout_abandoned,14899.58,insufficient_funds,matched,0.9822091058942601,2026-06-04 01:33:16.004535
CASE_000046,CUST_01196,PAY_004979|CHK_001092,payment|checkout,payment_failed|checkout_abandoned,39690.25,temporary_bank_failure,matched,0.981957638280882,2026-06-19 09:21:16.097955
CASE_000047,CUST_01064,PAY_003943|CHK_000663,payment|checkout,payment_failed|checkout_abandoned,6902.33,timeout,matched,0.9819005812368995,2026-05-27 09:10:16.052224
CASE_000048,CUST_01297,PAY_002176|CHK_002546,payment|checkout,payment_failed|checkout_abandoned,18447.18,insufficient_funds,matched,0.9816829410601873,2026-07-25 15:10:15.956990
CASE_000049,CUST_00394,PAY_005746|CHK_001818,payment|checkout,payment_failed|checkout_abandoned,30067.05,temporary_bank_failure,matched,0.981274714901085,2026-06-11 15:42:16.130946
CASE_000050,CUST_01604,PAY_003133|CHK_001561,payment|checkout,payment_failed|checkout_abandoned,14220.9,insufficient_funds,matched,0.9810266755268655,2026-06-29 04:48:16.017114
CASE_000051,CUST_01044,PAY_003274|CHK_000552,payment|checkout,payment_failed|checkout_abandoned,16695.03,timeout,matched,0.9809550781480078,2026-07-26 05:35:16.022647
CASE_000052,CUST_00184,PAY_001777|CHK_001490,payment|checkout,payment_failed|checkout_abandoned,42955.24,unknown_failure,matched,0.9809169562963163,2026-07-17 01:14:15.934330
CASE_000053,CUST_01852,PAY_001264|CHK_001993,payment|checkout,payment_failed|checkout_abandoned,47520.88,insufficient_funds,matched,0.9809103128281014,2026-06-24 09:35:15.896933
CASE_000054,CUST_00435,PAY_006482|CHK_000005,payment|checkout,payment_failed|checkout_abandoned,5481.62,temporary_bank_failure,matched,0.9807282022062416,2026-08-18 12:17:16.169826
CASE_000055,CUST_00067,PAY_004616|CHK_000142,payment|checkout,payment_failed|checkout_abandoned,33687.49,insufficient_funds,matched,0.9806681517547184,2026-07-14 10:21:16.082425
CASE_000056,CUST_00009,PAY_003971|CHK_002394,payment|checkout,payment_failed|checkout_abandoned,8672.46,blocked_instrument,matched,0.9805702111434742,2026-07-01 08:02:16.053736
CASE_000057,CUST_01859,PAY_002733|CHK_003089,payment|checkout,payment_failed|checkout_abandoned,24457.64,risk_decline,matched,0.9803504739895864,2026-07-14 07:36:15.991170
CASE_000058,CUST_01136,PAY_005038|CHK_001812,payment|checkout,payment_failed|checkout_abandoned,46323.85,risk_decline,matched,0.9802989439805005,2026-06-24 22:45:16.100154
CASE_000059,CUST_00280,PAY_006037|CHK_000176,payment|checkout,payment_failed|checkout_abandoned,91833.35,temporary_bank_failure,matched,0.9802466209473766,2026-08-08 05:15:16.144429
CASE_000060,CUST_01358,PAY_004833|CHK_001333,payment|checkout,payment_failed|checkout_abandoned,34166.7,insufficient_funds,matched,0.9802462704914434,2026-08-17 03:05:16.091395
CASE_000061,CUST_00830,PAY_004507|CHK_000688,payment|checkout,payment_failed|checkout_abandoned,19293.13,risk_decline,matched,0.9801479123225038,2026-08-21 16:05:16.076723
CASE_000062,CUST_00953,PAY_002454|CHK_000537,payment|checkout,payment_failed|checkout_abandoned,38867.89,temporary_bank_failure,matched,0.9800285461998466,2026-08-10 22:37:15.974716
CASE_000063,CUST_00151,PAY_000439|CHK_001844,payment|checkout,payment_failed|checkout_abandoned,33989.35,risk_decline,matched,0.9798615101331577,2026-07-10 00:56:15.837553
CASE_000064,CUST_01831,PAY_000832|CHK_002771,payment|checkout,payment_failed|checkout_abandoned,14719.8,risk_decline,matched,0.9796637522248943,2026-08-20 18:55:15.868693
CASE_000065,CUST_00325,PAY_004131|CHK_002531,payment|checkout,payment_failed|checkout_abandoned,48965.38,timeout,matched,0.9793064612408015,2026-08-22 05:10:16.061473
CASE_000066,CUST_00627,PAY_001050|CHK_000780,payment|checkout,payment_failed|checkout_abandoned,38523.6,expired_instrument,matched,0.9791384761548765,2026-07-29 20:32:15.885914
CASE_000067,CUST_00280,PAY_001487|CHK_003383,payment|checkout,payment_failed|checkout_abandoned,19461.02,authentication_failed,matched,0.9791218129025783,2026-07-23 23:23:15.911673
CASE_000068,CUST_00965,PAY_003411|CHK_003354,payment|checkout,payment_failed|checkout_abandoned,15711.46,temporary_bank_failure,matched,0.9790170575420037,2026-07-30 05:47:16.029538
CASE_000069,CUST_01347,PAY_003389|CHK_002617,payment|checkout,payment_failed|checkout_abandoned,72971.05,risk_decline,matched,0.9789296392580041,2026-08-18 15:31:16.028439
CASE_000070,CUST_01735,PAY_006049|CHK_002903,payment|checkout,payment_failed|checkout_abandoned,18526.95,expired_instrument,matched,0.9788871819160735,2026-06-08 17:39:16.144429
CASE_000071,CUST_01541,PAY_003832|CHK_002991,payment|checkout,payment_failed|checkout_abandoned,2067.05,risk_decline,matched,0.9788701423660665,2026-08-18 10:55:16.047537
CASE_000072,CUST_01870,PAY_005388|CHK_001573,payment|checkout,payment_failed|checkout_abandoned,36302.18,expired_instrument,matched,0.9788493366269219,2026-05-30 22:57:16.115522
CASE_000073,CUST_01268,PAY_003370|CHK_001738,payment|checkout,payment_failed|checkout_abandoned,84914.28,timeout,matched,0.9788455604875883,2026-07-16 11:06:16.027342
CASE_000074,CUST_01012,PAY_006830|CHK_003143,payment|checkout,payment_failed|checkout_abandoned,45105.94,authentication_failed,matched,0.978598929788651,2026-05-31 18:52:16.185492
CASE_000075,CUST_01659,PAY_006980|CHK_002162,payment|checkout,payment_failed|checkout_abandoned,39268.71,expired_instrument,matched,0.9785189703201354,2026-08-10 05:21:16.192076
CASE_000076,CUST_00858,PAY_002968|CHK_001521,payment|checkout,payment_failed|checkout_abandoned,5711.61,authentication_failed,matched,0.9784663562463123,2026-08-04 18:30:16.010236
CASE_000077,CUST_00241,PAY_004054|CHK_002208,payment|checkout,payment_failed|checkout_abandoned,13017.55,timeout,matched,0.9784593053651076,2026-07-23 06:04:16.058182
CASE_000078,CUST_01837,PAY_005307|CHK_001382,payment|checkout,payment_failed|checkout_abandoned,49995.32,timeout,matched,0.9784100565146231,2026-07-31 19:52:16.112234
CASE_000079,CUST_00269,PAY_000073|CHK_001127,payment|checkout,payment_failed|checkout_abandoned,26460.05,unknown_failure,matched,0.9783424130591842,2026-05-30 00:54:15.793269
CASE_000080,CUST_00209,PAY_000807|CHK_001617,payment|checkout,payment_failed|checkout_abandoned,10485.72,insufficient_funds,matched,0.9780087204312151,2026-08-06 18:26:15.866685
CASE_000081,CUST_00454,PAY_006619|CHK_003287,payment|checkout,payment_failed|checkout_abandoned,95885.6,unknown_failure,matched,0.9779725306916668,2026-07-04 17:44:16.175315
CASE_000082,CUST_01144,PAY_005753|CHK_002328,payment|checkout,payment_failed|checkout_abandoned,13322.33,blocked_instrument,matched,0.977951970071635,2026-07-13 09:48:16.130946
CASE_000083,CUST_00691,PAY_001784|CHK_002086,payment|checkout,payment_failed|checkout_abandoned,49033.25,authentication_failed,matched,0.9777348831320244,2026-08-02 19:19:15.935333
CASE_000084,CUST_00825,PAY_001336|CHK_002975,payment|checkout,payment_failed|checkout_abandoned,83014.83,insufficient_funds,matched,0.9776883877254221,2026-08-11 05:03:15.900175
CASE_000085,CUST_00893,PAY_002856|CHK_000485,payment|checkout,payment_failed|checkout_abandoned,9783.88,blocked_instrument,matched,0.9776232764733647,2026-07-11 11:51:16.000472
CASE_000086,CUST_01289,PAY_003860|CHK_001933,payment|checkout,payment_failed|checkout_abandoned,15109.11,unknown_failure,matched,0.9775757589295464,2026-08-08 19:20:16.048637
CASE_000087,CUST_00410,PAY_004588|CHK_001768,payment|checkout,payment_failed|checkout_abandoned,23354.13,authentication_failed,matched,0.9770877071136168,2026-06-17 08:49:16.081333
CASE_000088,CUST_01824,PAY_003552|CHK_000420,payment|checkout,payment_failed|checkout_abandoned,28124.01,blocked_instrument,matched,0.9770286047402201,2026-08-12 12:08:16.035151
CASE_000089,CUST_00150,PAY_000899|CHK_001998,payment|checkout,payment_failed|checkout_abandoned,32652.07,risk_decline,matched,0.976788038161814,2026-06-08 06:42:15.870913
CASE_000090,CUST_01144,PAY_000654|CHK_001325,payment|checkout,payment_failed|checkout_abandoned,15603.33,insufficient_funds,matched,0.9766234627480159,2026-07-07 19:03:15.859175
CASE_000091,CUST_01169,PAY_006006|CHK_001519,payment|checkout,payment_failed|checkout_abandoned,12519.3,temporary_bank_failure,matched,0.9765640051760083,2026-06-23 21:56:16.142241
CASE_000092,CUST_00814,PAY_002065|CHK_002833,payment|checkout,payment_failed|checkout_abandoned,49096.47,temporary_bank_failure,matched,0.9760870117885596,2026-06-15 13:49:15.952006
CASE_000093,CUST_00087,PAY_003582|CHK_000378,payment|checkout,payment_failed|checkout_abandoned,19123.32,authentication_failed,matched,0.9760744072333325,2026-07-16 12:40:16.036252
CASE_000094,CUST_01603,PAY_002311|CHK_002070,payment|checkout,payment_failed|checkout_abandoned,49898.51,temporary_bank_failure,matched,0.9757600200776425,2026-07-15 06:22:15.964527
CASE_000095,CUST_01944,PAY_003421|CHK_000790,payment|checkout,payment_failed|checkout_abandoned,8490.29,insufficient_funds,matched,0.9755914508089698,2026-07-17 23:23:16.029538
CASE_000096,CUST_01622,PAY_003998|CHK_000587,payment|checkout,payment_failed|checkout_abandoned,23074.16,expired_instrument,matched,0.9754520516071272,2026-08-05 05:46:16.054832
CASE_000097,CUST_01835,PAY_005248|CHK_003337,payment|checkout,payment_failed|checkout_abandoned,9321.75,temporary_bank_failure,matched,0.9753114892589911,2026-06-10 21:23:16.108952
CASE_000098,CUST_00502,PAY_001999|CHK_002395,payment|checkout,payment_failed|checkout_abandoned,10287.69,authentication_failed,matched,0.975053805405619,2026-07-12 04:40:15.949016
CASE_000099,CUST_00558,PAY_001203|CHK_001675,payment|checkout,payment_failed|checkout_abandoned,12827.74,expired_instrument,matched,0.9749721709877708,2026-08-16 06:23:15.894616
CASE_000100,CUST_01054,PAY_001850|CHK_000553,payment|checkout,payment_failed|checkout_abandoned,7775.74,risk_decline,matched,0.9749459115431099,2026-06-19 14:19:15.939046
CASE_000101,CUST_01156,PAY_003517|CHK_001336,payment|checkout,payment_failed|checkout_abandoned,41554.33,temporary_bank_failure,matched,0.9749097564962945,2026-07-19 12:52:16.033923
CASE_000102,CUST_00786,PAY_002146|CHK_001052,payment|checkout,payment_failed|checkout_abandoned,10809.82,limit_exceeded,matched,0.9748823831787518,2026-07-04 05:33:15.955994
CASE_000103,CUST_00155,PAY_004910|CHK_003093,payment|checkout,payment_failed|checkout_abandoned,31464.65,unknown_failure,matched,0.9748512638610136,2026-08-12 23:30:16.094679
CASE_000104,CUST_01964,PAY_000216|CHK_001542,payment|checkout,payment_failed|checkout_abandoned,5737.27,unknown_failure,matched,0.974785856339339,2026-06-29 04:40:15.802421
CASE_000105,CUST_00480,PAY_001568|CHK_003108,payment|checkout,payment_failed|checkout_abandoned,46040.21,unknown_failure,matched,0.97469178868018,2026-08-12 10:17:15.920317
CASE_000106,CUST_01828,PAY_006794|CHK_000338,payment|checkout,payment_failed|checkout_abandoned,20453.0,timeout,matched,0.9745382095536107,2026-08-04 22:42:16.183300
CASE_000107,CUST_00293,PAY_002647|CHK_001624,payment|checkout,payment_failed|checkout_abandoned,45932.73,timeout,matched,0.9745189416130936,2026-08-22 17:56:15.987013
CASE_000108,CUST_01329,PAY_002934|CHK_000493,payment|checkout,payment_failed|checkout_abandoned,32476.76,timeout,matched,0.9744687028166876,2026-06-06 21:34:16.006577
CASE_000109,CUST_01644,PAY_003884|CHK_002672,payment|checkout,payment_failed|checkout_abandoned,35686.1,unknown_failure,matched,0.974441236690663,2026-07-12 23:53:16.049734
CASE_000110,CUST_00029,PAY_001352|CHK_002279,payment|checkout,payment_failed|checkout_abandoned,3167.09,temporary_bank_failure,matched,0.9743932442715553,2026-07-06 12:05:15.901174
CASE_000111,CUST_00174,PAY_006449|CHK_001140,payment|checkout,payment_failed|checkout_abandoned,29577.92,limit_exceeded,matched,0.9741477170958758,2026-07-14 20:36:16.168737
CASE_000112,CUST_01889,PAY_004799|CHK_000449,payment|checkout,payment_failed|checkout_abandoned,31356.48,insufficient_funds,matched,0.9740966460521079,2026-07-06 21:24:16.090299
CASE_000113,CUST_00147,PAY_000977|CHK_001228,payment|checkout,payment_failed|checkout_abandoned,4050.58,temporary_bank_failure,matched,0.9738752845271541,2026-07-21 17:16:15.874564
CASE_000114,CUST_00951,PAY_000491|CHK_003041,payment|checkout,payment_failed|checkout_abandoned,42848.81,temporary_bank_failure,matched,0.9736636413525188,2026-05-29 02:03:15.846526
CASE_000115,CUST_00283,PAY_000199|CHK_002103,payment|checkout,payment_failed|checkout_abandoned,29937.16,insufficient_funds,matched,0.9735019969978597,2026-05-29 04:22:15.801320
CASE_000116,CUST_00770,PAY_003326|CHK_001184,payment|checkout,payment_failed|checkout_abandoned,62016.38,timeout,matched,0.9734413134078449,2026-05-26 21:24:16.025148
CASE_000117,CUST_01259,PAY_001192|CHK_001536,payment|checkout,payment_failed|checkout_abandoned,9622.16,temporary_bank_failure,matched,0.9733971466790086,2026-06-04 16:43:15.893201
CASE_000118,CUST_00562,PAY_000202|CHK_001001,payment|checkout,payment_failed|checkout_abandoned,56444.35,insufficient_funds,matched,0.9732424281615432,2026-07-02 20:13:15.802421
CASE_000119,CUST_00568,PAY_002665|CHK_002382,payment|checkout,payment_failed|checkout_abandoned,3556.4,insufficient_funds,matched,0.9730742386183282,2026-07-18 13:55:15.988026
CASE_000120,CUST_01809,PAY_001707|CHK_002178,payment|checkout,payment_failed|checkout_abandoned,7247.83,insufficient_funds,matched,0.9729155929736517,2026-06-18 11:48:15.929677
CASE_000121,CUST_00141,PAY_003495|CHK_001455,payment|checkout,payment_failed|checkout_abandoned,29669.8,authentication_failed,matched,0.9727525295081193,2026-06-13 05:49:16.032831
CASE_000122,CUST_00412,PAY_000409|CHK_002812,payment|checkout,payment_failed|checkout_abandoned,85018.62,timeout,matched,0.9727486961091583,2026-07-19 00:42:15.814057
CASE_000123,CUST_00631,PAY_000766|CHK_000971,payment|checkout,payment_failed|checkout_abandoned,46376.55,expired_instrument,matched,0.972654587825097,2026-08-19 08:04:15.865396
CASE_000124,CUST_01973,PAY_004243|CHK_001609,payment|checkout,payment_failed|checkout_abandoned,2980.8,unknown_failure,matched,0.9723067632850241,2026-07-11 14:55:16.065831
CASE_000125,CUST_01506,PAY_000961|CHK_002091,payment|checkout,payment_failed|checkout_abandoned,80819.82,insufficient_funds,matched,0.972142123058428,2026-06-07 21:19:15.874564
CASE_000126,CUST_00642,PAY_002250|CHK_002252,payment|checkout,payment_failed|checkout_abandoned,6741.08,insufficient_funds,matched,0.9720923551320164,2026-05-31 17:40:15.960976
CASE_000127,CUST_01536,PAY_005701|CHK_001173,payment|checkout,payment_failed|checkout_abandoned,2353.61,insufficient_funds,matched,0.9719730777637567,2026-07-04 22:21:16.128754
CASE_000128,CUST_01255,PAY_005584|CHK_000228,payment|checkout,payment_failed|checkout_abandoned,31347.88,timeout,matched,0.9719413625419008,2026-05-30 16:37:16.124375
CASE_000129,CUST_00108,PAY_005188|CHK_001696,payment|checkout,payment_failed|checkout_abandoned,15252.06,limit_exceeded,matched,0.9717060842928757,2026-06-01 00:43:16.106760
CASE_000130,CUST_00449,PAY_005899|CHK_000770,payment|checkout,payment_failed|checkout_abandoned,8991.86,expired_instrument,matched,0.9716805242618201,2026-06-06 18:03:16.137864
CASE_000131,CUST_00735,PAY_000646|CHK_003336,payment|checkout,payment_failed|checkout_abandoned,16964.39,authentication_failed,matched,0.971663299318946,2026-07-15 14:12:15.858179
CASE_000132,CUST_01226,PAY_000639|CHK_003314,payment|checkout,payment_failed|checkout_abandoned,2481.14,insufficient_funds,matched,0.971378145619442,2026-06-06 12:17:15.858179
CASE_000133,CUST_01915,PAY_001016|CHK_003364,payment|checkout,payment_failed|checkout_abandoned,3273.69,timeout,matched,0.9713363131512147,2026-07-09 08:24:15.881802
CASE_000134,CUST_00462,PAY_006601|CHK_002542,payment|checkout,payment_failed|checkout_abandoned,1114.85,risk_decline,matched,0.9712597235303204,2026-07-24 08:57:16.175315
CASE_000135,CUST_00946,PAY_000549|CHK_001902,payment|checkout,payment_failed|checkout_abandoned,5300.8,insufficient_funds,matched,0.9711359291679243,2026-08-10 17:53:15.850654
CASE_000136,CUST_00725,PAY_005262|CHK_001772,payment|checkout,payment_failed|checkout_abandoned,8689.05,temporary_bank_failure,matched,0.971132416662351,2026-06-11 03:52:16.110047
CASE_000137,CUST_00533,PAY_003557|CHK_001628,payment|checkout,payment_failed|checkout_abandoned,23870.25,timeout,matched,0.9710792408960945,2026-08-18 17:59:16.035151
CASE_000138,CUST_00903,PAY_003533|CHK_000393,payment|checkout,payment_failed|checkout_abandoned,43892.75,insufficient_funds,matched,0.9710428044621391,2026-05-29 07:45:16.033923
CASE_000139,CUST_01857,PAY_004724|CHK_002160,payment|checkout,payment_failed|checkout_abandoned,5046.68,authentication_failed,matched,0.9709292864043512,2026-06-28 22:04:16.086999
CASE_000140,CUST_00328,PAY_002544|CHK_003301,payment|checkout,payment_failed|checkout_abandoned,3938.6,temporary_bank_failure,matched,0.9708888663202379,2026-06-11 10:00:15.981693
CASE_000141,CUST_01824,PAY_001588|CHK_000702,payment|checkout,payment_failed|checkout_abandoned,30031.77,temporary_bank_failure,matched,0.9708161459791858,2026-06-10 23:56:15.922362
CASE_000142,CUST_00425,PAY_004222|CHK_001161,payment|checkout,payment_failed|checkout_abandoned,12684.86,timeout,matched,0.9707893565855499,2026-07-02 14:32:16.064741
CASE_000143,CUST_01230,PAY_000429|CHK_003472,payment|checkout,payment_failed|checkout_abandoned,19834.28,insufficient_funds,matched,0.9707591917741518,2026-06-27 21:13:15.836105
CASE_000144,CUST_01827,PAY_006492|CHK_001390,payment|checkout,payment_failed|checkout_abandoned,14647.69,risk_decline,matched,0.970621080297758,2026-06-16 07:09:16.169826
CASE_000145,CUST_01385,PAY_007000|CHK_001234,payment|checkout,payment_failed|checkout_abandoned,17632.55,insufficient_funds,matched,0.9703498792794514,2026-08-13 00:41:16.193165
CASE_000146,CUST_01742,PAY_003273|CHK_002358,payment|checkout,payment_failed|checkout_abandoned,25038.86,temporary_bank_failure,matched,0.9702529758853948,2026-06-05 20:25:16.022647
CASE_000147,CUST_00869,PAY_002181|CHK_002412,payment|checkout,payment_failed|checkout_abandoned,10514.62,unknown_failure,matched,0.9702476747191582,2026-08-17 04:23:15.957986
CASE_000148,CUST_01238,PAY_002914|CHK_001484,payment|checkout,payment_failed|checkout_abandoned,13946.24,authentication_failed,matched,0.9701837086156875,2026-07-11 20:11:16.004535
CASE_000149,CUST_00824,PAY_005300|CHK_002336,payment|checkout,payment_failed|checkout_abandoned,22826.27,risk_decline,matched,0.9701766761863999,2026-07-20 00:50:16.112234
CASE_000150,CUST_00980,PAY_005146|CHK_003207,payment|checkout,payment_failed|checkout_abandoned,13917.4,temporary_bank_failure,matched,0.9699534874808993,2026-06-21 23:20:16.104574
CASE_000151,CUST_01499,PAY_004644|CHK_002027,payment|checkout,payment_failed|checkout_abandoned,11625.52,insufficient_funds,matched,0.969912852643724,2026-07-21 17:16:16.083515
CASE_000152,CUST_00808,PAY_006153|CHK_003237,payment|checkout,payment_failed|checkout_abandoned,84956.19,insufficient_funds,matched,0.9696009723756835,2026-06-19 04:35:16.150982
CASE_000153,CUST_00396,PAY_001450|CHK_000076,payment|checkout,payment_failed|checkout_abandoned,30901.78,limit_exceeded,matched,0.9695858460436764,2026-08-06 23:44:15.906250
CASE_000154,CUST_01158,PAY_001486|CHK_003208,payment|checkout,payment_failed|checkout_abandoned,12168.32,temporary_bank_failure,matched,0.9694307294132085,2026-07-05 21:06:15.911673
